823002243158908928	Weerschoonebeek	| Temp -2.3 oC | Windsnelheid 0.9 km/h uit SE | 0.0 mm neerslag| wolkenhoogte:105 meter |	| Temp -2.3 oC | Windsnelheid 0.9 km /h uit SE | 0.0 mm neerslag | wolkenhoogte :105 meter |
823006527749586944	Janneman78	Gisteren een leuk potje voetbal gefloten alleen nu last van de achterkant van mijn onderbeen. Dat is de 2de keer na een wedstrijd deze week.	Gisteren een leuk potje voetbal gefloten alleen nu last van de achterkant van mijn onderbeen . Dat is de 2 de keer na een wedstrijd deze week .
823006536641499136	Disquette3	RT @spermapik89: Wie mag ik vol spuiten?;) https://t.co/ly5ZX65Tei	RT @spermapik89 : Wie mag ik vol spuiten ?;) https://t.co/ly5ZX65Tei
823006542744031236	i2377	#Reghthuys - Januari Expositie: Abstract acryl & Klei met een knipoog In de maand januari exposeren Arie Plug… https://t.co/XexQIFV18H	#Reghthuys - Januari Expositie : Abstract acryl & Klei met een knipoog In de maand januari exposeren Arie Plug … https://t.co/XexQIFV18H
823006546753794048	NieuwsBuzz	Gratis te plukken: tulpen uit Amsterdam - NOS https://t.co/VPOJpw6qSv #nieuwsbuzz	Gratis te plukken : tulpen uit Amsterdam - NOS https://t.co/VPOJpw6qSv #nieuwsbuzz
823006547135569920	VacatureBaan	Nieuwe #vacature #JouwBaan Medior Software Engineer C# / .NET / Azure https://t.co/e7sdiPhOaI	Nieuwe #vacature #JouwBaan Medior Software Engineer C# / . NET / Azure https://t.co/e7sdiPhOaI
823006548058316800	TribbleSlayer_1	RT @harrie090775: @mariele1972 @PolDelft @TribbleSlayer_1 Groot respect dit zie je zelden .maar weer goed dat er een blauwe brigade b…	RT @harrie090775 : @mariele1972 @PolDelft @TribbleSlayer_1 Groot respect dit zie je zelden . maar weer goed dat er een blauwe brigade b…
823006554043674624	beawem_bea	RT @alexanderbakker: Wilders komt in de zaal óók op voor joden en homo's. Bij andere partijen soms ingewikkeld onderwerp... #Koblenz https:…	RT @alexanderbakker : Wilders komt in de zaal óók op voor joden en homo's . Bij andere partijen soms ingewikkeld onderwerp ... #Koblenz https: …
823006555184439296	kijk_mama	Verjaardagen https://t.co/WtjwclsrUj on @bloglovin	Verjaardagen https://t.co/WtjwclsrUj on @bloglovin
823006556165959687	leg259	RT @astriddom: Welke vrouw zou een positieve vaderfiguur hebben gehad? #womensmarch #Trump @demorgen https://t.co/Ci9kpeMNV4	RT @astriddom : Welke vrouw zou een positieve vaderfiguur hebben gehad ? #womensmarch #Trump @demorgen https://t.co/Ci9kpeMNV4
823006566395756545	NewsHeadlinr	Ex-directeur CIA: Trump moet zich schamen https://t.co/x82Re77l3F	Ex-directeur CIA : Trump moet zich schamen https://t.co/x82Re77l3F
823006570485321728	bootyroll	Nooit te vroeg om #winterkleding te bestellen #tdd https://t.co/JRnGiTrWOJ	Nooit te vroeg om #winterkleding te bestellen #tdd https://t.co/JRnGiTrWOJ
823006574859927554	FlowerCircle_	Ook interesse in een eerlijk alternatief voor de bloemist? Ja? Volg ons dan hier!	Ook interesse in een eerlijk alternatief voor de bloemist ? Ja ? Volg ons dan hier !
823006580287410179	bootyroll	zelf #woning verhuren #kkl https://t.co/3yZ8ytfGrU	zelf #woning verhuren #kkl https://t.co/3yZ8ytfGrU
823006582250283009	bootyroll	zelf #woning verhuren #kkl https://t.co/MbkpOSvP7m	zelf #woning verhuren #kkl https://t.co/MbkpOSvP7m
823006582141255680	flashphotoNL	Vlaardingen - Auto total loss gereden tegen lantaarnpaal: https://t.co/qy3nWctFQP https://t.co/5fQdmgliMz	Vlaardingen - Auto total loss gereden tegen lantaarnpaal : https://t.co/qy3nWctFQP https://t.co/5fQdmgliMz
823006583219167236	HenkBaarn	Totale filelengte op snelwegen in Vlaanderen: 0 km; Trend: stabiel https://t.co/VgUs5hu6eQ	Totale filelengte op snelwegen in Vlaanderen : 0 km ; Trend : stabiel https://t.co/VgUs5hu6eQ
823006588046835712	Kranten_en_RTV	Trouw | Ex-directeur CIA: Trump moet zich schamen https://t.co/ms8jm1804q	Trouw | Ex-directeur CIA : Trump moet zich schamen https://t.co/ms8jm1804q
823006593860169728	ignatio_tas	@POL_Charlois @POL_TVRdam @Politie_Rdam @Politie24 @maastunnel010 @ignatio_tas 😂dat wordt kassa of binnenkort auto's op de veiling😁	@POL_Charlois @POL_TVRdam @Politie_Rdam @Politie24 @maastunnel010 @ignatio_tas 😂 dat wordt kassa of binnenkort auto's op de veiling 😁
823006596682969088	Ulrich_Doroe2	RT @MichelleBelfor: 5 o' clock in de morning is nogsteeds een leuk liedje 😏	RT @MichelleBelfor : 5 o' clock in de morning is nogsteeds een leuk liedje 😏
823006599845388290	Domy1967	Ik vind een @YouTube-video leuk: https://t.co/vLWBwWk1Yx Strychnine - Animal	Ik vind een @YouTube - video leuk : https://t.co/vLWBwWk1Yx Strychnine - Animal
823006607130951681	Disquette3	RT @spermapik89: Iemand zin in zaad:-)? http://t.co/Z633TQ1fQA	RT @spermapik89 : Iemand zin in zaad :-)? http://t.co/Z633TQ1fQA
823006613334278144	Bart_Webdesign	Paaltjes horen niet op de weg,. Levensgevaarlijk! #pollers zijn al helemaal misdadig. Domme wegbeheerders lappen dit al 30 jr aan hun laars.	Paaltjes horen niet op de weg ,. Levensgevaarlijk ! #pollers zijn al helemaal misdadig . Domme wegbeheerders lappen dit al 30 jr aan hun laars .
823006624231096322	patrickenzo	@tmobile_webcare behalve op Ameland daar heb je geen reet aan jullie #$*#@! Netwerk	@tmobile_webcare behalve op Ameland daar heb je geen reet aan jullie #$*#@! Netwerk
823006626995126272	Jke_lindenkamp	Wilt toch wel elk meisje .. https://t.co/x19EjSYaHK	Wilt toch wel elk meisje .. https://t.co/x19EjSYaHK
823006650143506432	leoscharenborg	RT @Ashleykars: 92% van de mensen wenst een onbegrensd zorgbudget. En hoe gaan we dat betalen dan? https://t.co/e5a73Qm7Xy	RT @Ashleykars : 92% van de mensen wenst een onbegrensd zorgbudget . En hoe gaan we dat betalen dan ? https://t.co/e5a73Qm7Xy
823006655264727042	bertus1947	Column Vermeend en Van der Ploeg: plan nieuwe arbeidsmarkt nodig https://t.co/gYMaARN7qq #column #opinie via @telegraaf Basisinkomen 🎶	Column Vermeend en Van der Ploeg : plan nieuwe arbeidsmarkt nodig https://t.co/gYMaARN7qq #column #opinie via @telegraaf Basisinkomen 🎶
823006664945242112	Lilchefrico	wederom weer fcking dope gemaakt haha! https://t.co/54DCKf7ET9	wederom weer fcking dope gemaakt haha ! https://t.co/54DCKf7ET9
823006668992741377	Rafsina	Protesten tegen @realDonaldTrump @POTUS: is dat daar een of ander afrikaans land-met-een-dictator? Of zijn dat daar beschaafde mensen? #fail	Protesten tegen @realDonaldTrump @POTUS : is dat daar een of ander afrikaans land-met-een-dictator ? Of zijn dat daar beschaafde mensen ? #fail
823006673786859520	WouterZwart	Wie schreven de speech van Trump die hij zelf schreef? https://t.co/hWInsEipKD	Wie schreven de speech van Trump die hij zelf schreef ? https://t.co/hWInsEipKD
823006682905276416	AveRaRaiZe	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/pEGA5Adlbw BILLEN LATEN ZIEN VOOR 100000 ABONNEES | Q&A	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/pEGA5Adlbw BILLEN LATEN ZIEN VOOR 100000 ABONNEES | Q&A
823006686520680448	SaraJac53729508	Smeltende gedachten, smeltend geluk, smeltende sneeuw, smeltend stuk, groeiend genezen, groeiende ziel, gesloten tot ik kniel. Voor god.	Smeltende gedachten , smeltend geluk , smeltende sneeuw , smeltend stuk , groeiend genezen , groeiende ziel , gesloten tot ik kniel . Voor god .
823006690824122369	camzdalolo61	RT @dopxlmj: onze #Harmonizers #iHeartAwards #BestFanArmy	RT @dopxlmj : onze #Harmonizers #iHeartAwards #BestFanArmy
823006690803126273	dantevc10	RT @FreddieKingBE: Je opent je benen voor heel de wereld maar doet je insta op slot ??	RT @FreddieKingBE : Je opent je benen voor heel de wereld maar doet je insta op slot ??
823006691662987264	openomroep	#NIEUWS Minstens 23 mensen zijn zaterdagavond (lokale tijd) om het leven gekomen nadat een… https://t.co/WLCoyqf3aT	#NIEUWS Minstens 23 mensen zijn zaterdagavond ( lokale tijd ) om het leven gekomen nadat een … https://t.co/WLCoyqf3aT
823006692354953216	Coriotec	Snel persoonlijke lening on https://t.co/P6scUyvJlD #cashbob #lening #hypotheek #spoed #online #snel #BKR #krediet #euro #ferratum #cashper	Snel persoonlijke lening on https://t.co/P6scUyvJlD #cashbob #lening #hypotheek #spoed #online #snel #BKR #krediet #euro #ferratum #cashper
823006705764200449	paulvgessel	RT @ashatenbroeke: Ik heb gewoon NET nog m'n blonde haar laten zien buiten. Kwam zelfs een echte MOSLIM tegen. Weet je wat er gebeurde…	RT @ashatenbroeke : Ik heb gewoon NET nog m'n blonde haar laten zien buiten . Kwam zelfs een echte MOSLIM tegen . Weet je wat er gebeurde …
823006728686104580	Csmhdv	RT @grca_ntiti: Als ik thuiskom met slechte punten word ik uitgemaakt voor dom, maar als pc/phone/tv/cam/audio... niet werkt ben ik de 1ste…	RT @grca_ntiti : Als ik thuiskom met slechte punten word ik uitgemaakt voor dom , maar als pc / phone / tv / cam / audio ... niet werkt ben ik de 1 ste …
823006748151840768	HermanWerfhorst	Ah @wikipedia is mijn held https://t.co/ZU2S2DjF6w	Ah @wikipedia is mijn held https://t.co/ZU2S2DjF6w
823006765260402688	VyvermanWim	RT @VisitVlaanderen: Twee weken lang lekkerbekken bij 37 chocolatiers in #Brussel tijdens de 'Chocolate weeks' #chocolade @visitbrussels…	RT @VisitVlaanderen : Twee weken lang lekkerbekken bij 37 chocolatiers in #Brussel tijdens de ' Chocolate weeks ' #chocolade @visitbrussels …
823006777243533312	StanleyWijnen	Testen zijn mislukt, vlucht opnieuw gecanceld. Weer terug naar het hotel. Huilende mensen om me heen...	Testen zijn mislukt , vlucht opnieuw gecanceld . Weer terug naar het hotel . Huilende mensen om me heen ...
823006777319059456	nelkovacevic	RT @Prof_DAH_Vintik: 6 moskeeën in de provincie #Utrecht nodigden heimelijk een Tunesische #haatprediker uit, die zelfs verboden was te…	RT @Prof_DAH_Vintik : 6 moskeeën in de provincie #Utrecht nodigden heimelijk een Tunesische #haatprediker uit , die zelfs verboden was te …
823006779181297664	Zombiepromo	Ik vind een @YouTube-video van @mahdrybread leuk: https://t.co/uZQiauarmc Let's Play Advance Wars - Part 20	Ik vind een @YouTube - video van @mahdrybread leuk : https://t.co/uZQiauarmc Let's Play Advance Wars - Part 20
823006781764935684	BXRadio_	Nieuw op https://t.co/HGCViKvmw7 : Wachten op behandeling? Meld je bij de zorgverzekeraar! https://t.co/fd2xLzD31z	Nieuw op https://t.co/HGCViKvmw7 : Wachten op behandeling ? Meld je bij de zorgverzekeraar ! https://t.co/fd2xLzD31z
823006782821924864	BeQuanDREkunstc	Witte Huis opent op dag 2 de aanval op de media: 'schandalig' https://t.co/XflzcJY7Fv #vacature #zoektwerk	Witte Huis opent op dag 2 de aanval op de media : ' schandalig ' https://t.co/XflzcJY7Fv #vacature #zoektwerk
823006783883059200	oemer1949	RT @teamparaatheid: Zojuist twee verdachten aangehouden na een onenigheid. Hierbij troffen we een vuurwapen aan. ^PP https://t.co/OUHC0g7W…	RT @teamparaatheid : Zojuist twee verdachten aangehouden na een onenigheid . Hierbij troffen we een vuurwapen aan . ^ PP https://t.co/OUHC0g7W …
823006783933448192	Recepten_Info	Mediterrane makreelsalade op donker vloerbrood https://t.co/OD8iKejnWk #kook #soep #recepten	Mediterrane makreelsalade op donker vloerbrood https://t.co/OD8iKejnWk #kook #soep #recepten
823006785179095040	Gezondheid_Info	Mediterrane makreelsalade op donker vloerbrood https://t.co/shKbiQjRVu #afvallen #informatie #gezondheid	Mediterrane makreelsalade op donker vloerbrood https://t.co/shKbiQjRVu #afvallen #informatie #gezondheid
823006786349334528	Eten_Headlines	Mediterrane makreelsalade op donker vloerbrood https://t.co/VtpKdKJ0Bl #eten #restaurants #diner	Mediterrane makreelsalade op donker vloerbrood https://t.co/VtpKdKJ0Bl #eten #restaurants #diner
823006787527987200	Lifestyle_Heads	Mediterrane makreelsalade op donker vloerbrood https://t.co/YnJ1YtgRDg #info #artikel #lifestyle	Mediterrane makreelsalade op donker vloerbrood https://t.co/YnJ1YtgRDg #info #artikel #lifestyle
823006787662217217	AdzunaVacatures	#werk #baan Snel aan de slag? Adzuna heeft werk voor jou! Check het actuele aanbod. https://t.co/AlQJuyIq4D https://t.co/1NOnkraLn0	#werk #baan Snel aan de slag ? Adzuna heeft werk voor jou ! Check het actuele aanbod . https://t.co/AlQJuyIq4D https://t.co/1NOnkraLn0
823006793563590656	koepelstereo	#onsdraainou Gibbon - The River op KSFM 94.9FM, binne die Vredefort Koepel. Luister: https://t.co/O7QcjcOcSv	#onsdraainou Gibbon - The River op KSFM 94.9 FM , binne die Vredefort Koepel . Luister : https://t.co/O7QcjcOcSv
823006798290571264	werkvacatures	Nieuwe #vacature #JouwBaan Gedreven (Jr) Logistiek Engineer voor Service Parts https://t.co/gYobH0VXpt	Nieuwe #vacature #JouwBaan Gedreven ( Jr ) Logistiek Engineer voor Service Parts https://t.co/gYobH0VXpt
823006802929446913	etallez	RT @OneRepublic: Current status: Werk https://t.co/LSUl9JpbbD	RT @OneRepublic : Current status : Werk https://t.co/LSUl9JpbbD
823006806104424448	IvoCerckel	@WelmoedVlieger komen we misschien tot waarheid, "ad-aequatio rei et intellectus", conformiteit vn ht intellect a/ de zaak, Thomas v Aquino	@WelmoedVlieger komen we misschien tot waarheid , " ad-aequatio rei et intellectus ", conformiteit vn ht intellect a/ de zaak , Thomas v Aquino
823006806331052036	_Rotterdam	#Dordrecht-#Geldermalsen https://t.co/hAtmEP6C3h Wanneer zaterdag 21 en zondag 22 januari Oorzaak werkzaamheden Advies U kunt gebruikmaken…	#Dordrecht - #Geldermalsen https://t.co/hAtmEP6C3h Wanneer zaterdag 21 en zondag 22 januari Oorzaak werkzaamheden Advies U kunt gebruikmaken …
823006811049644033	_Rotterdam	#Haarlem-#Amsterdam Centraal https://t.co/U5OM7pgPGS Wanneer zaterdag 21 en zondag 22 januari Oorzaak werkzaamheden Advies U kunt gebruikm…	#Haarlem - #Amsterdam Centraal https://t.co/U5OM7pgPGS Wanneer zaterdag 21 en zondag 22 januari Oorzaak werkzaamheden Advies U kunt gebruikm …
823006813671067648	_Rotterdam	#Haarlem-Leiden Centraal https://t.co/euYxroFd5e Wanneer zaterdag 21 en zondag 22 januari Oorzaak werkzaamheden Advies U kunt gebruikmaken…	#Haarlem - Leiden Centraal https://t.co/euYxroFd5e Wanneer zaterdag 21 en zondag 22 januari Oorzaak werkzaamheden Advies U kunt gebruikmaken …
823006833950556160	wh4radio	Amier Papier - Papa Is Een Bitch (Geproduceerd door Olle P)	Amier Papier - Papa Is Een Bitch ( Geproduceerd door Olle P)
823006841705631746	taeginfinity	@taeciel WATCH THIS BIJ HAHAHAHAHAHAHAHAHHAHAHAHAHA https://t.co/FdQbvO0KDC	@taeciel WATCH THIS BIJ HAHAHAHAHAHAHAHAHHAHAHAHAHA https://t.co/FdQbvO0KDC
823006842020397062	xLauraPieters	RT @Justinedecle: Kben iemand die veel bevestiging nodig heeft	RT @Justinedecle : Kben iemand die veel bevestiging nodig heeft
823006841823109120	ronvanzeeland	Voor de vroege vogels in Nederland en Vlaanderen: voorbereidingen Chinees Nieuwjaar in Phnom Penh -> https://t.co/eA4tRj1Jqt #ChineseNewYear	Voor de vroege vogels in Nederland en Vlaanderen : voorbereidingen Chinees Nieuwjaar in Phnom Penh -> https://t.co/eA4tRj1Jqt #ChineseNewYear
823006850941681664	mcjeff01	@djtheviper en @RuthlessNL b2b man man man dit is aan	@djtheviper en @RuthlessNL b2b man man man dit is aan
823006872726814720	romy_pony	Ik wil even mijn middelvinger opsteken naar heel de wereld	Ik wil even mijn middelvinger opsteken naar heel de wereld
823006876224917504	dantevc10	RT @J_SKM: Het is jouw "bae" niet die jou op het einde een diploma gaat geven..	RT @J_SKM : Het is jouw " bae " niet die jou op het einde een diploma gaat geven ..
823006879559417857	Lukagrootaers	RT @DesmetRoos: Hoe tof was vanavond zelfs	RT @DesmetRoos : Hoe tof was vanavond zelfs
823006879483830274	jorden6000	Ik vind een @YouTube-video van @sgranzier leuk: https://t.co/yby5OHmhJe VLOG #4: BIJ TRUMP OP BEZOEK IN NEW YORK	Ik vind een @YouTube - video van @sgranzier leuk : https://t.co/yby5OHmhJe VLOG #4 : BIJ TRUMP OP BEZOEK IN NEW YORK
823006879488024577	JazzlynJadaa_	Ze doet weer eng gadverdamme wie helpt https://t.co/tB3OgTULok	Ze doet weer eng gadverdamme wie helpt https://t.co/tB3OgTULok
823006889587904512	Chielie	@OUTL3D_1 True. Maar dit schreef ik ervoor, vanwege het op weg gaan naar jelui.	@OUTL3D_1 True . Maar dit schreef ik ervoor , vanwege het op weg gaan naar jelui .
823006900904198144	AyoushAbd	RT @petervheemst: Deze is echt heel erg grappig (via @CharlieMagazine) #WomensMarch https://t.co/4Q3jyashy4	RT @petervheemst : Deze is echt heel erg grappig ( via @CharlieMagazine ) #WomensMarch https://t.co/4Q3jyashy4
823006911721259008	Tinne_Glitter	RT @anneliesvdvp: Wegens dubbel verkoop ik het volledige seizoen 1. Nog in verpakking! €18 RT = lief. https://t.co/GcWZTixnKQ	RT @anneliesvdvp : Wegens dubbel verkoop ik het volledige seizoen 1. Nog in verpakking ! €18 RT = lief . https://t.co/GcWZTixnKQ
823006914703478784	G3173801	Hij is weer eens extra klein! Maak me belachijlijk! https://t.co/OvpfW6fErO	Hij is weer eens extra klein ! Maak me belachijlijk ! https://t.co/OvpfW6fErO
823006921519235072	xLauraPieters	RT @lissa_joos: Naar Amerika reizen omdat je je facebookpagina kwijt bent. https://t.co/nAeCSjFeYt	RT @lissa_joos : Naar Amerika reizen omdat je je facebookpagina kwijt bent . https://t.co/nAeCSjFeYt
823006925835161601	WouterZwart	Wie schreven de speech van Trump die hij zelf schreef? https://t.co/Y3JxMQmAYP	Wie schreven de speech van Trump die hij zelf schreef ? https://t.co/Y3JxMQmAYP
823006932558639105	LaatMeZien	Hoe knip ik nagels van een kat? https://t.co/FGQ7RimzFx	Hoe knip ik nagels van een kat ? https://t.co/FGQ7RimzFx
823006947339337728	heystartup	RT @VacatureWerk: Nieuwe #vacature #JouwBaan Technisch Software Engineer bij High Tech Solutions BV https://t.co/C2Ei0LZBgu	RT @VacatureWerk : Nieuwe #vacature #JouwBaan Technisch Software Engineer bij High Tech Solutions BV https://t.co/C2Ei0LZBgu
823006950053081090	MerelWissenburg	En ja @MartinKoolhoven, het is absoluut een compliment dat ik in de pauze weg wilde. Deze film raakte mij te hard. #Brimstone	En ja @MartinKoolhoven , het is absoluut een compliment dat ik in de pauze weg wilde . Deze film raakte mij te hard . #Brimstone
823006959699902464	AyoushAbd	RT @petervheemst: Deze is echt heel erg grappig (via @CharlieMagazine) #WomensMarch https://t.co/4Q3jyashy4	RT @petervheemst : Deze is echt heel erg grappig ( via @CharlieMagazine ) #WomensMarch https://t.co/4Q3jyashy4
823006967287386114	DaD3nz0X	@Michelle_fue Ja geh weg	@Michelle_fue Ja geh weg
823006997603880960	RenevanHaaften	Iedereen wakker?? https://t.co/EaTDLwWKW7	Iedereen wakker ?? https://t.co/EaTDLwWKW7
823007001039032322	YvonneKollmer	Wat een andere nacht als gisteren Toen onrustige patiënte #delier Hele nacht bij geweest Nu gewoon tijd voor koffie… https://t.co/PrQsDgwVnX	Wat een andere nacht als gisteren Toen onrustige patiënte #delier Hele nacht bij geweest Nu gewoon tijd voor koffie … https://t.co/PrQsDgwVnX
823007005707300864	jecphatireck191	RT @Diane4me: @Lvdm1961 @LoesjeNL Met 1 puber en 1 bijna puber in huis deze maar opgehangen 😉 https://t.co/D34gRoOlDH	RT @Diane4me : @Lvdm1961 @LoesjeNL Met 1 puber en 1 bijna puber in huis deze maar opgehangen 😉 https://t.co/D34gRoOlDH
823007006466273280	theaternetwerk	donderdag 2 februari 20:00 uur https://t.co/yJ6o4AGoyH	donderdag 2 februari 20:00 uur https://t.co/yJ6o4AGoyH
