822987145468059648	Weerschoonebeek	| Temp -1.8 oC | Windsnelheid 0.3 km/h uit SE | 0.0 mm neerslag| wolkenhoogte:105 meter |	| Temp -1.8 oC | Windsnelheid 0.3 km /h uit SE | 0.0 mm neerslag | wolkenhoogte :105 meter |
822989842418110464	weekendround	https://t.co/9bcJAROlCH https://t.co/nEffuyp8oa Goffin: "Een bijna perfecte wedstrijd gespeeld" - Sporza.be https://t.co/buGZWVlqKt	https://t.co/9bcJAROlCH https://t.co/nEffuyp8oa Goffin : " Een bijna perfecte wedstrijd gespeeld " - Sporza . be https://t.co/buGZWVlqKt
822989847174545408	Xafiero	Ik vind een @YouTube-video van @shootingstormm leuk: https://t.co/XSCIeUWvxc I JOINED @TapXNation | 50 GS DOUBLE DAS 74 KD	Ik vind een @YouTube - video van @shootingstormm leuk : https://t.co/XSCIeUWvxc I JOINED @TapXNation | 50 GS DOUBLE DAS 74 KD
822989847585431553	KRRE27	Napshil tom nog nog nanaman po 😂😂😂	Napshil tom nog nog nanaman po 😂😂😂
822989864929030144	xdaisynx	Ik vind een @YouTube-video van @yaraskygaming leuk: https://t.co/LRJWmwm9UO DIT SCHEELT ZO ENORM WEINIG!	Ik vind een @YouTube - video van @yaraskygaming leuk : https://t.co/LRJWmwm9UO DIT SCHEELT ZO ENORM WEINIG !
822989865906212864	qrispyQuary__	Ik irri af lol	Ik irri af lol
822989867743412224	scheefpoepen	Annet 62 jr., Aarschot. Zijn er nog mannen die het net als ik gewoon op zoek zijn naar een beetje spanning en aand https://t.co/rH6iGun3Kx	Annet 62 jr ., Aarschot . Zijn er nog mannen die het net als ik gewoon op zoek zijn naar een beetje spanning en aand https://t.co/rH6iGun3Kx
822989869483819008	RWesterbeek1	RT @WouterZwart: Persconferentie Nieuwe Stijl: Media liegen, beelden zijn nep, er zijn wél records gebroken. En nee, geen vragen. https://t…	RT @WouterZwart : Persconferentie Nieuwe Stijl : Media liegen , beelden zijn nep , er zijn wél records gebroken . En nee , geen vragen . https://t …
822989873317629953	zegmaarLyd	@zaagvis Ja😂😂😂😂 En vandaag zal er weinig verschil zijn ben ik bang😨 *kijkt op de klok*	@zaagvis Ja 😂😂😂😂 En vandaag zal er weinig verschil zijn ben ik bang 😨 * kijkt op de klok *
822989880510861312	verderwellief	@MinPres Zo zien we t graag. #leegte	@MinPres Zo zien we t graag . #leegte
822989890107441152	FollowingF1	@toosbierhoff Wat voor rare films gaan jullie opnemen?	@toosbierhoff Wat voor rare films gaan jullie opnemen ?
822989894691659777	idham_sangelang	RT @OrangeWave_nl: Sommige clienten schrijven het in hun Agenda, andere gebruiken hun ToDo App. Gewoon klikken https://t.co/5nPjpBMaRi htt…	RT @OrangeWave_nl : Sommige clienten schrijven het in hun Agenda , andere gebruiken hun ToDo App . Gewoon klikken https://t.co/5nPjpBMaRi htt …
822989899188097024	Avci003	Nog 30 en dan hebben we die 10 k ! Love voor iedereen die het heeft gechecked ! https://t.co/FYsxPMOA4V	Nog 30 en dan hebben we die 10 k ! Love voor iedereen die het heeft gechecked ! https://t.co/FYsxPMOA4V
822989908373598208	wniemandt	Want 4 uur is opstaan tyd! #baba_wil_nie_slaap_nie #dis_okay https://t.co/mkEV65LgxS	Want 4 uur is opstaan tyd ! #baba _ wil _ nie _ slaap _ nie #dis _ okay https://t.co/mkEV65LgxS
822989909237649410	JenteLanduyt	Hoeveel pijn dit doe WAUW geen woorden voor...	Hoeveel pijn dit doe WAUW geen woorden voor ...
822989910005215232	Aninha_9090	Ook ook	Ook ook
822989907236884481	Maria_Pura	Er is geen weg terug, nu doorwandelen. https://t.co/Vc4uB2kju4	Er is geen weg terug , nu doorwandelen . https://t.co/Vc4uB2kju4
822989915734634496	Meisje_Sanne	Fokking tourist trap. Uiteraard. Maar hé, ik knuffelde wel een lama en die was ZO zacht...dat… https://t.co/UUmnQx6uN5	Fokking tourist trap . Uiteraard . Maar hé , ik knuffelde wel een lama en die was ZO zacht ... dat … https://t.co/UUmnQx6uN5
822989917944877056	rudineycosta	RT @piclesgomz: @selenavotesbr onze #Selenators #BestFanArmy #iHeartAwards	RT @piclesgomz : @selenavotesbr onze #Selenators #BestFanArmy #iHeartAwards
822989920994295808	ShootingStormm	RT @Xafiero: Ik vind een @YouTube-video van @shootingstormm leuk: https://t.co/XSCIeUWvxc I JOINED @TapXNation | 50 GS DOUBLE DAS 74 KD	RT @Xafiero : Ik vind een @YouTube - video van @shootingstormm leuk : https://t.co/XSCIeUWvxc I JOINED @TapXNation | 50 GS DOUBLE DAS 74 KD
822989922361610243	webcamplugin	Geweldige #kostenbesparing - ideaal voor #client en #consultant - #webcamconsult 1449356	Geweldige #kostenbesparing - ideaal voor #client en #consultant - #webcamconsult 1449356
822989922491658240	keesfroeling	De Kees Froeling Daily is uit! https://t.co/fJ8JQiaTfp Bijdragen van @GroeneVoetstap @karlienhaak @evbourgonje #popup #mkb	De Kees Froeling Daily is uit ! https://t.co/fJ8JQiaTfp Bijdragen van @GroeneVoetstap @karlienhaak @evbourgonje #popup #mkb
822989920176377856	webcamplugin	Eindeloze mogelijkheden - zeer gemakkelijk in het gebruik - probeer gratis - #webcamconsult	Eindeloze mogelijkheden - zeer gemakkelijk in het gebruik - probeer gratis - #webcamconsult
822989928799895552	nwsonlinetrends	[Video] ARCHIEF AtMostTV Director Google Nederland: ‘Heeft Google niet teveel #OnlineTrends https://t.co/7QC9biKTiC https://t.co/IeMxqj5Zyt	[ Video ] ARCHIEF AtMostTV Director Google Nederland : ‘ Heeft Google niet teveel #OnlineTrends https://t.co/7QC9biKTiC https://t.co/IeMxqj5Zyt
822989932029509632	ICTzoektwerk	#JouwBaan #werk #vacature Netwerk specialist https://t.co/uO9YDcg1tl #Yacht Nederland BV	#JouwBaan #werk #vacature Netwerk specialist https://t.co/uO9YDcg1tl #Yacht Nederland BV
822989935670083584	VacatureWerk	#JouwBaan #werk #vacature #JouwBaan Auditor Voedselveiligheid https://t.co/P8JKIApZ9u	#JouwBaan #werk #vacature #JouwBaan Auditor Voedselveiligheid https://t.co/P8JKIApZ9u
822989936668397569	radioericah	Nu op Radio Erica: Duo Onbekend - Rode Rozen Op Witte Zijde	Nu op Radio Erica : Duo Onbekend - Rode Rozen Op Witte Zijde
822989961213464580	TiesGames	RT @NLxDon: Dit gaat een leuk weekend worden!	RT @NLxDon : Dit gaat een leuk weekend worden !
822989963117506561	KooppleinAenA	Strijkletters in div kleuren nu ook in fluorescerende kleur… https://t.co/cvzrf9uLxP	Strijkletters in div kleuren nu ook in fluorescerende kleur … https://t.co/cvzrf9uLxP
822989965768396801	sportman2225	@ABNAMRO ik peter klant bij de abn had gehoopt dar er meer service en meer gevraagt werd aan de klant hoe is de bank vindt	@ABNAMRO ik peter klant bij de abn had gehoopt dar er meer service en meer gevraagt werd aan de klant hoe is de bank vindt
822989974362619914	JDKolstee	RT @ZoekJeMee: #Vermist Tjandani Ramjankhan (22) sinds 19 jan Vertrokken vanaf haar dagbesteding #Tiel Lees:…	RT @ZoekJeMee : #Vermist Tjandani Ramjankhan (22) sinds 19 jan Vertrokken vanaf haar dagbesteding #Tiel Lees :…
822989975121760257	ikisDwayne	RT @Shaqolade: Zoek aub niet iemand alleen zodat je niet lonely bent op valentine ! 😒😒😒😒	RT @Shaqolade : Zoek aub niet iemand alleen zodat je niet lonely bent op valentine ! 😒😒😒😒
822989979672576000	DoorDrenthe	RT @assen: Ronald Obbes: Gastheer van Assen 21-01-2017 Ronald Obbes (44) blies als binnenstadsmanager het stof van Assen. Hij… (1/2)	RT @assen : Ronald Obbes : Gastheer van Assen 21-01-2017 Ronald Obbes (44) blies als binnenstadsmanager het stof van Assen . Hij … (1/2)
822989979865513984	weer_Leeuwarden	#Leeuwarden jan 22 02:55 Temperatuur -1C -, Nevel Wind ZO 9 km/h Vochtigheid 95% Nederland .. https://t.co/6x7gNtrGEI	#Leeuwarden jan 22 02:55 Temperatuur -1C -, Nevel Wind ZO 9 km /h Vochtigheid 95% Nederland .. https://t.co/6x7gNtrGEI
822989980331102208	Meisje_Sanne	Als ik een restaurant ga openen, noem ik het 'Twee poezen & Sanne'. En dan neem ik net zoals… https://t.co/WfyUXs40gm	Als ik een restaurant ga openen , noem ik het ' Twee poezen & Sanne '. En dan neem ik net zoals … https://t.co/WfyUXs40gm
822989983162175488	xRev__	@itsDyMz @WhosDots @HailChapters ik lol@	@itsDyMz @WhosDots @HailChapters ik lol @
822989996332302336	LalaLabomba	Lekker cammen met mij doe je bij https://t.co/pBmNBXCWrI , kom je ook eens, ik doe alles	Lekker cammen met mij doe je bij https://t.co/pBmNBXCWrI , kom je ook eens , ik doe alles
822989996311384064	VenemaFrank	Tja.. dit is toch altijd één x per maand of heb ik 't mis? #WomensMarch #trump https://t.co/unXhXUCOpc	Tja .. dit is toch altijd één x per maand of heb ik 't mis ? #WomensMarch #trump https://t.co/unXhXUCOpc
822990001277440001	zaagvis	@zegmaarLyd ik ga ook .	@zegmaarLyd ik ga ook .
822990022102175744	MarieZwueste95	RT @Robinchi1: Broederliefde!!💯 https://t.co/0C480i8Jk1	RT @Robinchi1 : Broederliefde !!💯 https://t.co/0C480i8Jk1
822990023964393472	liyah_onix	Ik you 😎 https://t.co/skX3dB7m5c	Ik you 😎 https://t.co/skX3dB7m5c
822990031727955968	honestfools	zo voel ik me op dit moment https://t.co/sJBdG0mM0h	zo voel ik me op dit moment https://t.co/sJBdG0mM0h
822990035263823872	MilaMilanxxx	Maakt Kim Holland van Utopia 'Porntopia' ? https://t.co/IhboMo3Epn @telegraaf @RTLBoulevard @KimHollandxx @KHollandnieuws @MvHtv	Maakt Kim Holland van Utopia ' Porntopia ' ? https://t.co/IhboMo3Epn @telegraaf @RTLBoulevard @KimHollandxx @KHollandnieuws @MvHtv
822990043086135297	TrefpuntThai	Sybrand Buma wil namens het #CDA Nederlandse kiezer paaien met moreel leiderschap. Eerst spraakles zegt #Backbencher https://t.co/Lq3xcssn7b	Sybrand Buma wil namens het #CDA Nederlandse kiezer paaien met moreel leiderschap . Eerst spraakles zegt #Backbencher https://t.co/Lq3xcssn7b
822990058244415488	ninadewaal1	RT @athitalaison: Het probleem is dat als ik ben gaan joggen of buikspieroefeningen heb gedaan, ik direct denk dat ik 10 kilo ben vermagerd	RT @athitalaison : Het probleem is dat als ik ben gaan joggen of buikspieroefeningen heb gedaan , ik direct denk dat ik 10 kilo ben vermagerd
822990064955297792	MKBNetworks	RT @keesfroeling: De Kees Froeling Daily is uit! https://t.co/fJ8JQiaTfp Bijdragen van @GroeneVoetstap @karlienhaak @evbourgonje #popup #mkb	RT @keesfroeling : De Kees Froeling Daily is uit ! https://t.co/fJ8JQiaTfp Bijdragen van @GroeneVoetstap @karlienhaak @evbourgonje #popup #mkb
822990072781950976	monalizavillota	VOOR DE VOGELTJES Vlog #73 https://t.co/QWt5cgNzQj via @YouTube	VOOR DE VOGELTJES Vlog #73 https://t.co/QWt5cgNzQj via @YouTube
822990088065941504	hummingmel0dies	Gelukkig was mijn droom niet alleen maar kut	Gelukkig was mijn droom niet alleen maar kut
822990088451801093	rudineycosta	RT @dangerclexa: @selenavotesbr onze #Selenators #BestFanArmy #iHeartAwards	RT @dangerclexa : @selenavotesbr onze #Selenators #BestFanArmy #iHeartAwards
822990089999515648	ZeeTeef	BEN GEWOON SUPERDRONKEN EN HEB GEEN CENT UITGEGEVEN	BEN GEWOON SUPERDRONKEN EN HEB GEEN CENT UITGEGEVEN
822990105984045060	ninadewaal1	RT @lissa_joos: Naar Amerika reizen omdat je je facebookpagina kwijt bent. https://t.co/nAeCSjFeYt	RT @lissa_joos : Naar Amerika reizen omdat je je facebookpagina kwijt bent . https://t.co/nAeCSjFeYt
822990109121331200	zegmaarLyd	@zaagvis Geen idee! Dan slaap ik hè😆😅😄😂	@zaagvis Geen idee ! Dan slaap ik hè 😆😅😄😂
822990114326478848	sportman2225	@ABNAMRO is er ook geen chat mogelijkhijd bij de abn	@ABNAMRO is er ook geen chat mogelijkhijd bij de abn
822990118155796481	ODBWTCQ	@Narutarded_ ja man klinkt lekker	@Narutarded_ ja man klinkt lekker
822990123252019200	miepmiep	Gezellige avond gehad #spelletjesavond	Gezellige avond gehad #spelletjesavond
822990124707418112	charlottedumoul	Ik vertrouw de verkeerde personen	Ik vertrouw de verkeerde personen
822990138347290624	murcieee	RT @vanhoof_laura: Terwijl da is een mega mooie broek https://t.co/FQyGG1Vi2h	RT @vanhoof_laura : Terwijl da is een mega mooie broek https://t.co/FQyGG1Vi2h
822990144995205120	daydreamers25	Als u al slaapt leest u dit bericht pas als u wakker wordt! En als u nog niet slaapt wens ik u een goede nacht! Moet u werken: goede dienst!	Als u al slaapt leest u dit bericht pas als u wakker wordt ! En als u nog niet slaapt wens ik u een goede nacht ! Moet u werken : goede dienst !
822990152037449728	Ahmet_Hrk	@pierrevh17 a.u.b kijk zoo mooi😇 https://t.co/mizGcFDHeh	@pierrevh17 a.u.b kijk zoo mooi 😇 https://t.co/mizGcFDHeh
822990152700166145	Hgardy4	Hoera! Ik zit nu in level 10 van Cradle Of Empires! Kun jij me inhalen? https://t.co/jPOZJ22HC0 https://t.co/OYPwxRNbOm	Hoera ! Ik zit nu in level 10 van Cradle Of Empires ! Kun jij me inhalen ? https://t.co/jPOZJ22HC0 https://t.co/OYPwxRNbOm
822990161583730693	SSMSneek	Transportkrant Súdwest-Fryslân is out! De eerste :D https://t.co/p4wQWWberD Stories via @hoekstrabv #sneek	Transportkrant Súdwest-Fryslân is out ! De eerste :D https://t.co/p4wQWWberD Stories via @hoekstrabv #sneek
822990164683321344	ABNAMRO	@sportman2225 Goedenacht Peter. Jammer dat je hier niets meer over vernomen hebt. Had je de tips gegeven via een formulier op de site.. 1/2	@sportman2225 Goedenacht Peter . Jammer dat je hier niets meer over vernomen hebt . Had je de tips gegeven via een formulier op de site .. 1/2
822990169389334529	loveinground	Een appel kan niet veranderen in een peer #loveinground	Een appel kan niet veranderen in een peer #loveinground
822990171717173248	NoelledeWit1	RT @NoelledeWit1: Geweldig leuk #sprookje over de #inauguratie! 😄 #trump #verhaal https://t.co/526hYiO1ti	RT @NoelledeWit1 : Geweldig leuk #sprookje over de #inauguratie ! 😄 #trump #verhaal https://t.co/526hYiO1ti
822990175592714241	news_algemeen	De Volkskrant tv-selectie voor 22 januari #AlgemeenNieuws https://t.co/XkEpNDOASg	De Volkskrant tv-selectie voor 22 januari #AlgemeenNieuws https://t.co/XkEpNDOASg
822990176578338816	stepstone_banen	#dts #delenmag Snel aan de slag? StepStone heeft werk voor jou! Check het actuele aanbod. https://t.co/Zg41iHFOA2 https://t.co/qmx1tkBXvC	#dts #delenmag Snel aan de slag ? StepStone heeft werk voor jou ! Check het actuele aanbod . https://t.co/Zg41iHFOA2 https://t.co/qmx1tkBXvC
822990183373172738	PoffertjeNL	@TimoNightmare Ik word helemaal niet gedraaid, maar oke. Sorry dat ik het blamede op Matz 😂🙈 (Ik had daarvoor een kill en maakte hem 1 shot)	@TimoNightmare Ik word helemaal niet gedraaid , maar oke . Sorry dat ik het blamede op Matz 😂🙈 ( Ik had daarvoor een kill en maakte hem 1 shot )
822990185654841345	ABNAMRO	@sportman2225 of heb je de tips aan ons getweet? Wanneer is dit precies geweest? ^Floris 2/2	@sportman2225 of heb je de tips aan ons getweet ? Wanneer is dit precies geweest ? ^ Floris 2/2
822990189144449024	christiaanderyc	RT @hoelaatishet: Het is nu 20.00 uur.	RT @hoelaatishet : Het is nu 20.00 uur .
822990193334464512	p2000haarlem	a1 - 12144 pieter maritzstraat haarlem: Ambulance met spoed naar Pieter Maritzstraat in Haarlem #P2000 https://t.co/yBKV3S5DEF	a1 - 12144 pieter maritzstraat haarlem : Ambulance met spoed naar Pieter Maritzstraat in Haarlem #P2000 https://t.co/yBKV3S5DEF
822990199777067009	cornaldm	RT @woukevscherrenb: Nog 1 x lachen om t boze kind voor t slapen gaan https://t.co/tf3xoykp2w	RT @woukevscherrenb : Nog 1 x lachen om t boze kind voor t slapen gaan https://t.co/tf3xoykp2w
822990202109128705	news_algemeen	China streeft naar nieuw model samenwerking met VS #AlgemeenNieuws https://t.co/2EF5uIiWfd https://t.co/GQVvEOFKwl	China streeft naar nieuw model samenwerking met VS #AlgemeenNieuws https://t.co/2EF5uIiWfd https://t.co/GQVvEOFKwl
822990203606470658	CDHVDS	RT @JoostNiemoller: Hier staat het nieuwe Europa. Het is dit of burgeroorlog. https://t.co/3FoT7qTowP	RT @JoostNiemoller : Hier staat het nieuwe Europa . Het is dit of burgeroorlog . https://t.co/3FoT7qTowP
822990205279944704	hendrikjans64	@VeronicaMag het nieuwe lettertype wat gebruikt in het magazine sinds een paar weken is zeer moeilijk te lezen ik vind dit geen verbetering	@VeronicaMag het nieuwe lettertype wat gebruikt in het magazine sinds een paar weken is zeer moeilijk te lezen ik vind dit geen verbetering
822990206445948928	werkvacatures	Nieuwe #vacature #JouwBaan Zelfstandige en initiatiefrijke bureaumanager https://t.co/3qH3fai7hD	Nieuwe #vacature #JouwBaan Zelfstandige en initiatiefrijke bureaumanager https://t.co/3qH3fai7hD
822990228004728832	InDeVersnelling	SZW wil meer vrijwilligerswerk mogelijk maken voor vluchtelingen https://t.co/0e6d8ZWDof #vluchteling	SZW wil meer vrijwilligerswerk mogelijk maken voor vluchtelingen https://t.co/0e6d8ZWDof #vluchteling
822990228071645184	v1ncentgarcia	RT @SR83vids: Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/SlBbnpOA6q 4th Impact (power) are absolute perfection…	RT @SR83vids : Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/SlBbnpOA6q 4 th Impact ( power ) are absolute perfection …
822990236590473216	YoungDuggyBaby	RT @Esi_Adjei: Ookal ben ik met je het voelt alsof je ver weg bent	RT @Esi_Adjei : Ookal ben ik met je het voelt alsof je ver weg bent
822990238490488834	JouwradioMuziek	Marleen - Jij bent het helemaal - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Marleen - Jij bent het helemaal - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
822990246337974273	ninadewaal1	RT @vanhoof_laura: Terwijl da is een mega mooie broek https://t.co/FQyGG1Vi2h	RT @vanhoof_laura : Terwijl da is een mega mooie broek https://t.co/FQyGG1Vi2h
822990248523268096	Citroenvlinder	@AnoukApart ik las daar relatief onschuldige dingen over.	@AnoukApart ik las daar relatief onschuldige dingen over .
822990252990222336	Narutarded_	@ODBWTCQ sexo spreek je uit als seho met die harde H u know en t betekent ga slapen	@ODBWTCQ sexo spreek je uit als seho met die harde H u know en t betekent ga slapen
822990251308290048	lagerweijeric	@wipneusenpim het was weer ouderwetsch gezellig! Topavond! #20jaarjubileum #hedon #zwolle https://t.co/F3BsWo6R2m	@wipneusenpim het was weer ouderwetsch gezellig ! Topavond ! #20jaarjubileum #hedon #zwolle https://t.co/F3BsWo6R2m
822990255624163328	Meesterig	Brillendoekjes van de Pearl hoor ik. Ik weet het niet hoor, ik woon in Michigan. https://t.co/0iFMHnweam	Brillendoekjes van de Pearl hoor ik . Ik weet het niet hoor , ik woon in Michigan . https://t.co/0iFMHnweam
822990263907942400	ikbenbliksem	Houten speelgoed voor de liefhebber #kkl https://t.co/bsHinJrsDN #zwaarleven	Houten speelgoed voor de liefhebber #kkl https://t.co/bsHinJrsDN #zwaarleven
822990264939773952	vdfotografie_eu	Dit betrof de #reanimatie oproep waar ik heen was. https://t.co/02ZvNyCWQJ	Dit betrof de #reanimatie oproep waar ik heen was . https://t.co/02ZvNyCWQJ
822990268492378114	MelKNorman74	RT @OneRepublic: Current status: Werk https://t.co/LSUl9JpbbD	RT @OneRepublic : Current status : Werk https://t.co/LSUl9JpbbD
822990269511503873	ikbenbliksem	unieke collectie parfums, speelgoed, elektronica, fietsen en zo op een plek #tdd https://t.co/c9wm3t40YE #zwaarleven	unieke collectie parfums , speelgoed , elektronica , fietsen en zo op een plek #tdd https://t.co/c9wm3t40YE #zwaarleven
822990271583555584	ikbenbliksem	uniek aanbod van diverse mediaspelers en andere gadgets #voormannen #kkl https://t.co/xU0L45Sta7 #zwaarleven	uniek aanbod van diverse mediaspelers en andere gadgets #voormannen #kkl https://t.co/xU0L45Sta7 #zwaarleven
822990272283967488	arsenalking17	RT @OTweet1Tweet: @hebiknodig @NOS Hey,Snotneus! Graag uitleg! Je voorouders HEBBEN NIETS ANDERS GEDAAN DAN.. "UITROEIEN-AFMAKEN!" https://…	RT @OTweet1Tweet : @hebiknodig @NOS Hey , Snotneus ! Graag uitleg ! Je voorouders HEBBEN NIETS ANDERS GEDAAN DAN .. " UITROEIEN-AFMAKEN !" https:// …
