822609656052850689	wouterveldhoen	RT @dreoudman: Zweedse overheid: Lap je oude spullen op - Groen - TROUW https://t.co/2AldPAHEk0	RT @dreoudman : Zweedse overheid : Lap je oude spullen op - Groen - TROUW https://t.co/2AldPAHEk0
822610789265735681	FlipBadlip	Ik heb net Crazy Slots van @Mazooma_ gespeeld, beschikbaar in de App Store, het was geweldig! Probeer het nu!: https://t.co/1xcBwW5Z49	Ik heb net Crazy Slots van @Mazooma_ gespeeld , beschikbaar in de App Store , het was geweldig ! Probeer het nu !: https://t.co/1xcBwW5Z49
822610791341891584	aishxivk	Ik vind een @YouTube-video van @unagize leuk: https://t.co/eTdd5smMSB A DAY IN THE LIFE OF ME	Ik vind een @YouTube - video van @unagize leuk : https://t.co/eTdd5smMSB A DAY IN THE LIFE OF ME
822610794324066307	hiSezen	@hiSezen Oke nee grapje daar ben ik veel te netjes voor.	@hiSezen Oke nee grapje daar ben ik veel te netjes voor .
822610794785423360	P2000_Regio18	Melding : a2 6658KE c van heemstraweg beneden-leeuwen vws 3850 https://t.co/fuCcaLOjAx	Melding : a2 6658 KE c van heemstraweg beneden-leeuwen vws 3850 https://t.co/fuCcaLOjAx
822610795557220352	tim_raijmakers	@TeunvanErp @tompeterodell ik win	@TeunvanErp @tompeterodell ik win
822610802624655360	Rdraaitdoor	Nu voor u.. Jaman - Blikken of Blozen ..hier bij https://t.co/IVO9UjPAmq	Nu voor u.. Jaman - Blikken of Blozen .. hier bij https://t.co/IVO9UjPAmq
822610804319158274	TheyCallMeRainn	@TheOnlyBullsEye je kan toch ook gewoon slapen en morgen weer spelen	@TheOnlyBullsEye je kan toch ook gewoon slapen en morgen weer spelen
822610806126837761	Vrolijk73	RT @SvensTweet: Verklaring: 'Average Joe' heeft geen geld voor een ticket naar Washington om een paar uur een inauguratie mee te ma…	RT @SvensTweet : Verklaring : ' Average Joe ' heeft geen geld voor een ticket naar Washington om een paar uur een inauguratie mee te ma …
822610807808782340	PolNoordwijk	Afgelopen avond tussen 21.10 uur en 21.50 uur alcoholcontrole gehouden op de Van Panhuysstraat #Noordwijk. Iedereen was #BOB. ^08	Afgelopen avond tussen 21.10 uur en 21.50 uur alcoholcontrole gehouden op de Van Panhuysstraat #Noordwijk . Iedereen was #BOB . ^08
822610808245014528	daphnevincke	RT @evertlammertyn: Shit ik zie u graag	RT @evertlammertyn : Shit ik zie u graag
822610808718979077	cmsNetherlands	De #SP stemde voor opvang van mensen in nood, kleinschalig en goed verspreid... #SPnlMaart2017! https://t.co/sjfPca0lFF	De #SP stemde voor opvang van mensen in nood , kleinschalig en goed verspreid ... #SPnlMaart2017 ! https://t.co/sjfPca0lFF
822610816662958080	openomroep	#goedemorgen #europa Goedemorgen China, dit is het nieuwe Amerika - NRC: NRC Goedemorgen… https://t.co/7KqhnPveU6	#goedemorgen #europa Goedemorgen China , dit is het nieuwe Amerika - NRC : NRC Goedemorgen … https://t.co/7KqhnPveU6
822610817107509248	Amsterdam_wx	#❄In het noorden bewolkt, elders weinig #bewolking☁ en overdag vrij #zonnig: Verwachting voor vandaag en morgen In…… https://t.co/R1W077yzlS	#❄ In het noorden bewolkt , elders weinig #bewolking ☁ en overdag vrij #zonnig : Verwachting voor vandaag en morgen In …… https://t.co/R1W077yzlS
822610819624140801	Robisrunning	RT @erikmouthaanRTL: Obama kreeg bij inauguratie 1,8 miljoen mensen op de been. Trump minder. via @washingtonpost https://t.co/apOgpUPU1J	RT @erikmouthaanRTL : Obama kreeg bij inauguratie 1,8 miljoen mensen op de been . Trump minder . via @washingtonpost https://t.co/apOgpUPU1J
822610824044904448	Nederbloed	@nickbult @Painintheass007 er is gespreksstof genoeg. je hebt er alleen nog niets van benut zit alleen maar te miepen over spelfouten xD	@nickbult @Painintheass007 er is gespreksstof genoeg . je hebt er alleen nog niets van benut zit alleen maar te miepen over spelfouten xD
822610826670600192	hrmatwork	Nieuwe #vacature: Projectleider WT - Kortlopende Projecten,Zaandam .. https://t.co/quDwBdqZW2 #vacature #banen	Nieuwe #vacature : Projectleider WT - Kortlopende Projecten , Zaandam .. https://t.co/quDwBdqZW2 #vacature #banen
822610828201431040	nsvertragingnl	#NS Werkzaamheden: Amsterdam C-Antwerpen-Brussel-Zuid/Midi. zaterdag 21 en zondag 22 januari Extra reistijd:	#NS Werkzaamheden : Amsterdam C-Antwerpen-Brussel-Zuid / Midi . zaterdag 21 en zondag 22 januari Extra reistijd :
822610828159545344	hrmatwork	Nieuwe #vacature: Relatiebeheerder/Technisch Adviseur S&O,Capelle aan den IJssel .. https://t.co/9XebM7kUE5 #vacature #banen	Nieuwe #vacature : Relatiebeheerder / Technisch Adviseur S&O, Capelle aan den IJssel .. https://t.co/9XebM7kUE5 #vacature #banen
822610829552062468	VoornDennis	@StefsContent @Bendvanduuren Ben ik gekomen? Nee? Heb ik dat serieus genomen? Nee! Moest ik werken? Ja! Ben ik thuis gebleven? Ja! Dus..	@StefsContent @Bendvanduuren Ben ik gekomen ? Nee ? Heb ik dat serieus genomen ? Nee ! Moest ik werken ? Ja ! Ben ik thuis gebleven ? Ja ! Dus ..
822610830256652293	nsvertragingnl	#NS Werkzaamheden: Zwolle-Amersfoort. zaterdag 21 en zondag 22 januari Extra reistijd:	#NS Werkzaamheden : Zwolle-Amersfoort . zaterdag 21 en zondag 22 januari Extra reistijd :
822610831422750720	nsvertragingnl	#NS Werkzaamheden: Den Haag C-Rotterdam C-Dordrecht-Breda. zaterdag 21 en zondag 22 januari Extra reistijd:	#NS Werkzaamheden : Den Haag C-Rotterdam C-Dordrecht-Breda . zaterdag 21 en zondag 22 januari Extra reistijd :
822610831905083394	verbeeknoor	@LauranneDeLaet @AugelloLaura kans is groot da ik stiekem meekom dan 🙄😅	@LauranneDeLaet @AugelloLaura kans is groot da ik stiekem meekom dan 🙄😅
822610832882286592	nsvertragingnl	#NS Werkzaamheden: Hoofddorp-Leiden Centraal. zaterdag 21 januari tot 06.30 uur Extra reistijd:	#NS Werkzaamheden : Hoofddorp-Leiden Centraal . zaterdag 21 januari tot 06.30 uur Extra reistijd :
822610833373065216	Fred3012	Succes met de #GWO17 vvk, en met de grote herdistributie via twitter, whatsapp etc!! Ik zie jullie op #Vlie!	Succes met de #GWO17 vvk , en met de grote herdistributie via twitter , whatsapp etc !! Ik zie jullie op #Vlie !
822610832718696448	TheOnlyBullsEye	@TheyCallMeRainn het is vrijdag inmiddels zaterdag dit is 2 uur smiddags voor mij	@TheyCallMeRainn het is vrijdag inmiddels zaterdag dit is 2 uur smiddags voor mij
822610837793804288	AntiLinksFasc	RT @freedomsensor: @ElveTwelve @Hannesz1956 het worden de weken van uitsluiting, demonisering en andere vormen van progressieve tolerantie.…	RT @freedomsensor : @ElveTwelve @Hannesz1956 het worden de weken van uitsluiting , demonisering en andere vormen van progressieve tolerantie .…
822610839677075457	Tikolores	RT @VisserJack: @wierdduk de petitie van @fvdemocratie tegen npo getekend. Ik kan er niet meer tegen. Wat een negativiteit. CNN slaat alles…	RT @VisserJack : @wierdduk de petitie van @fvdemocratie tegen npo getekend . Ik kan er niet meer tegen . Wat een negativiteit . CNN slaat alles …
822610841921056769	paulmelies	RT @TheodorHolman: Als we nou eens beginnen het belastinggeld voor de publieke omroep aan de zorg te geven. Welke zieke wordt daar slechter…	RT @TheodorHolman : Als we nou eens beginnen het belastinggeld voor de publieke omroep aan de zorg te geven . Welke zieke wordt daar slechter …
822610842151690240	TotallyAtopia	RT @cobra01nl: Ik vind een @YouTube-video van @totallyatopia leuk: https://t.co/U7NVqVmGve Kanalen Reviews Met Anouar - WEES NOU IS ENTHOUS…	RT @cobra01nl : Ik vind een @YouTube - video van @totallyatopia leuk : https://t.co/U7NVqVmGve Kanalen Reviews Met Anouar - WEES NOU IS ENTHOUS …
822610848204156929	SexverhalenStek	Mijn eerste #geile ervaring met mijn vriend 1 https://t.co/ZoVDtW3vem #aftrekken #ballen #bi #eikel #erectie #geil #hot	Mijn eerste #geile ervaring met mijn vriend 1 https://t.co/ZoVDtW3vem #aftrekken #ballen #bi #eikel #erectie #geil #hot
822610849290485760	xallsheknows	Blij dat ik gisteren niet in Melbourne was.	Blij dat ik gisteren niet in Melbourne was .
822610859428106242	BastiaandeKok	@cmfuentez Dat is volgens mij hier nooit echt op tv geweest. Wel leuke tips, ga ik opzoeken.	@cmfuentez Dat is volgens mij hier nooit echt op tv geweest . Wel leuke tips , ga ik opzoeken .
822610861361598467	TyksaBorisT	Mijn wallen zijn groter dan mijn toekomst	Mijn wallen zijn groter dan mijn toekomst
822610866327683076	MrBakbanaan	Ik vind een @YouTube-video van @nimu11yt leuk: https://t.co/BBlIvZZbnX "OPPASSEN GAUW!" Gta 5 online (Kijkers Race Content #17)	Ik vind een @YouTube - video van @nimu11yt leuk : https://t.co/BBlIvZZbnX " OPPASSEN GAUW !" Gta 5 online ( Kijkers Race Content #17 )
822610866482900993	vraagstaart	RT @SvensTweet: Oeps. Eerste first-hand foto's duiken al op over de omvang van de menigte bij Trump, die veel kleiner zou zijn dan…	RT @SvensTweet : Oeps . Eerste first-hand foto's duiken al op over de omvang van de menigte bij Trump , die veel kleiner zou zijn dan …
822610867149750273	Klaassiegrunn	De nachttrein naar Groningen. Mooi man. 🚉	De nachttrein naar Groningen . Mooi man . 🚉
822610868223479808	FLageshaar	@LucStortelder Volgende keer het dak eraf! Samen met jullie! 😉 Frank	@LucStortelder Volgende keer het dak eraf ! Samen met jullie ! 😉 Frank
822610868714242049	LotteMabesoone	Beste da mij de afgelopen maanden is overkomen	Beste da mij de afgelopen maanden is overkomen
822610870685564928	Hannesz1956	RT @freedomsensor: @Hannesz1956 @ElveTwelve Dit gaat wat worden in maart.	RT @freedomsensor : @Hannesz1956 @ElveTwelve Dit gaat wat worden in maart .
822610874129149952	mariankoning	RT @Henk_Baas: Uitzicht vanaf dak zendstation Radio Kootwijk. Fantastisch winterweer vandaag! https://t.co/tguI56eYKF	RT @Henk_Baas : Uitzicht vanaf dak zendstation Radio Kootwijk . Fantastisch winterweer vandaag ! https://t.co/tguI56eYKF
822610873764245507	jeffersonmuzic	PART 1: Denk even na...heel even #nosleep #wereld #world #future #focus #purpose #artist #art… https://t.co/29s2Vu8EtE	PART 1: Denk even na ... heel even #nosleep #wereld #world #future #focus #purpose #artist #art … https://t.co/29s2Vu8EtE
822610880282185731	AR146XI	@jochemmyjer jammer dat we nog een jaar moeten wachten...	@jochemmyjer jammer dat we nog een jaar moeten wachten ...
822610881414656003	beau_universe	@NederlandsGrond @Romeo1845 Indonesie is NL niet.	@NederlandsGrond @Romeo1845 Indonesie is NL niet .
822610882161242113	EwoutPower	@elke_grimonprez hoeveel abonees wil je berijken?	@elke_grimonprez hoeveel abonees wil je berijken ?
822610882706505729	sarahlouncke	@zomerzon63 thnx zon. Jij ook welterusten😘❤	@zomerzon63 thnx zon . Jij ook welterusten 😘❤
822610887731191810	hrmatwork	Nieuwe #vacature: Projectmanager Meet- en Regeltechniek Locatie: Meppel .. https://t.co/XSdPe72Gm6 #vacature #banen	Nieuwe #vacature : Projectmanager Meet - en Regeltechniek Locatie : Meppel .. https://t.co/XSdPe72Gm6 #vacature #banen
822610887672532993	hrmatwork	Nieuwe #vacature: Sales Director Nederland Locatie: Breda .. https://t.co/JikIiYMOhE #vacature #banen	Nieuwe #vacature : Sales Director Nederland Locatie : Breda .. https://t.co/JikIiYMOhE #vacature #banen
822610891640336386	joostwilbier	RT @ThierryBon0: De wraak van Sjaak. https://t.co/xgbcnYsiW7	RT @ThierryBon0 : De wraak van Sjaak . https://t.co/xgbcnYsiW7
822610898175094784	teunjan	@edebets1 @HarmavdRoest @hansmarsk Dank! Ik dacht redelijk bij te zijn met taal maar taal is vanavond gewoon echt niet zo mijn ding ;-)	@edebets1 @HarmavdRoest @hansmarsk Dank ! Ik dacht redelijk bij te zijn met taal maar taal is vanavond gewoon echt niet zo mijn ding ;-)
822610899655684097	TeunvanErp	@tim_raijmakers @tompeterodell jullie hebben geen navel	@tim_raijmakers @tompeterodell jullie hebben geen navel
822610904395223042	FadiEsak	Dat moment dat je ineens beseft dat je wekker over 6 uur gaat en je bus over 6,5 uur. Welterusten!	Dat moment dat je ineens beseft dat je wekker over 6 uur gaat en je bus over 6,5 uur . Welterusten !
822610907817799681	KAFygi	Ik vind Nooit meer slapen by far beste radioprogramma van dit moment. #radio1	Ik vind Nooit meer slapen by far beste radioprogramma van dit moment . #radio1
822610908186836992	snelwebshop	[INFO] Ultra-Clear 2 st Screenprotector Apple iPad Mini 2 / 3. Nu: €11,25. Bekijk hem in onze webshop: https://t.co/FsVu7aUjFH	[ INFO ] Ultra-Clear 2 st Screenprotector Apple iPad Mini 2 / 3. Nu : €11,25. Bekijk hem in onze webshop : https://t.co/FsVu7aUjFH
822610909415796738	kvrstxnn_bot	het moet smaken naar mooie beesten.	het moet smaken naar mooie beesten .
822610909386469376	strafarresten	RT @ZoekJeMee: #Vermist Lisette Vluggen (55 jaar) vanuit #Maastricht sinds 19-01-2017 Lees verder op: https://t.co/FYOnh9NAwf Tips…	RT @ZoekJeMee : #Vermist Lisette Vluggen (55 jaar ) vanuit #Maastricht sinds 19-01-2017 Lees verder op : https://t.co/FYOnh9NAwf Tips …
822610909566734337	TheOnlyBullsEye	@TheyCallMeRainn morgen avond weer werken moet mijn tijd inhalen	@TheyCallMeRainn morgen avond weer werken moet mijn tijd inhalen
822610909373878272	sonmeztweet	Nee he, niet weer omdenken en omplannen ....😀😀😀 https://t.co/BiLq5GM1ii	Nee he , niet weer omdenken en omplannen ....😀😀😀 https://t.co/BiLq5GM1ii
822610911181553664	GuaianaD	RT @PeetersJuliex: vraagje voor thee-mensen: hoezo drinken jullie warm water met een rare bloemensmaak en vinden jullie dat lekker	RT @PeetersJuliex : vraagje voor thee-mensen : hoezo drinken jullie warm water met een rare bloemensmaak en vinden jullie dat lekker
822610914352500738	ziekgeest	@TPOnl ja apart, jullie rechtsche honden waren toch zo angstig en depri lol	@TPOnl ja apart , jullie rechtsche honden waren toch zo angstig en depri lol
822610914495045632	springspiritual	RT @volkstribunaal: @PCIMeijer @MinPres Niet mijn @MinPres Rutte	RT @volkstribunaal : @PCIMeijer @MinPres Niet mijn @MinPres Rutte
822610917825400836	nilsdjoos	deze tweet is waarom ik twitter heb https://t.co/mtlp5Dnx4I	deze tweet is waarom ik twitter heb https://t.co/mtlp5Dnx4I
822610920291635203	memmerygame	Afgelopen uur zijn er 104 potjes #memmery gespeeld. Ook een potje spelen? https://t.co/KYF1VglB (1484960701)	Afgelopen uur zijn er 104 potjes #memmery gespeeld . Ook een potje spelen ? https://t.co/KYF1VglB (1484960701)
822610921063325696	osnapitzchan	Hoe ga je van m'n dad, diplo naar rioolrat afrojavk why u downgrading homeboy @justinbieber	Hoe ga je van m'n dad , diplo naar rioolrat afrojavk why u downgrading homeboy @justinbieber
822610919897399296	webcamsex2_0	#WOW Bo-Foxy #Pssst #Live #contact met een echte #Rotterdamse #vrouw? https://t.co/tccZPip6xw #gers #sex #xxx https://t.co/e4apnnnA8w	#WOW Bo-Foxy #Pssst #Live #contact met een echte #Rotterdamse #vrouw ? https://t.co/tccZPip6xw #gers #sex #xxx https://t.co/e4apnnnA8w
822610922363645953	SaltyDog_79	@KarelRosman *iets met appelen en peren mompelen doet*	@KarelRosman * iets met appelen en peren mompelen doet *
822610923777126400	helensaija	Het kabinet-Barbie I is in de maak https://t.co/aXGqRPQyMF via @decorrespondent	Het kabinet-Barbie I is in de maak https://t.co/aXGqRPQyMF via @decorrespondent
822610923932237824	RAetREchte1	@PerSlotVan @bramdewaal @Talk2Myra @MPeters50 @NicovandenHam:Ouder zet Kinderen niet o/d wereld om zo'npuinhoop van tmaken&elkaar uitmoordn	@PerSlotVan @bramdewaal @Talk2Myra @MPeters50 @NicovandenHam : Ouder zet Kinderen niet o/d wereld om zo'npuinhoop van tmaken & elkaar uitmoordn
822610925366734850	VanhoutteMit	doe geen moeite	doe geen moeite
822610927329673218	surdiefinnis	@PasMons Ik vind voetbal ook belangrijk @Feyenoord supporter! De belangrijkste bijzaak van't leven.Ik kan uw NAC sympathie goed begrijpen.	@PasMons Ik vind voetbal ook belangrijk @Feyenoord supporter ! De belangrijkste bijzaak van't leven . Ik kan uw NAC sympathie goed begrijpen .
822610931314229249	Annetbregman	@telegraaf Die man wil echt graag regeren en dat mag wat kosten.	@telegraaf Die man wil echt graag regeren en dat mag wat kosten .
822610933327470592	Wsdrunen	Het weer in Drunen op 21/01/17 om 02:00: Temperatuur: -0.1C Vochtigheid: 85 Dauwpunt: -2.3C Wind: 4.3 km/h vanuit het NNW Regen: 0.0 mm	Het weer in Drunen op 21/01/17 om 02:00: Temperatuur : -0.1C Vochtigheid : 85 Dauwpunt : -2.3C Wind : 4.3 km /h vanuit het NNW Regen : 0.0 mm
822610936255148033	brutalthing	RT @doreennsh: kheb precies een geheugen van 1GB	RT @doreennsh : kheb precies een geheugen van 1 GB
822610936754302977	hcsngyaqdlpa4	MIJN STIJVE PIEMEL AAN HET TREKKEN IN DE BOSJES https://t.co/B1eoMhfA8W	MIJN STIJVE PIEMEL AAN HET TREKKEN IN DE BOSJES https://t.co/B1eoMhfA8W
822610940654997504	vraagstaart	RT @SvensTweet: En hier nog eentje. Foto's van de crowd bij Trump zijn 's ochtends genomen. Dit is wat er echt aanwezig was. https://t.co/0…	RT @SvensTweet : En hier nog eentje . Foto's van de crowd bij Trump zijn 's ochtends genomen . Dit is wat er echt aanwezig was . https://t.co/0 …
822610939853897733	nl_twop_1000	@EWdeVlieger Ik bedacht me ineens dat we ongeveer even ver west van Nederland zitten, vandaar allebei dat uur :-) https://t.co/b4Jy4Yh3it	@EWdeVlieger Ik bedacht me ineens dat we ongeveer even ver west van Nederland zitten , vandaar allebei dat uur :-) https://t.co/b4Jy4Yh3it
822610942273945600	Michfoshizzle	@Neckleptic @AnoukApart @Merel_E @Anna_ML we gaan alle kanten op met de gesprekken dus alles is welkom. Inderdaad uniek maar A+	@Neckleptic @AnoukApart @Merel_E @Anna_ML we gaan alle kanten op met de gesprekken dus alles is welkom . Inderdaad uniek maar A+
822610942538252293	Plevla1985	@RicardoGiusti1 @lenting90 @KupkeAjax Natuurlijk is Davinson tot nu toe een groot succes en Cassierra wat minder vooralsnog maar dat waren	@RicardoGiusti1 @lenting90 @KupkeAjax Natuurlijk is Davinson tot nu toe een groot succes en Cassierra wat minder vooralsnog maar dat waren
822610946992566274	MarioGomezz123	@Heezerules Zit te denken om miss SIF Radja te halen maar zou ie 850k waard zijn?	@Heezerules Zit te denken om miss SIF Radja te halen maar zou ie 850k waard zijn ?
822610948007559168	DWARSRotterdam	nieuwe bestuur gelijk in actie!!	nieuwe bestuur gelijk in actie !!
822610951836930053	andrelina1212	RT @clarasantos2014: Die toekoms is 'n doolhof vir diegene wat nie weet nie wat jy wil hê.	RT @clarasantos2014 : Die toekoms is 'n doolhof vir diegene wat nie weet nie wat jy wil hê .
822610951904104449	VacatureBaan	#JouwBaan #vacature Customer Journey Expert voor de Tribe Zakelijke Kredieten Service https://t.co/r4f8NCoI94	#JouwBaan #vacature Customer Journey Expert voor de Tribe Zakelijke Kredieten Service https://t.co/r4f8NCoI94
822610957767741440	ilias___	@EWdeVlieger @SvensTweet @Massarroni @DeRavissante Je had je hoofd 180 graden moeten draaien in de tweede foto	@EWdeVlieger @SvensTweet @Massarroni @DeRavissante Je had je hoofd 180 graden moeten draaien in de tweede foto
