821945279180050432	VleugelsLies	@askatasuna ik ga vriesverlof vragen aan mijn baas	@askatasuna ik ga vriesverlof vragen aan mijn baas
821945739114754049	Qbeirbob	Ook tandarts wil meer aanrekenen https://t.co/VhIh7qSHfi via @HLN_BE MAGGIE! Wanneer ga je nu eindelijk werken?	Ook tandarts wil meer aanrekenen https://t.co/VhIh7qSHfi via @HLN_BE MAGGIE ! Wanneer ga je nu eindelijk werken ?
821945739676946432	jeroenribbink	Ik doe mee met de #10jaariCulture #winactie voor de Mujjo double layered touchscreen gloves https://t.co/XMWPm5b2sv /via @iCulture #	Ik doe mee met de #10jaariCulture #winactie voor de Mujjo double layered touchscreen gloves https://t.co/XMWPm5b2sv / via @iCulture #
821945740490633216	HS_Pieterse	RT @steve_hofmeyr: Ek luister na stemgrepe van ooggetuie wat toekyk hoe plase letterlik aan die brand gesteek word. Ons bid vir ons Ka…	RT @steve_hofmeyr : Ek luister na stemgrepe van ooggetuie wat toekyk hoe plase letterlik aan die brand gesteek word . Ons bid vir ons Ka …
821945740910067712	VierhetLevenANH	#4hetleven in @Kennemertheater #Beverwijk bij #SleepingBeauty. Wij nemen ouderen mee uit. https://t.co/pTpP4wrguN	#4hetleven in @Kennemertheater #Beverwijk bij #SleepingBeauty . Wij nemen ouderen mee uit . https://t.co/pTpP4wrguN
821945748715700226	Marteineken	@riemerjager echt belachelijk is dat. Ziet het vaak in duin ook.	@riemerjager echt belachelijk is dat . Ziet het vaak in duin ook .
821945750506577920	petergrefkens1	RT @IJsselhallen: Klaar voor een nieuwe volle editie van @Biobeurs Kom vandaag en morgen naar IJsselhallen # https://t.co/J0e6lphmqj	RT @IJsselhallen : Klaar voor een nieuwe volle editie van @Biobeurs Kom vandaag en morgen naar IJsselhallen # https://t.co/J0e6lphmqj
821945750921814021	DeRavissante	Alles is weer gecontroleerd door de zuster. Ik plas goed, temp goed, bl druk laag (altijd) en wond goed. Minder misselijk, beetje vla op.	Alles is weer gecontroleerd door de zuster . Ik plas goed , temp goed , bl druk laag ( altijd ) en wond goed . Minder misselijk , beetje vla op .
821945751936892928	WormJK	RT @PKuipersMunneke: Zo zag 2016 er in het Noordpoolgebied uit. Tot 12 graden warmer dan normaal (een heel jaar lang!) https://t.co/OsowbmM…	RT @PKuipersMunneke : Zo zag 2016 er in het Noordpoolgebied uit . Tot 12 graden warmer dan normaal ( een heel jaar lang !) https://t.co/OsowbmM …
821945757653667841	Edvdijk	RT @gjvu: Als 2017 niet het warmste jaar ooit wordt, gaan de groene adepten nog roepen dat klimaat werkt. Hebben ze met zure regen & ozon o…	RT @gjvu : Als 2017 niet het warmste jaar ooit wordt , gaan de groene adepten nog roepen dat klimaat werkt . Hebben ze met zure regen & ozon o…
821945761294352385	amsterdam_bill	Rare mensen zijn jullie, totaal losgezweefd van feiten. Ik vraag steeds om aflever adres van 100 Euro, maar krijg d… https://t.co/CxRbdF3ipS	Rare mensen zijn jullie , totaal losgezweefd van feiten . Ik vraag steeds om aflever adres van 100 Euro , maar krijg d… https://t.co/CxRbdF3ipS
821945763001434112	mennoheetveld	Wildcard Koolhof en Middelkoop voor Rotterdam https://t.co/CgrunrpZVb https://t.co/DcQOlABxkN via @telegraaf	Wildcard Koolhof en Middelkoop voor Rotterdam https://t.co/CgrunrpZVb https://t.co/DcQOlABxkN via @telegraaf
821945767908831232	KlodderPosters	@Laurina5012 Je omdraaien is geen garantie voor '' rust '' haha!	@Laurina5012 Je omdraaien is geen garantie voor '' rust '' haha !
821945768974151681	meervitaliteit	Is een schop of stoot tegen de ballen gevaarlijk? - https://t.co/12pOpBd3TF - #gezondheid	Is een schop of stoot tegen de ballen gevaarlijk ? - https://t.co/12pOpBd3TF - #gezondheid
821945770400251904	ArendPC	@Gouwemere Goedemorgen, thnxxx een fijne donderdag :-)	@Gouwemere Goedemorgen , thnxxx een fijne donderdag :-)
821945775840264192	GerritS1976	Wij hebben ALLE virtuele providers overzichtelijk op een rijtje gezet! https://t.co/AULLMahfli #mvno #mobiel #telefoon #provi der	Wij hebben ALLE virtuele providers overzichtelijk op een rijtje gezet ! https://t.co/AULLMahfli #mvno #mobiel #telefoon #provi der
821945777606053889	HurwenenWiki	De #waterstand van de #Waal bij #Hurwenen om 05.30 uur: 119cm +N.A.P. Meer waterstanden: https://t.co/f77oCOth01	De #waterstand van de #Waal bij #Hurwenen om 05.30 uur : 119 cm +N.A.P. Meer waterstanden : https://t.co/f77oCOth01
821945782282702848	mamasophakken	New post: Een babyshower te Amerikaans? Nee joh! https://t.co/Nj963XxGWc	New post : Een babyshower te Amerikaans ? Nee joh ! https://t.co/Nj963XxGWc
821945783004135424	KristalxClear_	Wakker. Helaas..	Wakker . Helaas ..
821945784962863105	MrWorkNl	Ben jij de nieuwe Verkooptalent bij Pcdata BV (Kerkrade)? https://t.co/pX9g6nx3iZ #Commerce #FieldSales #IT #AccountManagement	Ben jij de nieuwe Verkooptalent bij Pcdata BV ( Kerkrade )? https://t.co/pX9g6nx3iZ #Commerce #FieldSales #IT #AccountManagement
821945787550679040	LeenLeve	@dewlanna @VERTIGObe Niet helemaal nee, maar als je het origineel nu niet zou kennen... :-)	@dewlanna @VERTIGObe Niet helemaal nee , maar als je het origineel nu niet zou kennen ... :-)
821945788020518912	LenieLenie3	Goedemorgen. Koud buiten. https://t.co/gb9ELrmaxN	Goedemorgen . Koud buiten . https://t.co/gb9ELrmaxN
821945788976812032	nieuwsindenhaag	Buma wil niet voor zichzelf premier worden https://t.co/V1XzNubhPf #denhaag	Buma wil niet voor zichzelf premier worden https://t.co/V1XzNubhPf #denhaag
821945788993536000	loveinground	Verander in jezelf wat je fout vindt bij anderen #loveinground	Verander in jezelf wat je fout vindt bij anderen #loveinground
821945794102231040	Aschwin_Sprik	RT @VI_nl: Real verliest voor de tweede keer op rij https://t.co/uiMZdepZ40	RT @VI_nl : Real verliest voor de tweede keer op rij https://t.co/uiMZdepZ40
821945796908224516	Mehrabmashayek1	RT @dwdd: .@Dolfjansen ging in discussie met @mariannezw over het taalgebruik in de koppen van de @telegraaf…	RT @dwdd : . @Dolfjansen ging in discussie met @mariannezw over het taalgebruik in de koppen van de @telegraaf …
821945797625475072	EvaRasson	ik wil gewoon met u in mijn armen in slaapvallen	ik wil gewoon met u in mijn armen in slaapvallen
821945802440527872	handsombrok_x	RT @ilsevera97: @handsombrok_x zo'n verschil maar staat je wel leuk😍😊	RT @ilsevera97 : @handsombrok_x zo'n verschil maar staat je wel leuk 😍😊
821945803614945280	Eldorado_Radio	radio eldorado - nonstop uit alphen aan de maas draait nu : roy orbison - dream baby #hits #muziek	radio eldorado - nonstop uit alphen aan de maas draait nu : roy orbison - dream baby #hits #muziek
821945804277608448	NLzoektwerk	Nieuwe #vacature #JouwBaan Demand Planner Supply Chain https://t.co/2HHJjLRW0L	Nieuwe #vacature #JouwBaan Demand Planner Supply Chain https://t.co/2HHJjLRW0L
821945811848155136	VacaturesZaanda	Ben jij gastvrij en op zoek naar een leuke parttime baan? - Tempo-Team - Zaandam https://t.co/XnVjSU1ImK Vacature Zaandam	Ben jij gastvrij en op zoek naar een leuke parttime baan ? - Tempo-Team - Zaandam https://t.co/XnVjSU1ImK Vacature Zaandam
821945813614084096	remcoromeo	@Liesbet83770351 dankjewel ik ga naar mijn werk. Jij ook werkse 👍	@Liesbet83770351 dankjewel ik ga naar mijn werk . Jij ook werkse 👍
821945819234500609	Kidefrian	Obama haalt tijdens laatste persconferentie uit naar Poetin https://t.co/qbCXDHXeyX https://t.co/AsuA0pAkZN via @telegraaf	Obama haalt tijdens laatste persconferentie uit naar Poetin https://t.co/qbCXDHXeyX https://t.co/AsuA0pAkZN via @telegraaf
821945822275375105	OpiniestukkenBE	via De Morgen: Hoe de culturele elite de achterban van Trump verstevigt https://t.co/p8kaulMpmm	via De Morgen : Hoe de culturele elite de achterban van Trump verstevigt https://t.co/p8kaulMpmm
821945824124997632	OpiniestukkenBE	via De Morgen: Luik https://t.co/XkbtqqfRW9	via De Morgen : Luik https://t.co/XkbtqqfRW9
821945827476258816	tikkendetokken	RT @Escovan: Ga eens op bezoek bij een psychiatrisch patiënt, dan merk je pas hoe gek jij bent!	RT @Escovan : Ga eens op bezoek bij een psychiatrisch patiënt , dan merk je pas hoe gek jij bent !
821945831565774848	Gezondheid_Info	Zalm van de grill https://t.co/jp9CXwiWLq #informatie #nieuws #gewicht	Zalm van de grill https://t.co/jp9CXwiWLq #informatie #nieuws #gewicht
821945832744321024	Stephantasties	RT @kykNETNou: As jy #chatNOU in die middag mis, kan jy altyd die herhaling om 23:00 vang! @Cindyswaan het onlangs by ons kom kuie…	RT @kykNETNou : As jy #chatNOU in die middag mis , kan jy altyd die herhaling om 23:00 vang ! @Cindyswaan het onlangs by ons kom kuie …
821945833142808576	nrgradionl	Hier de programmering van vandaag bij NRG Radio: 06:00 - 09:00 Wake Up Show - Wilbert Hermans 09:00 - 12:00 Ocht... https://t.co/V3fsp13R1D	Hier de programmering van vandaag bij NRG Radio : 06:00 - 09:00 Wake Up Show - Wilbert Hermans 09:00 - 12:00 Ocht ... https://t.co/V3fsp13R1D
821945833897807872	Populierweer	6:00 uur. Temperatuur: -1.6°C. Luchtdruk: 1038.2mbar. Luchtvochtigheid: 90%. Windsnelheid: 0.0 m/s. Meer? https://t.co/iQYhwrRKe1	6:00 uur . Temperatuur : -1.6°C. Luchtdruk : 1038.2 mbar . Luchtvochtigheid : 90%. Windsnelheid : 0.0 m/s. Meer ? https://t.co/iQYhwrRKe1
821945832970686466	bussum	Meer Nederlanders stoppen met Netflix na gratis proefperiode https://t.co/tdbyLX5bZR https://t.co/DvfGaJpoC4	Meer Nederlanders stoppen met Netflix na gratis proefperiode https://t.co/tdbyLX5bZR https://t.co/DvfGaJpoC4
821945836779302912	newzr_nl	Real Madrid verliest ook in Copa del Rey, Liverpool naar vierde ronde FA Cup https://t.co/jmtMKXaj4n	Real Madrid verliest ook in Copa del Rey , Liverpool naar vierde ronde FA Cup https://t.co/jmtMKXaj4n
821945836817027072	Beurs_Headlines	Politie stopt onderzoek naar miljoenenbrand BankstelXL Breda, eigenaar niet meer verdacht https://t.co/FCpNHT1KAQ #beurs #vandaag #beursinfo	Politie stopt onderzoek naar miljoenenbrand BankstelXL Breda , eigenaar niet meer verdacht https://t.co/FCpNHT1KAQ #beurs #vandaag #beursinfo
821945838398214144	Zakelijk_Info	Politie stopt onderzoek naar miljoenenbrand BankstelXL Breda, eigenaar niet meer verdacht https://t.co/gmkslGHeia #info #informatie #artikel	Politie stopt onderzoek naar miljoenenbrand BankstelXL Breda , eigenaar niet meer verdacht https://t.co/gmkslGHeia #info #informatie #artikel
821945838578634752	justkeeprun	Verveling tijdens het hardlopen? Kan dat voorkomen? Oh jazeker! En het overkomst zelfs de besten. Maar wat doe je... https://t.co/zaCKmA6STl	Verveling tijdens het hardlopen ? Kan dat voorkomen ? Oh jazeker ! En het overkomst zelfs de besten . Maar wat doe je ... https://t.co/zaCKmA6STl
821945839807561732	MissTelstar61	@kentudezenog @sctelstar @Telstar1963NV @sportzeloot Overigens is het John van Velzen. Dit terzijde.	@kentudezenog @sctelstar @Telstar1963NV @sportzeloot Overigens is het John van Velzen . Dit terzijde .
821945842731024385	Krapuul	Israel dwingt huis te slopen, sloopt bij Nablus en hakt 2.000 olijfbomen om - | Krapuul https://t.co/80Jfkksvmd	Israel dwingt huis te slopen , sloopt bij Nablus en hakt 2.000 olijfbomen om - | Krapuul https://t.co/80Jfkksvmd
821945845285322752	Krapuul	Qatar schiet te hulp met 12 miljoen, Gaza heeft weer iets meer elektrische stroom - | Krapuul https://t.co/yJee1eBqB3	Qatar schiet te hulp met 12 miljoen , Gaza heeft weer iets meer elektrische stroom - | Krapuul https://t.co/yJee1eBqB3
821945847705387009	MaupiEnCo	@Amadeusivan als dat lukt	@Amadeusivan als dat lukt
821945847239671809	hdnieuws	Meer Nederlanders stoppen met Netflix na gratis proefperiode https://t.co/rdiEBFg72i https://t.co/fMZLi73pg8	Meer Nederlanders stoppen met Netflix na gratis proefperiode https://t.co/rdiEBFg72i https://t.co/fMZLi73pg8
821945858514153472	bussum	Belgische bonden gaan weer met ING praten over reorganisatie https://t.co/Pf69mDFTCG https://t.co/twJRFY4Wds	Belgische bonden gaan weer met ING praten over reorganisatie https://t.co/Pf69mDFTCG https://t.co/twJRFY4Wds
821945862490386437	Edvdijk	RT @PetervanDijken: De @50pluspartij werkt samen met het #FNV om Jodenhaat salonfähig te maken. Boycot dat tuig! #50Plus	RT @PetervanDijken : De @50pluspartij werkt samen met het #FNV om Jodenhaat salonfähig te maken . Boycot dat tuig ! #50Plus
821945863178252288	robas127	@GemWestland goed werk mannen/vrouwen wij zijn u zeer dankbaar !!!	@GemWestland goed werk mannen / vrouwen wij zijn u zeer dankbaar !!!
821945863912165377	newzr_nl	Uitgeschakelde Kyrgios beseft dat hij voorseizoen &#039;veel serieuzer&#039; moet nemen https://t.co/3rfJYvskaT	Uitgeschakelde Kyrgios beseft dat hij voorseizoen & #039 ; veel serieuzer & #039 ; moet nemen https://t.co/3rfJYvskaT
821945863035420676	Vlaanderen	#Nieuwsblad Hier telt de gratis wifi al meer dan 50.000 gebruikers https://t.co/Gp7MY5OeZk #binnenland https://t.co/QfTBtCLc9E	#Nieuwsblad Hier telt de gratis wifi al meer dan 50.000 gebruikers https://t.co/Gp7MY5OeZk #binnenland https://t.co/QfTBtCLc9E
821945870581043200	hdnieuws	Turkse zenders nu ook in los pakket beschikbaar in Nederland https://t.co/tlNQrAOaQf https://t.co/GM9vB4ZZEp	Turkse zenders nu ook in los pakket beschikbaar in Nederland https://t.co/tlNQrAOaQf https://t.co/GM9vB4ZZEp
821945873332637700	BBruimtemilieu	Herrie is niet overal hetzelfde https://t.co/DexmBk1wo0	Herrie is niet overal hetzelfde https://t.co/DexmBk1wo0
821945873357828099	bruno_peiffer	RT @Vakbladveearts: België vult voorraad vaccin tegen blauwtong aan https://t.co/o0hWYkHSFj #blauwtong #bluetongue #schaap #rund	RT @Vakbladveearts : België vult voorraad vaccin tegen blauwtong aan https://t.co/o0hWYkHSFj #blauwtong #bluetongue #schaap #rund
821945874934861829	FishRuleEarth	RT @coppus: Na het nepnieuws over de verkiezingsdeelname van LAKS, trapt de NOS opnieuw in een hoax. https://t.co/sJoH5dqu1b	RT @coppus : Na het nepnieuws over de verkiezingsdeelname van LAKS , trapt de NOS opnieuw in een hoax . https://t.co/sJoH5dqu1b
821945884552282113	bussum	Turkse zenders nu ook in los pakket beschikbaar in Nederland https://t.co/yWLxi0e9rl https://t.co/zTy7WzVpkZ	Turkse zenders nu ook in los pakket beschikbaar in Nederland https://t.co/yWLxi0e9rl https://t.co/zTy7WzVpkZ
821945890546053120	newzr_nl	Schalke 04 verwacht Huntelaar half februari terug op groepstraining https://t.co/kXw7C1s79h	Schalke 04 verwacht Huntelaar half februari terug op groepstraining https://t.co/kXw7C1s79h
821945892865503232	T1NK3RBELL	@johnnyvermeer22 goeiemorgen lieverd, maak er een mooie dag van dikke kus en knuffel 😘😘	@johnnyvermeer22 goeiemorgen lieverd , maak er een mooie dag van dikke kus en knuffel 😘😘
821945893146329090	bussum	Eén dashboard voor verschillende betaaldiensten https://t.co/QPewgaq8fu https://t.co/44Z1X0KSc2	Eén dashboard voor verschillende betaaldiensten https://t.co/QPewgaq8fu https://t.co/44Z1X0KSc2
821945893435961344	looovetinkebell	Vandaag is @BarrowOfficial1 inauguratiedag in #Gambia.. als alles goed gaat! https://t.co/DlylK4GZrm	Vandaag is @BarrowOfficial1 inauguratiedag in #Gambia .. als alles goed gaat ! https://t.co/DlylK4GZrm
821945896057212928	Vlaanderen	#Nieuwsblad Dit pleeggezin leidt voor derde keer blindengeleidehond op na succesvolle dopjesactie… https://t.co/L9qgOEY89Q	#Nieuwsblad Dit pleeggezin leidt voor derde keer blindengeleidehond op na succesvolle dopjesactie … https://t.co/L9qgOEY89Q
821945904806719488	TinyKolsters	Ik speel op dit moment Biathlon Mania. Doe mee en probeer me te verslaan! https://t.co/hs70ih2jso	Ik speel op dit moment Biathlon Mania . Doe mee en probeer me te verslaan ! https://t.co/hs70ih2jso
821945913883164673	Me_at_home_2	@DilanYesilgoz @Esther_Voet begin dan eens te zeggen waar en welke Universiteiten haatzaaiers (!) een podium geven	@DilanYesilgoz @Esther_Voet begin dan eens te zeggen waar en welke Universiteiten haatzaaiers (!) een podium geven
821945918601752577	newzr_nl	Kameroen pakt leiding in groep A, Traoré speelt gelijk met Burkina Faso https://t.co/IfPIwmoLAM	Kameroen pakt leiding in groep A, Traoré speelt gelijk met Burkina Faso https://t.co/IfPIwmoLAM
821945922854801408	Zeekomkommert	leraren noemen het afkijken, wij noemen het teamwork. #zeekomkommert	leraren noemen het afkijken , wij noemen het teamwork . #zeekomkommert
821945928940716032	mennoheetveld	Opa Piet is dankzij lesje Facebook plots een Rotterdamse beroemdheid https://t.co/RUtN59ZF5Y	Opa Piet is dankzij lesje Facebook plots een Rotterdamse beroemdheid https://t.co/RUtN59ZF5Y
821945940412104705	kuipje97	RT @LisaApeldoornxx: Rt als je me geil vind💋 https://t.co/yQLGl4qM8n	RT @LisaApeldoornxx : Rt als je me geil vind 💋 https://t.co/yQLGl4qM8n
821945941213200384	jeroenribbink	Ik doe mee met de #10jaariCulture #winactie voor de LaCie Porsche Design 2TB Mobile Drive https://t.co/XMWPm5b2sv /via @iCulture #	Ik doe mee met de #10jaariCulture #winactie voor de LaCie Porsche Design 2 TB Mobile Drive https://t.co/XMWPm5b2sv / via @iCulture #
821945942278623233	LuciusKrasmax	RT @LuciusPhelix: @LuciusKrasmax deze foto stond toch bij wiroh zélf?,hoe kwam je in dit album?,.	RT @LuciusPhelix : @LuciusKrasmax deze foto stond toch bij wiroh zélf ?, hoe kwam je in dit album ?,.
821945942140141569	by_dope_demand	De aarde is rond. Net als een pannekoek. https://t.co/sURryv9us9	De aarde is rond . Net als een pannekoek . https://t.co/sURryv9us9
821945942643539968	nieuwsdagen	Rover ontvangt veel meer klachten na nieuwe dienstregeling NS https://t.co/YTzjR8irij	Rover ontvangt veel meer klachten na nieuwe dienstregeling NS https://t.co/YTzjR8irij
821945944828772354	BregBlogt	Vanmiddag vertrek ik naar Center Parcs de Eemhof voor de Loedermoeder van het jaar… https://t.co/hsurCRvmoz https://t.co/21NvLQJAwg	Vanmiddag vertrek ik naar Center Parcs de Eemhof voor de Loedermoeder van het jaar … https://t.co/hsurCRvmoz https://t.co/21NvLQJAwg
821945952856641541	T1NK3RBELL	RT @meestalAdwin: Lekker badderen #Goedemorgen https://t.co/o64fNeGgag	RT @meestalAdwin : Lekker badderen #Goedemorgen https://t.co/o64fNeGgag
821945953351516160	newzr_nl	Teambaas Wolff verwacht geen onenigheid tussen Hamilton en Bottas https://t.co/dy3JHq2iWV	Teambaas Wolff verwacht geen onenigheid tussen Hamilton en Bottas https://t.co/dy3JHq2iWV
821945957499727872	noordzeenieuws	Van een nieuwe reddingboot naar het redden van mensen; druk jaar voor KNRM Katwijk https://t.co/6oNIIPItgC	Van een nieuwe reddingboot naar het redden van mensen ; druk jaar voor KNRM Katwijk https://t.co/6oNIIPItgC
821945959198420996	JeanetteCroezen	Volledig gedesoriënteerd wakker worden van de wekker. Ken je dat? Thee.	Volledig gedesoriënteerd wakker worden van de wekker . Ken je dat ? Thee .
821945960653815808	StPGMCG	Echte #mediwiet komt uit eigen #tuin (Volkskrant) https://t.co/Q2sLFh9mJ7 https://t.co/tNusNMp0HD	Echte #mediwiet komt uit eigen #tuin ( Volkskrant ) https://t.co/Q2sLFh9mJ7 https://t.co/tNusNMp0HD
821945970531373056	FloorftSivan	Ik ben heel blij	Ik ben heel blij
821945980027179008	newzr_nl	Kulizhnikov ontbreekt ook op WK sprint en WK afstanden https://t.co/85FaYusici	Kulizhnikov ontbreekt ook op WK sprint en WK afstanden https://t.co/85FaYusici
821945979729510400	A_Geldverdienen	Wil u ook meerdere inkomstenstromen ? Wat zou u doen met 1500 euro per maand extra inkomen ? https://t.co/2jXupZ3sLQ	Wil u ook meerdere inkomstenstromen ? Wat zou u doen met 1500 euro per maand extra inkomen ? https://t.co/2jXupZ3sLQ
