821220505353158657	Weerschoonebeek	| Temp -5.8 oC | Windsnelheid 0.2 km/h uit S | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.8 oC | Windsnelheid 0.2 km /h uit S | 0.0 mm neerslag | wolkenhoogte :67 meter |
821221723903291392	Wim_Welten	#Simons noemde haar lijst "een mooie symfonie" en afspiegeling van NL Een symfonie is toch geen kwaakpartij?..In hemelsnaam..afspiegeling?	#Simons noemde haar lijst " een mooie symfonie " en afspiegeling van NL Een symfonie is toch geen kwaakpartij ?.. In hemelsnaam .. afspiegeling ?
821221727099383808	Amsterdam1012	Rond CS zijn in elk geval genoeg taxi's te krijgen. Ze staan in rijen klaar om iedereen naar Schiphol te krijgen. Of ligt Schiphol ook plat?	Rond CS zijn in elk geval genoeg taxi's te krijgen . Ze staan in rijen klaar om iedereen naar Schiphol te krijgen . Of ligt Schiphol ook plat ?
821221731151048705	JamieOlivier_ok	Parttime Zelfstandig Werkend Kok: Breda, Noord-Brabant - Een van onze klanten in Breda is op zoek naar een… https://t.co/eR2dMOCkre	Parttime Zelfstandig Werkend Kok : Breda , Noord-Brabant - Een van onze klanten in Breda is op zoek naar een … https://t.co/eR2dMOCkre
821221732740636672	JamieOlivier_ok	Zelfstandig werkend kok (Vlieland): HetUitzendBureau.nl - Vlieland, Friesland - Wij zijn op zoek naar een… https://t.co/9HS61PZQpG	Zelfstandig werkend kok ( Vlieland ): HetUitzendBureau . nl - Vlieland , Friesland - Wij zijn op zoek naar een … https://t.co/9HS61PZQpG
821221733462134784	JamieOlivier_ok	Zelfstandig Werkend Kok 95672772: Enschede, Overijssel - Is koken je lust en je leven en gastvrijheid jouw passie… https://t.co/L1sOnifZ7g	Zelfstandig Werkend Kok 95672772: Enschede , Overijssel - Is koken je lust en je leven en gastvrijheid jouw passie … https://t.co/L1sOnifZ7g
821221734540001280	IAmEightBvll	RT @devieeguwop_: @IAmEightBvll feelings Ik wat it mean😐	RT @devieeguwop_ : @IAmEightBvll feelings Ik wat it mean 😐
821221735982923776	Andre3Verzaal	RT @RTLnieuws: Volkert van der G. staat vanmiddag voor de rechter. Justitie wil dat zijn proefverlof wordt opgeheven. Lees de Q &…	RT @RTLnieuws : Volkert van der G. staat vanmiddag voor de rechter . Justitie wil dat zijn proefverlof wordt opgeheven . Lees de Q &…
821221736352010240	meerlanden	Wij rukken uit in @gem_hillegom voor gladheidbestrijding. Desondanks kan het glad zijn. Wees alert en rijd voorzichtig..	Wij rukken uit in @gem_hillegom voor gladheidbestrijding . Desondanks kan het glad zijn . Wees alert en rijd voorzichtig ..
821221738352611330	_Bernt	@Robaarts is voor c2000 masten	@Robaarts is voor c2000 masten
821221739917090817	MJ14NUN	RT @ANWBverkeer: Door de stroomstoring in Amsterdam rijden er nu GEEN treinen van en naar de hoofdstad. https://t.co/w9rfEsapPt en https://…	RT @ANWBverkeer : Door de stroomstoring in Amsterdam rijden er nu GEEN treinen van en naar de hoofdstad . https://t.co/w9rfEsapPt en https:// …
821221743842959360	TribbleSlayer_1	RT @TenneTTSO: #stroomstoring A'dam: 150 kV hoogsp.station Hemweg uitgevallen. O.a. centrum A'dam helaas zonder stroom. Wordt keihard gewer…	RT @TenneTTSO : #stroomstoring A'dam : 150 kV hoogsp . station Hemweg uitgevallen . O.a. centrum A'dam helaas zonder stroom . Wordt keihard gewer …
821221746145693696	fallonruijgrok	Ook stadsdeel oost hoor, hier ook geen #stroom #ijburg #stroomstoring #amsterdam https://t.co/xMBPmWtKnK	Ook stadsdeel oost hoor , hier ook geen #stroom #ijburg #stroomstoring #amsterdam https://t.co/xMBPmWtKnK
821221749710786560	andrebroos1	Ik kom aan bij 9 Meibergdreef, Amsterdam amc ziekenhuis om 6:10 (lokale tijd) #tomtomgps	Ik kom aan bij 9 Meibergdreef , Amsterdam amc ziekenhuis om 6:10 ( lokale tijd ) #tomtomgps
821221750046388224	Loopbaanopmaat	RT @ZenManagementNu: Gelezen: "Iemand die gecoached wordt leert niet van een coach die niet meer leert." Wat heb jij gisteren geleerd en ga…	RT @ZenManagementNu : Gelezen : " Iemand die gecoached wordt leert niet van een coach die niet meer leert ." Wat heb jij gisteren geleerd en ga …
821221753263443968	MoniqueAdriaan1	RT @HaraldDoornbos: NRC: "Wat niet wordt vermeld (in het onderzoek), is dat ze ook zélf sympathiseert met de gewelddadige jihad." https://t…	RT @HaraldDoornbos : NRC : " Wat niet wordt vermeld ( in het onderzoek ), is dat ze ook zélf sympathiseert met de gewelddadige jihad ." https://t …
821221758472769537	HeerenvAmbacht	Februari is de maand van de liefde❤ Wij zorgen voor een romantisch diner https://t.co/j1VkmVFZfR	Februari is de maand van de liefde ❤ Wij zorgen voor een romantisch diner https://t.co/j1VkmVFZfR
821221760246939648	vdlindemedia	#stroomstoring raakt natuurlijk niet alleen huishoudens maar ook mooie websites. :(	#stroomstoring raakt natuurlijk niet alleen huishoudens maar ook mooie websites . :(
821221759135391745	snelwebshop	[INFO] Coaxkabel Coax Male (IEC) - Coax Male (IEC) 2.50 m Donk.... Nu: €8,35. Bekijk hem in onze webshop: https://t.co/1Xw8OZNVjo	[ INFO ] Coaxkabel Coax Male ( IEC ) - Coax Male ( IEC ) 2.50 m Donk .... Nu : €8,35. Bekijk hem in onze webshop : https://t.co/1Xw8OZNVjo
821221762444783616	247robby	#Leeuwarden We hebben een aantal #nieuwe #opties #toegevoegd aan ons #trading #platform. https://t.co/tceO3D0vT3	#Leeuwarden We hebben een aantal #nieuwe #opties #toegevoegd aan ons #trading #platform . https://t.co/tceO3D0vT3
821221767939325952	MichielWerkman	RT @MichielWerkman: @LianderNL Willen jullie ook waarschuwen voor de kans op schade aan apparaten in stopcontact door #piekbelasting bij he…	RT @MichielWerkman : @LianderNL Willen jullie ook waarschuwen voor de kans op schade aan apparaten in stopcontact door #piekbelasting bij he …
821221769507983361	FreelanceOpdr	Freelance opdracht: Wix Specialist Gezocht voor Vormgeving Website budget E20-80 per uur, zie https://t.co/N55rJXMZcw	Freelance opdracht : Wix Specialist Gezocht voor Vormgeving Website budget E20-80 per uur , zie https://t.co/N55rJXMZcw
821221769747070976	nieuws_020	'Half miljoen meer toeristen in Nederland vorig jaar' https://t.co/lJFGhrBzR6 #amsterdam	' Half miljoen meer toeristen in Nederland vorig jaar ' https://t.co/lJFGhrBzR6 #amsterdam
821221769570816000	regio_eindhoven	Nuon pakt laadpaalklevers aan in Eindhoven en Helmond https://t.co/Nf3LXT6tEQ #eindhoven	Nuon pakt laadpaalklevers aan in Eindhoven en Helmond https://t.co/Nf3LXT6tEQ #eindhoven
821221770195824640	Andre3Verzaal	RT @RTLnieuws: Sylvana Simons maakt lijst van haar partij @Art1kel bekend: 'Mensen van allerlei kleur, van allerlei pluimage'…	RT @RTLnieuws : Sylvana Simons maakt lijst van haar partij @Art1kel bekend : ' Mensen van allerlei kleur , van allerlei pluimage '…
821221770074198016	liveoptv	#Kijktip :06:01 Ik wil op vakantie (NPO Zapp Xtra) https://t.co/H08Yju74Qs	#Kijktip :06:01 Ik wil op vakantie ( NPO Zapp Xtra ) https://t.co/H08Yju74Qs
821221771131125760	post_vacatures	#werk #vacature #hoofddorp Parttime Postbezorger | Hoofddorp, 2132 CL https://t.co/dDkFxQhIm0	#werk #vacature #hoofddorp Parttime Postbezorger | Hoofddorp , 2132 CL https://t.co/dDkFxQhIm0
821221771005296645	mirjamdj	RT @TenneTTSO: #stroomstoring A'dam: 150 kV hoogsp.station Hemweg uitgevallen. O.a. centrum A'dam helaas zonder stroom. Wordt keihard gewer…	RT @TenneTTSO : #stroomstoring A'dam : 150 kV hoogsp . station Hemweg uitgevallen . O.a. centrum A'dam helaas zonder stroom . Wordt keihard gewer …
821221772330729472	Designopdracht	Freelance opdracht: Wix Specialist Gezocht voor Vormgeving Website budget E20-80 per uur, zie https://t.co/Lt8rZD26tN	Freelance opdracht : Wix Specialist Gezocht voor Vormgeving Website budget E20-80 per uur , zie https://t.co/Lt8rZD26tN
821221774515982336	Wsdrunen	Het weer in Drunen op 17/01/17 om 06:00: Temperatuur: -4.5C Vochtigheid: 98 Dauwpunt: -4.8C Wind: 1.7 km/h vanuit het ESE Regen: 0.0 mm	Het weer in Drunen op 17/01/17 om 06:00: Temperatuur : -4.5C Vochtigheid : 98 Dauwpunt : -4.8C Wind : 1.7 km /h vanuit het ESE Regen : 0.0 mm
821221775300235264	lerendeleiders	Hoe ik stress voorkom en meer in presentie ben #leiderschap https://t.co/qhVwgMwC8t	Hoe ik stress voorkom en meer in presentie ben #leiderschap https://t.co/qhVwgMwC8t
821221776374005760	MeteoPoeldijk	[17 jan~6:2u] Temp:-3,5C, Hum:94%, Gevoel:-4,3C, Druk:1035,8mbar, Wind:3,2km/h (2bft,O-ZO), Neerslag:0,0mm |verw:onstabiel	[17 jan ~6:2u] Temp :-3,5C, Hum :94%, Gevoel :-4,3C, Druk :1035,8 mbar , Wind :3,2 km /h (2 bft , O-ZO ), Neerslag :0,0 mm | verw : onstabiel
821221777405857793	Im_Just_Thuggn	&& ik he don't 💕 https://t.co/tycqz90EUZ	&& ik he don't 💕 https://t.co/tycqz90EUZ
821221778546688001	nieuwharderwijk	als ik in mijn slaap niet zou ademen neemd de hoofd met symbool over zonder adem als stille getuige	als ik in mijn slaap niet zou ademen neemd de hoofd met symbool over zonder adem als stille getuige
821221780425687040	Papahen68	Buiten - 5 grd ... had liever binnen gebleven , Maar de arbeidsplicht roept	Buiten - 5 grd ... had liever binnen gebleven , Maar de arbeidsplicht roept
821221782971711488	sub_man01	@dutchmariam gewoon lekker doen hoor. Wij kijken wel mee	@dutchmariam gewoon lekker doen hoor . Wij kijken wel mee
821221770074198016	liveoptv	#Kijktip :06:01 Ik wil op vakantie (NPO Zapp Xtra) https://t.co/H08Yju74Qs	#Kijktip :06:01 Ik wil op vakantie ( NPO Zapp Xtra ) https://t.co/H08Yju74Qs
821221787409256449	ghesquiere_luc	RT @petervandeveire: Zoals een oude Chinees zegt: "Het is niet omdat het vriest dat het kraakt, dat uw hartje vol liefde staakt." GoEiEmOr…	RT @petervandeveire : Zoals een oude Chinees zegt : " Het is niet omdat het vriest dat het kraakt , dat uw hartje vol liefde staakt ." GoEiEmOr …
821221798649925634	SanneHillemans	RT @ADnl: Geen treinen door grote stroomstoring Amsterdam: meer dan 300.000 mensen zonder stroom https://t.co/nnUcOWTKPi	RT @ADnl : Geen treinen door grote stroomstoring Amsterdam : meer dan 300.000 mensen zonder stroom https://t.co/nnUcOWTKPi
821221798507319298	Dutchyguy	@JoelVoordewind @cipnl .....als voor Joodse kolonisten. Dat is gerechtigheid. Of 2-stateh of 1-staat, maar niet status-quo voorzetten....	@JoelVoordewind @cipnl ..... als voor Joodse kolonisten . Dat is gerechtigheid . Of 2- stateh of 1- staat , maar niet status-quo voorzetten ....
821221802517139457	PuzzelLinda	RT @JandeHoop: Ontbijtnieuws: enorme stroomstoring Amsterdam treinen rijden niet, dader aanslag Istanbul gepakt, advocaat Wakkie weer vrij.…	RT @JandeHoop : Ontbijtnieuws : enorme stroomstoring Amsterdam treinen rijden niet , dader aanslag Istanbul gepakt , advocaat Wakkie weer vrij .…
821221803305631744	FlorisHoltkamp	❄️ #winterbanden Winterbanden.nl heeft het grootste en goedkoopste winterbanden assortiment van de Benelux! https://t.co/FdzsvJCAVz	❄️ #winterbanden Winterbanden . nl heeft het grootste en goedkoopste winterbanden assortiment van de Benelux ! https://t.co/FdzsvJCAVz
821221805117603840	Mooibenik1967	Goedemorgen, Hoi…voel jij dit ook? “Gewoon”… Gewoon het zijn. Of wil je meer dan gewoon? Gewoon, is... https://t.co/Y4VNJeWRcY	Goedemorgen , Hoi … voel jij dit ook ? “ Gewoon ”… Gewoon het zijn . Of wil je meer dan gewoon ? Gewoon , is ... https://t.co/Y4VNJeWRcY
821221807764041728	har_reits	Maar ook voor deze muzikanten is er nu de hulp in de politieke arena, https://t.co/sEATyc2yiq voor alle zzp'ers en… https://t.co/P7ifwqLTgN	Maar ook voor deze muzikanten is er nu de hulp in de politieke arena , https://t.co/sEATyc2yiq voor alle zzp'ers en … https://t.co/P7ifwqLTgN
821221809794195457	Misterprrrr	@crist_aal wel een lekkere warme jas Lucky mmmm	@crist_aal wel een lekkere warme jas Lucky mmmm
821221811358748673	jmeindersma	O jee, @LianderNL weet het niet meer zo goed... #spannend #stroomstoring https://t.co/FCcRy8tJRa	O jee , @LianderNL weet het niet meer zo goed ... #spannend #stroomstoring https://t.co/FCcRy8tJRa
821221815196536832	BARE4BRAYDEN	@1800NiiCK / zo it	@1800NiiCK / zo it
821221818229002240	Watbrengtmij	"Dat bewustzijn niet helemaal eerlijk te zijn. Maar ook met wat oefening bleek dat ik die intentie en mijn eigen noodzaak..."	" Dat bewustzijn niet helemaal eerlijk te zijn . Maar ook met wat oefening bleek dat ik die intentie en mijn eigen noodzaak ..."
821221818535182337	sintermeule	RT @volksbladnuus: #Volksblad se #voorblad op Dinsdag 17 Januarie 2017 https://t.co/wJmELfORAg	RT @volksbladnuus : #Volksblad se #voorblad op Dinsdag 17 Januarie 2017 https://t.co/wJmELfORAg
821221819424325632	HJoersen	RT @Camper_toerist: Gemeente Elburg discrimineert: bootjes wel welkom, campers niet meer! Camper op ponton laden en haven invaren... https:…	RT @Camper_toerist : Gemeente Elburg discrimineert : bootjes wel welkom , campers niet meer ! Camper op ponton laden en haven invaren ... https: …
821221819713720321	hartentwee	Mogge! Min 3 graden in 's Gravenzande. Alle wegen goed droog, geen gladheid. Wel krabben!	Mogge ! Min 3 graden in 's Gravenzande . Alle wegen goed droog , geen gladheid . Wel krabben !
821221820787462144	alejandgemelo	@CarolinaValle27 ik v: xd	@CarolinaValle27 ik v: xd
821221822825951232	Redpassionx	@Mark_Leenders is zo lief als ie slaapt gheghe ❤	@Mark_Leenders is zo lief als ie slaapt gheghe ❤
821221828354043904	MarielleWegman	Niet te doen dit... #dagdienst	Niet te doen dit ... #dagdienst
821221836809760768	StamErwin	@cynni79 Dat is niet te doen met deze temperatuur, hoop maar dat alles snel verholpen is	@cynni79 Dat is niet te doen met deze temperatuur , hoop maar dat alles snel verholpen is
821221838613282816	MJ14NUN	RT @GVB_actueel: Verstoring metro 50, 51, 53 en 54 door een stroomstoring. Kijk op https://t.co/VtTXVEd4vF	RT @GVB_actueel : Verstoring metro 50, 51, 53 en 54 door een stroomstoring . Kijk op https://t.co/VtTXVEd4vF
821221840689516544	Regiohits	JOEKI & DE TWINKLE LIGHTS - ALS IK DE QUICKSTEP DANS MET JOU	JOEKI & DE TWINKLE LIGHTS - ALS IK DE QUICKSTEP DANS MET JOU
821221841834491905	Sporty_X	RT @WinWinOfficial: Naast @GemZwevegem en @GentWevelgem wil @Sporty_X nog meer Women only clubs lanceren, help hen via de winwinlening!…	RT @WinWinOfficial : Naast @GemZwevegem en @GentWevelgem wil @Sporty_X nog meer Women only clubs lanceren , help hen via de winwinlening !…
821221844476973057	nieuwsfeed1	Treinverkeer in en rond Amsterdam plat door grote stroomstoring https://t.co/lhghPMfwg3 #Nieuws https://t.co/YOp79DoVdz	Treinverkeer in en rond Amsterdam plat door grote stroomstoring https://t.co/lhghPMfwg3 #Nieuws https://t.co/YOp79DoVdz
821221858402045952	flautalieke	RT @Longfonds: 7 van de 10 mensen weet niet dat de lucht in ons land ongezond is. Wist jij dit? #gezondelucht…	RT @Longfonds : 7 van de 10 mensen weet niet dat de lucht in ons land ongezond is . Wist jij dit ? #gezondelucht …
821221858603307008	piendiskookwien	@goonbythewind maar ik heb jou nog nooit in die andere gezien snoedel??? alleen ik draag hem, als pyjama	@goonbythewind maar ik heb jou nog nooit in die andere gezien snoedel ??? alleen ik draag hem , als pyjama
821221860813787137	MichielWerkman	RT @MichielWerkman: Schade door piekbelasting bij inschakeling na #stroomstoring is niet te verhalen op verzekering en energieleveranci…	RT @MichielWerkman : Schade door piekbelasting bij inschakeling na #stroomstoring is niet te verhalen op verzekering en energieleveranci …
821221862311165952	beLIEFx	@born2bewise heb je wel goed gekeken? Is best donker hier🤔	@born2bewise heb je wel goed gekeken ? Is best donker hier 🤔
821221863472984064	grnlghtdstrct	#Woonboot #stroomstoring opgelet. Warmtelint aanvoerleiding functioneert niet, net als afvoerpomp mocht u de kraan hebben laten lopen.	#Woonboot #stroomstoring opgelet . Warmtelint aanvoerleiding functioneert niet , net als afvoerpomp mocht u de kraan hebben laten lopen .
821221865360334848	Zeekomkommert	Als ik een SMSje lees hoor ik altijd precies hoe die ander het zegt in mijn hoofd. ...Retweet als je dat ook hebt! #zeekomkommert	Als ik een SMSje lees hoor ik altijd precies hoe die ander het zegt in mijn hoofd . ... Retweet als je dat ook hebt ! #zeekomkommert
821221863938465793	_BrabantNieuws	Bedrijfsleven West-Brabant profiteert minder van aantrekkende economie dan de rest van Nederland https://t.co/U1GpM7ABG1	Bedrijfsleven West-Brabant profiteert minder van aantrekkende economie dan de rest van Nederland https://t.co/U1GpM7ABG1
821221867998552065	Veluwevrouw	RT @RTLnieuws: Enorme stroomstoring in Amsterdam en omstreken. 360.000 mensen zijn de dupe. Ook geen treinverkeer…	RT @RTLnieuws : Enorme stroomstoring in Amsterdam en omstreken . 360.000 mensen zijn de dupe . Ook geen treinverkeer …
821221874143203328	Dannixiloveyou	RT @sebiavc: Ik moet en zal afstuderen in deze richting	RT @sebiavc : Ik moet en zal afstuderen in deze richting
821221878966718464	RubinoRebekah	@AbigailLynn31 omg ik 😭😭	@AbigailLynn31 omg ik 😭😭
821221878975041538	automaiti	RT @TenneTTSO: #stroomstoring A'dam: 150 kV hoogsp.station Hemweg uitgevallen. O.a. centrum A'dam helaas zonder stroom. Wordt keihard gewer…	RT @TenneTTSO : #stroomstoring A'dam : 150 kV hoogsp . station Hemweg uitgevallen . O.a. centrum A'dam helaas zonder stroom . Wordt keihard gewer …
821221883823714304	EricJorem	RT @thierrybaudet: Officiële mededeling: FVD sluit na de verkiezingen de EU uit van verdere deelname aan de regering. #uitsluitseizoen #ste…	RT @thierrybaudet : Officiële mededeling : FVD sluit na de verkiezingen de EU uit van verdere deelname aan de regering . #uitsluitseizoen #ste …
821221883815268354	NLNieuwsAlert	ANWBverkeer: Door de stroomstoring in Amsterdam rijden er nu GEEN treinen van en naar de hoofdstad. https://t.co/Xix9W6u1Wx en …	ANWBverkeer : Door de stroomstoring in Amsterdam rijden er nu GEEN treinen van en naar de hoofdstad . https://t.co/Xix9W6u1Wx en …
821221886797430786	Boukje	Stroomstoring... Heel handig... Donker vooral	Stroomstoring ... Heel handig ... Donker vooral
821221889867730944	jees2009	@TISMonique_ lekker lange dag dus....	@TISMonique_ lekker lange dag dus ....
821221891847450624	RensjeLansink	RT @LianderNL: #Stroomstoring #Amsterdam, #Zaandam, #Oostzaan. Er zitten ongeveer 364.000 klanten zonder stroom. De verwachte eindtijd is o…	RT @LianderNL : #Stroomstoring #Amsterdam , #Zaandam , #Oostzaan . Er zitten ongeveer 364.000 klanten zonder stroom . De verwachte eindtijd is o…
821221893344808960	CheetaPlay	#SpeelNou I Can't Wait - Nu Shooz - Chat & Luister saam op https://t.co/EXwA88kp3l eksklusief op @ZAIRC_net	#SpeelNou I Can't Wait - Nu Shooz - Chat & Luister saam op https://t.co/EXwA88kp3l eksklusief op @ZAIRC_net
821221894733123585	weer_odijk	06:05 Temp -3.5c | Min -3.9c (02:24) Max -3.2c (00:00) | Luchtv 86pct | Regen 0.0mm | Wind 2bft uit OZO | UV 0 | https://t.co/QZTVw1xCmB	06:05 Temp -3.5c | Min -3.9c (02:24) Max -3.2c (00:00) | Luchtv 86 pct | Regen 0.0 mm | Wind 2 bft uit OZO | UV 0 | https://t.co/QZTVw1xCmB
