821190305235996673	Weerschoonebeek	| Temp -5.6 oC | Windsnelheid 1.0 km/h uit SW | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.6 oC | Windsnelheid 1.0 km /h uit SW | 0.0 mm neerslag | wolkenhoogte :67 meter |
821194381306822656	Lifestyle_Heads	Pittige Japanse noedelsoep met tonijn https://t.co/9YsktTXHHo #informatie #fashion #nieuws	Pittige Japanse noedelsoep met tonijn https://t.co/9YsktTXHHo #informatie #fashion #nieuws
821194387635994625	LinnerTop111	Har Slabbers - 't is weer vastelaovendj (59) #NowPlaying #LinnerTop111 (01/17/2017 04:16:13)	Har Slabbers - 't is weer vastelaovendj (59) #NowPlaying #LinnerTop111 (01/17/2017 04:16:13)
821194389661827072	BEVELAND_NU	Nieuw op https://t.co/m5HV5Emc0s :Groei aantal bedrijven blijft achter in Zeeland _ VLISSINGEN - Zeeland heeft de... https://t.co/RymEDwDg0v	Nieuw op https://t.co/m5HV5Emc0s : Groei aantal bedrijven blijft achter in Zeeland _ VLISSINGEN - Zeeland heeft de ... https://t.co/RymEDwDg0v
821194389653483520	NederlinBedrijf	J.A.M. van Oers Champignons kweken Kerkdriel - Champignons kweken bedrijf J.A.M. van Oers uit Kerkdriel. Contac... https://t.co/3tgICRrG1c	J.A.M. van Oers Champignons kweken Kerkdriel - Champignons kweken bedrijf J.A.M. van Oers uit Kerkdriel . Contac ... https://t.co/3tgICRrG1c
821194389297004544	Zorgverzekerin4	New post: Minder mensen in 2017 overgestapt naar andere zorgverzekeraar https://t.co/UXVoUBXH8R	New post : Minder mensen in 2017 overgestapt naar andere zorgverzekeraar https://t.co/UXVoUBXH8R
821194402722971648	de_paskamer	Tommy Hilfiger beige denim short vanaf vandaag beschikbaar https://t.co/cMy6t00bru	Tommy Hilfiger beige denim short vanaf vandaag beschikbaar https://t.co/cMy6t00bru
821194407537942529	de_paskamer	Tommy Hilfiger cargo short met riem te koop bij Kindermode paskamer https://t.co/tSrZMxbUJx	Tommy Hilfiger cargo short met riem te koop bij Kindermode paskamer https://t.co/tSrZMxbUJx
821194410713055236	de_paskamer	Tommy Hilfiger beige cargo short met riem toegevoegd aan assortiment https://t.co/e8rnfLglFO	Tommy Hilfiger beige cargo short met riem toegevoegd aan assortiment https://t.co/e8rnfLglFO
821194421735723008	Regiohits	Siska & the Nightbirds - Leven zonder jou kan ik niet meer	Siska & the Nightbirds - Leven zonder jou kan ik niet meer
821194446293368832	fabstylistika	RT @vester71: Het is vriest amper een uur en #dwdd begint gelijk weer over de Elfstedentocht	RT @vester71 : Het is vriest amper een uur en #dwdd begint gelijk weer over de Elfstedentocht
821194457471193088	NLNieuwsAlert	NOS: Haase laat kans op stunt tegen supertalent Zverev liggen https://t.co/3bQbCSRu81 #NLNieuwsAlert	NOS : Haase laat kans op stunt tegen supertalent Zverev liggen https://t.co/3bQbCSRu81 #NLNieuwsAlert
821194460772044800	Forellimr	Koulo vies, hoe kunnen ze zoiets filmen man	Koulo vies , hoe kunnen ze zoiets filmen man
821194470825852928	raskatteninfo	Blaasontsteking - Een kat met een blaasontsteking gaat meestal erg vaak naar de kattenbak of naar buiten. Er... https://t.co/qCOBxfmE4Z	Blaasontsteking - Een kat met een blaasontsteking gaat meestal erg vaak naar de kattenbak of naar buiten . Er ... https://t.co/qCOBxfmE4Z
821194472646201346	negrochick1	#sexdating halfbloedjev3 - halfbloedjev3 Leeftijd 54 jaar Regio Limburg Land Nederland Geslacht Vrouw Zoekt Man... https://t.co/cc8cfiZwIr	#sexdating halfbloedjev 3 - halfbloedjev 3 Leeftijd 54 jaar Regio Limburg Land Nederland Geslacht Vrouw Zoekt Man ... https://t.co/cc8cfiZwIr
821194472792977417	negrochick1	#sexdating ------JL - ------JL Leeftijd 45 jaar Regio Overijssel Land Nederland Geslacht Vrouw Zoekt Man Doel E... https://t.co/Z2sFGXN9af	#sexdating ------ JL - ------ JL Leeftijd 45 jaar Regio Overijssel Land Nederland Geslacht Vrouw Zoekt Man Doel E... https://t.co/Z2sFGXN9af
821194481005449217	Nieuwsinaktie	#Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/k3qF97vtdg Robin Haase is uitgeschakeld o #*****	#Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/k3qF97vtdg Robin Haase is uitgeschakeld o #*****
821194491222757377	bootyroll	zelf #woning verhuren #kkl https://t.co/3yZ8ytfGrU	zelf #woning verhuren #kkl https://t.co/3yZ8ytfGrU
821194493160550400	bootyroll	zelf #woning verhuren #kkl https://t.co/hA6OJfxHE4	zelf #woning verhuren #kkl https://t.co/hA6OJfxHE4
821194494657728513	sportwereld_be	Flipkens en Wickmayer uitgeschakeld in eerste ronde Australian Open https://t.co/9N8H9Q09xP https://t.co/yo3e5QrTJn	Flipkens en Wickmayer uitgeschakeld in eerste ronde Australian Open https://t.co/9N8H9Q09xP https://t.co/yo3e5QrTJn
821194499506507776	fabstylistika	RT @Sylvanadebacker: 'Het hoeft allemaal niet zo afgelikt’ quote van Amsterdamse chefkok https://t.co/xc5Py0Y0RU #culinair #restaurant…	RT @Sylvanadebacker : ' Het hoeft allemaal niet zo afgelikt ’ quote van Amsterdamse chefkok https://t.co/xc5Py0Y0RU #culinair #restaurant …
821194502316638209	WorldCouponSpot	Code promo Greetz.be / kortingscode Greetz.be – Gratis kaart t.w.v. €2,50 bij bloemen https://t.co/qW5wDUEAib	Code promo Greetz . be / kortingscode Greetz . be – Gratis kaart t.w.v. €2,50 bij bloemen https://t.co/qW5wDUEAib
821194501125447680	ahmadiyyafeed	@Regrann from @mtanederland - Welkom op de pagina van MTA Nederland Welcome on the page … https://t.co/i4d0oAXWn4 https://t.co/sbicc0jnFS	@Regrann from @mtanederland - Welkom op de pagina van MTA Nederland Welcome on the page … https://t.co/i4d0oAXWn4 https://t.co/sbicc0jnFS
821194505600831488	bootyroll	Nooit te vroeg om #winterkleding te bestellen #tdd https://t.co/JRnGiTrWOJ	Nooit te vroeg om #winterkleding te bestellen #tdd https://t.co/JRnGiTrWOJ
821194505873485828	NederlinBedrijf	Bedrijven Rhenoy - Bedrijven uit Rhenoy nodig? Bedrijven uit Rhenoy staan hier op een rij. Kijk hier voor Bedri... https://t.co/N0Q4xBsWiB	Bedrijven Rhenoy - Bedrijven uit Rhenoy nodig ? Bedrijven uit Rhenoy staan hier op een rij . Kijk hier voor Bedri ... https://t.co/N0Q4xBsWiB
821194509270847490	WorldCouponSpot	Code promo Greetz.be / kortingscode Greetz.be – Blue Monday: 15% korting op alle wijnen en (speciaal)bieren https://t.co/wCP7tcI4ZT	Code promo Greetz . be / kortingscode Greetz . be – Blue Monday : 15% korting op alle wijnen en ( speciaal ) bieren https://t.co/wCP7tcI4ZT
821194512672452610	inforaskatten	Blaasontsteking - Een kat met een blaasontsteking gaat meestal erg vaak naar de kattenbak of naar buiten. Er...... https://t.co/uZmxYPMvVP	Blaasontsteking - Een kat met een blaasontsteking gaat meestal erg vaak naar de kattenbak of naar buiten . Er ...... https://t.co/uZmxYPMvVP
821194530410168320	nieuwharderwijk	bedreiging verkrachting tm diefstal uit huisen . na deze zaak helder ik volgende anderen . ze jatten ook geld om zaak te openen zijn bezig	bedreiging verkrachting tm diefstal uit huisen . na deze zaak helder ik volgende anderen . ze jatten ook geld om zaak te openen zijn bezig
821194531316105216	whutevas	zelf #woning verhuren #kkl https://t.co/hDGtigxzyX #sup	zelf #woning verhuren #kkl https://t.co/hDGtigxzyX #sup
821194532498837504	whutevas	Nooit te vroeg om #winterkleding te bestellen #tdd https://t.co/mD8PN5YPLH #sup	Nooit te vroeg om #winterkleding te bestellen #tdd https://t.co/mD8PN5YPLH #sup
821194531328692224	EdAldus	In het hele Rijnmondgebied vriest het momenteel (4.15 uur) zo’n 4°C. Van Hoek van Holland tot aan Gorinchem. #ruitenkrabvertragingstijd	In het hele Rijnmondgebied vriest het momenteel (4.15 uur ) zo ’n 4°C. Van Hoek van Holland tot aan Gorinchem . #ruitenkrabvertragingstijd
821194535241924608	Bikinibroeker	@Kindafreakyy lkkr laat	@Kindafreakyy lkkr laat
821194543349407748	DurfTe_Vragen	#DTV is voor watjes, kies voor #DurfTeVragen	#DTV is voor watjes , kies voor #DurfTeVragen
821194544817410048	IsLuukaldood	Nog steeds niet.	Nog steeds niet .
821194546969268224	jolanda63327	RT @johnnybegood757: @Mirjam152 @RF16662 er zit geen enkel voordeel aan massa immigratie, nergens ter wereld heeft dat ooit iets goeds gebr…	RT @johnnybegood757 : @Mirjam152 @RF16662 er zit geen enkel voordeel aan massa immigratie , nergens ter wereld heeft dat ooit iets goeds gebr …
821194556171399168	gureva_iraida	@bumpykitty Hi Kaare Vind	@bumpykitty Hi Kaare Vind
821194556637061121	JeroenPaul	@drbrambakker wil jij mij volgen?	@drbrambakker wil jij mij volgen ?
821194559711391744	itisi69	@gjvu @trias_politica @sypwynia Dus al die bezuinigingen en kostenverhogingen hebben echt niet plaatsgevonden? (Eigen risico 2017 €500)	@gjvu @trias_politica @sypwynia Dus al die bezuinigingen en kostenverhogingen hebben echt niet plaatsgevonden ? ( Eigen risico 2017 €500)
821194566749470721	guitarsongs_bot	Van Halen - Ice Cream Man（1978） https://t.co/gUskRdQbW4 https://t.co/qOKxuXWnjZ	Van Halen - Ice Cream Man （1978） https://t.co/gUskRdQbW4 https://t.co/qOKxuXWnjZ
821194597636382721	Sandra_Stork	RT @omroepbrabant: Brutale inbrekers in Beek en Donk jatten sieraden terwijl bewoners thuis zijn [VIDEO] https://t.co/8UDH468aGP https://t.…	RT @omroepbrabant : Brutale inbrekers in Beek en Donk jatten sieraden terwijl bewoners thuis zijn [ VIDEO ] https://t.co/8UDH468aGP https://t. …
821194609070112769	HBOWO_vacatures	Tijd voor iets nieuws? #vacature #JouwBaan Facilities Intern (Students only!) https://t.co/bZB5KYOgu9	Tijd voor iets nieuws ? #vacature #JouwBaan Facilities Intern ( Students only !) https://t.co/bZB5KYOgu9
821194622340894720	VacatureWerk	Tijd voor iets nieuws? #vacature #JouwBaan Continuous Improvement Manager https://t.co/LZaSP5YmUM	Tijd voor iets nieuws ? #vacature #JouwBaan Continuous Improvement Manager https://t.co/LZaSP5YmUM
821194626648440833	LocalFMnu	Anouk - Modern world nu op #LocalFM	Anouk - Modern world nu op #LocalFM
821194630427541504	WWETNAROHNJPWLU	@_wwearg heel	@_wwearg heel
821194643245322240	ValseAangifte	die gerie Van Boxtel #liegt alles aan elkaar en wil niet praten,omdat Gerie Van Boxtel bang is niet kloppend verhaal te vertellen @keesmelis	die gerie Van Boxtel #liegt alles aan elkaar en wil niet praten , omdat Gerie Van Boxtel bang is niet kloppend verhaal te vertellen @keesmelis
821194651164090368	bobientje69	@bobientje69 en Jamilla haar kapster heette Kai-Mook en die stond dan met vlaggetjes te supporteren dat was een evenement	@bobientje69 en Jamilla haar kapster heette Kai-Mook en die stond dan met vlaggetjes te supporteren dat was een evenement
821194652309135360	MuslimInEurope	@Guy_Arnoldi @mieque2411 @videovidivisum @Aboujahjah israel bestaat ook niet! Doe onderzoek dan zul je er gauw genoeg achter komen dat...	@Guy_Arnoldi @mieque2411 @videovidivisum @Aboujahjah israel bestaat ook niet ! Doe onderzoek dan zul je er gauw genoeg achter komen dat ...
821194655131959296	L_yahola213	@FaZeRug amen rug amen🙌🏽🙏🏽	@FaZeRug amen rug amen 🙌🏽🙏🏽
821194661201084420	nieuwsdagen	Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/ZdSlXd95MI	Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/ZdSlXd95MI
821194674664837121	NOSsport	Hij was er zó dichtbij, maar @robin_haase kan het bij de #AusOpen in Melbourne niet afmaken tegen Alexander Zverev. https://t.co/kBBU6W2CGm	Hij was er zó dichtbij , maar @robin_haase kan het bij de #AusOpen in Melbourne niet afmaken tegen Alexander Zverev . https://t.co/kBBU6W2CGm
821194702145855489	elza_news	'Kamer eist strengere screening asielzoekers op extremisme' https://t.co/L8VtGuXGt7 via @NOS	' Kamer eist strengere screening asielzoekers op extremisme ' https://t.co/L8VtGuXGt7 via @NOS
821194703106412544	Forellimr	Dat ka ding werd ook nog gepopt waardoor dat zwart ding viel en shit yooooo nachtmerriess 😕	Dat ka ding werd ook nog gepopt waardoor dat zwart ding viel en shit yooooo nachtmerriess 😕
821194703450337280	ntisec	RT @cmsNetherlands: Red de democratie. Teken voor een referendum over #TTIP(#TISA) en #CETA! https://t.co/OnRB4Kh49q https://t.co/tYgYetTtQA	RT @cmsNetherlands : Red de democratie . Teken voor een referendum over #TTIP ( #TISA ) en #CETA ! https://t.co/OnRB4Kh49q https://t.co/tYgYetTtQA
821194707200053248	BXRadio_	Nieuw op https://t.co/HGCViKvmw7 : Calvijn College in finale van NK debatteren https://t.co/ySwoGBDUn7	Nieuw op https://t.co/HGCViKvmw7 : Calvijn College in finale van NK debatteren https://t.co/ySwoGBDUn7
821194719350824960	cor60	Ik heb 2 foto's op Facebook geplaatst in het album "Thailand 2017" https://t.co/whsaMkNGuu	Ik heb 2 foto's op Facebook geplaatst in het album " Thailand 2017" https://t.co/whsaMkNGuu
821194719636127744	zoiqt	OP strats	OP strats
821194738523078658	FrankRuitenburg	Ambulance (Regio Gouda) zonder Spoed naar Ambulancepost #ALPHEN_AAN_DEN_RIJN a/d Rijn Vorkweg 2 APN 2408ZD VWS 16151 Ritnr: 9951	Ambulance ( Regio Gouda ) zonder Spoed naar Ambulancepost #ALPHEN _ AAN _ DEN _ RIJN a/d Rijn Vorkweg 2 APN 2408 ZD VWS 16151 Ritnr : 9951
821194752003444736	Anyaisaeve	RT @merlyn61069924: Heel #ALDUBKiligDuo #MaineEndorser https://t.co/VRO2QmKO46	RT @merlyn61069924 : Heel #ALDUBKiligDuo #MaineEndorser https://t.co/VRO2QmKO46
821194752565608448	Sandra_Stork	RT @rodewijntjes: Veel nieuwe partijen. Je verwacht het niet... Men is de (oude) politiek zat. #eenvandaag https://t.co/BVrUXCoKUX	RT @rodewijntjes : Veel nieuwe partijen . Je verwacht het niet ... Men is de ( oude ) politiek zat . #eenvandaag https://t.co/BVrUXCoKUX
821194760866045953	writesober	onze #ExsAndOhs #BestCover #iHeartAwards	onze #ExsAndOhs #BestCover #iHeartAwards
821194764833931264	HenkBaarn	Totale filelengte op snelwegen in Vlaanderen: 0 km; Trend: stabiel https://t.co/3gqkoTmXni	Totale filelengte op snelwegen in Vlaanderen : 0 km ; Trend : stabiel https://t.co/3gqkoTmXni
821194767782514689	BadMoFoNL	Friesland: Niet zomaar een provincie https://t.co/s1gS9DQtJI #elfstedentocht #friesland #leeuwarden	Friesland : Niet zomaar een provincie https://t.co/s1gS9DQtJI #elfstedentocht #friesland #leeuwarden
821194769393127425	BadMoFoNL	Cunnilingus op de dansvloer https://t.co/yuPdj9Q1qz #beffen #cunnlingus #likken #nachtclub #oraal #poes #seks #sex #voyeurisme	Cunnilingus op de dansvloer https://t.co/yuPdj9Q1qz #beffen #cunnlingus #likken #nachtclub #oraal #poes #seks #sex #voyeurisme
821194785616707584	Troight_heach	RT @truusdemierr: #Trump zei vanmorgen in journaal dat Syriërs gewoon in Syrie op veilige plek beschermd hadden kunnen worden. Vanavo…	RT @truusdemierr : #Trump zei vanmorgen in journaal dat Syriërs gewoon in Syrie op veilige plek beschermd hadden kunnen worden . Vanavo …
821194787965534208	fabstylistika	RT @graphincent: En hier staan GVD de asielcentra leeg.... https://t.co/NwbxFAxXh8	RT @graphincent : En hier staan GVD de asielcentra leeg .... https://t.co/NwbxFAxXh8
821194828906172416	Sandra_Stork	RT @ADnl: De partner van de man die 49 mensen doodde in een bar in Orlando is opgepakt. Ze zou hebben geholpen bij de aanslag https://t.co/…	RT @ADnl : De partner van de man die 49 mensen doodde in een bar in Orlando is opgepakt . Ze zou hebben geholpen bij de aanslag https://t.co/ …
821194831452114948	ValseAangifte	GEERT en GERIE VAN BOXTEL uit UDEN, 1gebeurtenis 2verschillende aangiftes omdat GEERT mishandelde loog GERIE ander verhaal ism politie #uden	GEERT en GERIE VAN BOXTEL uit UDEN , 1 gebeurtenis 2 verschillende aangiftes omdat GEERT mishandelde loog GERIE ander verhaal ism politie #uden
821194831477280768	elza_news	@NOS Grenzen hadden dicht moeten blijven en de gulden de gulden	@NOS Grenzen hadden dicht moeten blijven en de gulden de gulden
821194838980886528	nieuwharderwijk	als ik zeg gaan ze mij vermoorden . is ook verdenking.	als ik zeg gaan ze mij vermoorden . is ook verdenking .
821194841002561537	loveinground	Masturberen op een trekschuit, is nooit grappig #loveinground	Masturberen op een trekschuit , is nooit grappig #loveinground
821194842755792898	jolanda63327	RT @jolanda63327: VN roept nu: apocalyptische omvolking Europa moet versnellen! https://t.co/OhGllfvg1H	RT @jolanda63327 : VN roept nu : apocalyptische omvolking Europa moet versnellen ! https://t.co/OhGllfvg1H
821194853484818437	URBevent	Oscar and the Wolf - 14-04-2017 - 20:00 - 14 april komt Oscar And The Wolf naar de Heineken Music Hall… https://t.co/geDCiuyq41	Oscar and the Wolf - 14-04-2017 - 20:00 - 14 april komt Oscar And The Wolf naar de Heineken Music Hall … https://t.co/geDCiuyq41
821194863345418240	BesteNieuws	Update: El Ghazi-kamp laat zich horen: “Er i https://t.co/L1zv3tiG1P via @Easy_Branches @auteurjanjansen… https://t.co/D1VcvK3TCf	Update : El Ghazi-kamp laat zich horen : “ Er i https://t.co/L1zv3tiG1P via @Easy_Branches @auteurjanjansen … https://t.co/D1VcvK3TCf
821194873621671936	bhxpe_	thx zo n gav	thx zo n gav
821194878977773570	heiitsjacky	@jackswilkx @EoghanFromTaken @richiefromtaken nee ik denk dat @SteFromTaken liever geen kabeljauw eet wegens aantrekkingskracht voor zwemmen	@jackswilkx @EoghanFromTaken @richiefromtaken nee ik denk dat @SteFromTaken liever geen kabeljauw eet wegens aantrekkingskracht voor zwemmen
821194880424689664	Tysntny	toch even de jaarlijkse heimweekreet #corfu https://t.co/1dieJ2jmeV https://t.co/H5gnGPHjFp	toch even de jaarlijkse heimweekreet #corfu https://t.co/1dieJ2jmeV https://t.co/H5gnGPHjFp
821194914201485315	BesteNieuws	Update: El Ghazi-kamp laat zich horen: “Er i https://t.co/Re8SoAbo2i via @Easy_Branches @auteurjanjansen… https://t.co/D1VcvK3TCf	Update : El Ghazi-kamp laat zich horen : “ Er i https://t.co/Re8SoAbo2i via @Easy_Branches @auteurjanjansen … https://t.co/D1VcvK3TCf
821194917334712320	RutgervdNoort	Goed zo @HenkKrol: uitsluiten doen we niet in coalitieland Nederland 👍🏻https://t.co/msFcPA39uR	Goed zo @HenkKrol : uitsluiten doen we niet in coalitieland Nederland 👍🏻 https://t.co/msFcPA39uR
821194918299336704	RoccoSheriff	Verdagtes in hof na hulle boer glo wil vermoor | Maroela Media https://t.co/sG3PAIAy5j	Verdagtes in hof na hulle boer glo wil vermoor | Maroela Media https://t.co/sG3PAIAy5j
821194924716597249	bwesterb	@AIVD Sneaky deze: base32 gecodeerde MD5 van woorden vraag/antwoorden bij locatie 7 concerten Jan start met JANSMIT… https://t.co/LZMRyhUhu0	@AIVD Sneaky deze : base 32 gecodeerde MD 5 van woorden vraag / antwoorden bij locatie 7 concerten Jan start met JANSMIT … https://t.co/LZMRyhUhu0
821194930085236737	conroderoh33f	Stem ook dat het schoonste strand heeft	Stem ook dat het schoonste strand heeft
821194930198548482	Muhammetcet	Deze is een grote zonde man ptn .. #CavsWarriors	Deze is een grote zonde man ptn .. #CavsWarriors
821194932283207680	CauseFilth	RT @tbhxsartorius: @patdsartorius @jacobsartorius Ik he will :)	RT @tbhxsartorius : @patdsartorius @jacobsartorius Ik he will :)
821194951828664320	rutgertijmen	Genoten van @robin_haase ondanks zure nederlaag. Biedt perspectief voor 2017. Succes!	Genoten van @robin_haase ondanks zure nederlaag . Biedt perspectief voor 2017. Succes !
821194958463991808	WatchlistN	Bedrijfstakpensioenfonds Voor DE Media PNO Continues to Hold Stake in Hewlett Packard Enterprise Company (HPE) https://t.co/BNZoD9ADbQ	Bedrijfstakpensioenfonds Voor DE Media PNO Continues to Hold Stake in Hewlett Packard Enterprise Company ( HPE ) https://t.co/BNZoD9ADbQ
821194967662137345	ElskevdHeide	RT @GerritHiemstra: Mensen, wees toch terughoudend met berichten over schaatsen. Te vroeg het ijs op is #levensgevaarlijk. Het kan nog nerg…	RT @GerritHiemstra : Mensen , wees toch terughoudend met berichten over schaatsen . Te vroeg het ijs op is #levensgevaarlijk . Het kan nog nerg …
821194987819925505	HeyvaertIna	RT @camillepeleman: "Kga echt buizen pffff tleven he". Na examen: "hoe ging het?" "Ouh echt keigoed sowieso erdoor" https://t.co/Il1cGooHRp	RT @camillepeleman : " Kga echt buizen pffff tleven he ". Na examen : " hoe ging het ?" " Ouh echt keigoed sowieso erdoor " https://t.co/Il1cGooHRp
