824119609548832768	Rdraaitdoor	Nu voor u.. Rob Zorn - Leven hoe ik leven wil ..hier bij https://t.co/IVO9UjPAmq	Nu voor u.. Rob Zorn - Leven hoe ik leven wil .. hier bij https://t.co/IVO9UjPAmq
824124062779711489	7Rozay	Kabaal makers MUIZEN. Muizen boven het plafond. Pest Free helpt je weer rustig te slapen https://t.co/YmADxpNtKa	Kabaal makers MUIZEN . Muizen boven het plafond . Pest Free helpt je weer rustig te slapen https://t.co/YmADxpNtKa
824124070048493570	KVelema	Ik vind een @YouTube-video leuk: https://t.co/wajSnwcMZc csgo funny moments #1	Ik vind een @YouTube - video leuk : https://t.co/wajSnwcMZc csgo funny moments #1
824124071952732161	InesDeheegher	RT @morganeboussery: Dat je twee verschillende huizen hebt maar geen thuis niet meer hebt. https://t.co/HqMqAOp7Ku	RT @morganeboussery : Dat je twee verschillende huizen hebt maar geen thuis niet meer hebt . https://t.co/HqMqAOp7Ku
824124077757657088	Ave_Eva1	RT @eefjebeuten: Hoe hard alles veranderd is op 1jaar een half kan ik soms echt nog altijd nie vatten	RT @eefjebeuten : Hoe hard alles veranderd is op 1 jaar een half kan ik soms echt nog altijd nie vatten
824124084858523648	Dumpvideonl	Koreaanse vrouw dacht ook even GTA in de echte wereld te kunnen spelen... - ... https://t.co/HhZs5lOoD6	Koreaanse vrouw dacht ook even GTA in de echte wereld te kunnen spelen ... - ... https://t.co/HhZs5lOoD6
824124087647797252	VeltmanVis	Griet filet vers €18,75 per kg. Bij @VeltmanVis	Griet filet vers €18,75 per kg . Bij @VeltmanVis
824124094979436545	WebradioTorpedo	HERMAN BRUSSELMANS VANAVOND IN SCHIEDAM https://t.co/EyMKiuaGo8 https://t.co/qvUOnpWvI4	HERMAN BRUSSELMANS VANAVOND IN SCHIEDAM https://t.co/EyMKiuaGo8 https://t.co/qvUOnpWvI4
824124103741370369	dijkfan56	...Het is het toppunt van geluk wanneer een mens wil zijn wie hij is - Desiderius Erasmus	... Het is het toppunt van geluk wanneer een mens wil zijn wie hij is - Desiderius Erasmus
824124108057219079	hansgldnl	@wolvenne Aha, dat verklaart het.	@wolvenne Aha , dat verklaart het .
824124110879985667	OfficialDayBot	Guten Morgen hmy715! :) https://t.co/udHEMw9soZ	Guten Morgen hmy 715! :) https://t.co/udHEMw9soZ
824124111429505025	MooiLosser	@michaelsijbom ooh. Die van mij staat er ook bij helemaal niet ingezonden! :D	@michaelsijbom ooh . Die van mij staat er ook bij helemaal niet ingezonden ! :D
824124110133481472	HoenerMovie	Luister @jacarandafm vanaf 07h30 vanoggend, @MorneJK gesels met @LizzMeiring! Kyk net die oulike foto wat hulle in-… https://t.co/NHcKVuIWWH	Luister @jacarandafm vanaf 07h30 vanoggend , @MorneJK gesels met @LizzMeiring ! Kyk net die oulike foto wat hulle in -… https://t.co/NHcKVuIWWH
824124120371707905	southparcNL	AppDynamics naar Cisco, beursgang afgeblazen - Cisco betaalt 3,7 miljard dollar voor AppDynamics, kort voordat ... https://t.co/DP8iAAucsD	AppDynamics naar Cisco , beursgang afgeblazen - Cisco betaalt 3,7 miljard dollar voor AppDynamics , kort voordat ... https://t.co/DP8iAAucsD
824124123161001985	petra_meiborg	RT @FiIosoof: Het is ongelofelijk hoe 1 berichtje, 1 liedje, 1 fout, 1 leugen, 1 woord, 1 waarheid en 1 persoon, je stemming in 1 seconde k…	RT @FiIosoof : Het is ongelofelijk hoe 1 berichtje , 1 liedje , 1 fout , 1 leugen , 1 woord , 1 waarheid en 1 persoon , je stemming in 1 seconde k…
824124127611125760	marcel_hgl1970	@Vlooienbaalcom goedemorgen lieve Bob en een fijne dag vandaag. Veel plezier op je logeeradres.	@Vlooienbaalcom goedemorgen lieve Bob en een fijne dag vandaag . Veel plezier op je logeeradres .
824124134431031301	Esther2449	@INGnl_VJ zijn jullie toevallig bezig met onderhoud op de ing app? Ik kan niet zien wat er af en bijgeschreven is op mijn rekening.	@INGnl_VJ zijn jullie toevallig bezig met onderhoud op de ing app ? Ik kan niet zien wat er af en bijgeschreven is op mijn rekening .
824124139363569664	SamxMommen	Ik vind een @YouTube-video leuk: https://t.co/rpRxCBsArJ ROASTING SIMULATOR!	Ik vind een @YouTube - video leuk : https://t.co/rpRxCBsArJ ROASTING SIMULATOR !
824124139480846336	HugoVerspuij	Een gezonde levensstijl bepaalt uiteindelijk wat je eet. #Biologisch eten is hot, met steeds meer innovaties https://t.co/aDqpkSTJuX #health	Een gezonde levensstijl bepaalt uiteindelijk wat je eet . #Biologisch eten is hot , met steeds meer innovaties https://t.co/aDqpkSTJuX #health
824124140546392064	brug_open	De #Nieuwe #Botlekbrug is geopend om 06:18. Geschatte sluiting is om 06:28. #brug #open https://t.co/kn294dLGlo	De #Nieuwe #Botlekbrug is geopend om 06:18. Geschatte sluiting is om 06:28. #brug #open https://t.co/kn294dLGlo
824124141490106369	stepstone_banen	#delenmag #werk Software ontwikkelaar (.Net) https://t.co/pFu8kX62aZ	#delenmag #werk Software ontwikkelaar (. Net ) https://t.co/pFu8kX62aZ
824124141225775105	tikkendetokken	RT @4positiviteit: Denk niet te veel aan degene die je stress bezorgen. Wees dankbaar voor degene die je een glimlach bezorgen.	RT @4positiviteit : Denk niet te veel aan degene die je stress bezorgen . Wees dankbaar voor degene die je een glimlach bezorgen .
824124145151647745	dezmvnd	RT @DojaCat: Hat dag https://t.co/cofb9LdxGS	RT @DojaCat : Hat dag https://t.co/cofb9LdxGS
824124146082861061	AntiAttacks	Hacken van AS43350 NFORCE, NL, bijvoorbeeld 109.201.154.145 en 46.166.138.169 zie hier https://t.co/UJZVO7f3lc	Hacken van AS 43350 NFORCE , NL , bijvoorbeeld 109.201.154.145 en 46.166.138.169 zie hier https://t.co/UJZVO7f3lc
824124145583738881	voetbalnieuwsbe	Club Brugge haakt af: "Zelfs voor 10 miljard laten ze hem niet gaan" #clubbrugge https://t.co/K6v4MoeJHY https://t.co/9s92hrtQ4g	Club Brugge haakt af : " Zelfs voor 10 miljard laten ze hem niet gaan " #clubbrugge https://t.co/K6v4MoeJHY https://t.co/9s92hrtQ4g
824124148733673472	ds_Lochem	Bestelbus knalt op vrachtwagen op A1 bij Bathmen: BATHMEN - Een Poolse bestelbus is in de nacht van dinsdag op… https://t.co/47jk144cva	Bestelbus knalt op vrachtwagen op A1 bij Bathmen : BATHMEN - Een Poolse bestelbus is in de nacht van dinsdag op … https://t.co/47jk144cva
824124149387890688	ds_Deventer	Bestelbus knalt op vrachtwagen op A1 bij Bathmen: BATHMEN - Een Poolse bestelbus is in de nacht van dinsdag op… https://t.co/kD6rvN5MC6	Bestelbus knalt op vrachtwagen op A1 bij Bathmen : BATHMEN - Een Poolse bestelbus is in de nacht van dinsdag op … https://t.co/kD6rvN5MC6
824124157172547584	nieuws_haarlem	Vrijgezel Joshua Jackson zoent op Sundance https://t.co/JINnNnSzyq #haarlem	Vrijgezel Joshua Jackson zoent op Sundance https://t.co/JINnNnSzyq #haarlem
824124158917439488	unclepete_100	Restart Dodewaard https://t.co/K4DcWYs8UK	Restart Dodewaard https://t.co/K4DcWYs8UK
824124158825103360	SundayMarket1	Kom zondag 5 februari naar de Valentines Market voor de perfecte Valentines cadeaus, live (love) music, great food,… https://t.co/7Pbkej0ib1	Kom zondag 5 februari naar de Valentines Market voor de perfecte Valentines cadeaus , live ( love ) music , great food ,… https://t.co/7Pbkej0ib1
824124162147028996	VerkeersinfoBE	Totale filelengte op snelwegen in Vlaanderen: 5 km; Trend: stabiel https://t.co/IEXvcEM3uV	Totale filelengte op snelwegen in Vlaanderen : 5 km ; Trend : stabiel https://t.co/IEXvcEM3uV
824124168019001348	gem_opglabbeek	Projectbureau Duinengordel zoekt een nieuwe collega. Ben je goed in organiseren, communiceren en administratie? https://t.co/B7xBAB1TZ5	Projectbureau Duinengordel zoekt een nieuwe collega . Ben je goed in organiseren , communiceren en administratie ? https://t.co/B7xBAB1TZ5
824124169566744576	politieRdam_C	RT @Politie_Zeeland: Wie vermoordde Erik vd Boogaart en dumpte hem in het water? Vanavond 20.30 u op NPO1 Opsporing Verzocht: https://t.co/…	RT @Politie_Zeeland : Wie vermoordde Erik vd Boogaart en dumpte hem in het water ? Vanavond 20.30 u op NPO 1 Opsporing Verzocht : https://t.co/ …
824124170569125888	lucia271	@covara zou het niet weten	@covara zou het niet weten
824124174532755457	wowobbel	800 banen erbij voor VDL Nedcar in Born https://t.co/uNK8fPQngl	800 banen erbij voor VDL Nedcar in Born https://t.co/uNK8fPQngl
824124174763495431	JoostvoogdJoost	Ik vind een @YouTube-video van @hetisrotjoch leuk: https://t.co/QZSSFbkszM SPIONEREN IN DE LEGERBASIS - Minetopia Roleplay #10	Ik vind een @YouTube - video van @hetisrotjoch leuk : https://t.co/QZSSFbkszM SPIONEREN IN DE LEGERBASIS - Minetopia Roleplay #10
824124175082225668	Rianneletschert	RT @maliniwitlox: Vrouwen die genocide Rwanda overleefden steunen + @Rianneletschert marathon zien rennen? Doneer dan nu! @Intervict…	RT @maliniwitlox : Vrouwen die genocide Rwanda overleefden steunen + @Rianneletschert marathon zien rennen ? Doneer dan nu ! @Intervict …
824124175707230208	1DieReportage	Voor u: Zeg het met vingers https://t.co/LA8FUFrpjC https://t.co/wPvBk7ycd3	Voor u: Zeg het met vingers https://t.co/LA8FUFrpjC https://t.co/wPvBk7ycd3
824124178299240449	VerkeerGent	De trein van: Gent-Dampoort om 06:37 naar #Antwerpen-Centraal heeft een vertraging van 42 minuten #Gent #trein - bron: #iRail	De trein van : Gent-Dampoort om 06:37 naar #Antwerpen - Centraal heeft een vertraging van 42 minuten #Gent #trein - bron : #iRail
824124179502993408	NS_online	@robertal1977 Geen goed begin zo te horen Robert. Helpt het als ik je vertel dat je dan geld terug kan krijgen? https://t.co/ZFYqJdjPBY ^MI	@robertal1977 Geen goed begin zo te horen Robert . Helpt het als ik je vertel dat je dan geld terug kan krijgen ? https://t.co/ZFYqJdjPBY ^ MI
824124180434128898	bleekjes	Vanaf vandaag weer Hollandse gesneden raapstelen. Dat word weer smullen . https://t.co/yApRmaficB	Vanaf vandaag weer Hollandse gesneden raapstelen . Dat word weer smullen . https://t.co/yApRmaficB
824124182401323008	maudengels02	RT @jorgdewelde: Hopen da u leerkracht ziek is en dan is er altijd iemand da alle hoop wegneemt en zegt 'ik heb die al gezien' zwijg ies ge…	RT @jorgdewelde : Hopen da u leerkracht ziek is en dan is er altijd iemand da alle hoop wegneemt en zegt ' ik heb die al gezien ' zwijg ies ge …
824124184175505409	DaenenD	@Muitertje Vroeg jij....	@Muitertje Vroeg jij ....
824124186188771331	1DieReportage	Voor u: Koetsier schoffeert poortwachter https://t.co/4qZKyPkJI1 https://t.co/dZeujvypOc	Voor u: Koetsier schoffeert poortwachter https://t.co/4qZKyPkJI1 https://t.co/dZeujvypOc
824124187321180160	kojkoning	Waarom objectieve journalistiek een misleidende en gevaarlijke illusie is https://t.co/sJQzyE69PO via @decorrespondent	Waarom objectieve journalistiek een misleidende en gevaarlijke illusie is https://t.co/sJQzyE69PO via @decorrespondent
824124187941998594	marcel_hgl1970	@ricksmam goedemorgen buuf en een fijne dag vandaag	@ricksmam goedemorgen buuf en een fijne dag vandaag
824124188034273281	masterprogram1	RT @arjenlubach: 🙌🏻 (Met dank aan @texdewit voor het opnemen van de tv. Lekker camerawerk.) https://t.co/aWHrTgxDS3	RT @arjenlubach : 🙌🏻 ( Met dank aan @texdewit voor het opnemen van de tv . Lekker camerawerk .) https://t.co/aWHrTgxDS3
824124189854547968	quincytroeno	RT @Janieckofficial: Een eer om finalist te zijn bij de @100pnl Awards! Stem op mij als je even niks te doen heb;)…	RT @Janieckofficial : Een eer om finalist te zijn bij de @100pnl Awards ! Stem op mij als je even niks te doen heb ;)…
824124197282738176	ErikV002	RT @johnnybegood757: @RTLnieuws is tijd dat Nederland ook stopt met die gratis geldshow naar Afrika en ze zelf hun zaken regelen daar ipv n…	RT @johnnybegood757 : @RTLnieuws is tijd dat Nederland ook stopt met die gratis geldshow naar Afrika en ze zelf hun zaken regelen daar ipv n…
824124197274349570	BesteNieuws	Feyenoord gaat spoedig het gesprek aan met https://t.co/RZTbpC6UfT via @Easy_Branches @auteurjanjansen #easybranches https://t.co/oF0IzS5JX3	Feyenoord gaat spoedig het gesprek aan met https://t.co/RZTbpC6UfT via @Easy_Branches @auteurjanjansen #easybranches https://t.co/oF0IzS5JX3
824124198058606593	TrendolizerVL	1 op de 8 Vlamingen is verslaafd aan smartphone én sociale media https://t.co/km6wFLmp2e https://t.co/cpspy32U7M	1 op de 8 Vlamingen is verslaafd aan smartphone én sociale media https://t.co/km6wFLmp2e https://t.co/cpspy32U7M
824124200243892224	watkopenwij	Zinnia Dahliabloemigzinnia Elegans #kopen #tuinadvies.nl https://t.co/mIk99mnoi1	Zinnia Dahliabloemigzinnia Elegans #kopen #tuinadvies . nl https://t.co/mIk99mnoi1
824124204928868353	Okay_Pala	@lailazwaini @njroode @MaryamNamazie @EsoClose Van waaruit moet dat blijken dan? In iedergeval niet uit jouw woorden.	@lailazwaini @njroode @MaryamNamazie @EsoClose Van waaruit moet dat blijken dan ? In iedergeval niet uit jouw woorden .
824124208758321152	GiftedPeople	En ook schijnbaar "slechte" beslissingen kunnen goed zijn ;). Doen is het toverwoord #hoogbegaafd https://t.co/hp3vlSVhOw	En ook schijnbaar " slechte " beslissingen kunnen goed zijn ;). Doen is het toverwoord #hoogbegaafd https://t.co/hp3vlSVhOw
824124209135812610	JHoogvorst	Stichting Oranjefeesten Zwijndrecht roept bewoners en organisaties op om hun/haar/zijn activiteit op (rond)... https://t.co/E6ooM8A0sO	Stichting Oranjefeesten Zwijndrecht roept bewoners en organisaties op om hun / haar / zijn activiteit op ( rond )... https://t.co/E6ooM8A0sO
824124212210188288	2shadesofpurple	@EP257 maken. U probeert er een mooie draai aan te geven maar juist de verzekeraars maken het die mensen onmogelijk. @Jan_Slagter	@EP257 maken . U probeert er een mooie draai aan te geven maar juist de verzekeraars maken het die mensen onmogelijk . @Jan_Slagter
824124213548249088	BroggiElisa	RT @StevensHelga: Welkom voorzitter @vlaparl Jan Peumans op zeer druk bijgewoonde conferentie in @Europarl_NL over #CatalanRef2017 https://…	RT @StevensHelga : Welkom voorzitter @vlaparl Jan Peumans op zeer druk bijgewoonde conferentie in @Europarl_NL over #CatalanRef2017 https:// …
824124213585907714	rehydra	Veel plezier met de verjaardag jurgenFranois! Kater voorkomen dag erop? Neem dan eens een kijkje op https://t.co/dDLqjQgtcp	Veel plezier met de verjaardag jurgenFranois ! Kater voorkomen dag erop ? Neem dan eens een kijkje op https://t.co/dDLqjQgtcp
824124225602588672	RobertRus6	RT @HaraldBouman: Leuke inwonersbijeenkomst voor deel v Warffum vanavond over parkeren, verkeer, inrichting van straten en wegen. En verkee…	RT @HaraldBouman : Leuke inwonersbijeenkomst voor deel v Warffum vanavond over parkeren , verkeer , inrichting van straten en wegen . En verkee …
824124226194067457	Ladyxxl	RT @Tighza_Taza: @jolanda1253 en vraag nu aan @michielservaes en asscher wat ze onder maximale druk op israel verstaan?	RT @Tighza_Taza : @jolanda1253 en vraag nu aan @michielservaes en asscher wat ze onder maximale druk op israel verstaan ?
824124233907400705	Overheidscijfer	RT @KNMI: Verwachting vandaag en morgen: Eerst wolken, nevel en mist, maar steeds meer zon. https://t.co/TbuKFTlL4Q	RT @KNMI : Verwachting vandaag en morgen : Eerst wolken , nevel en mist , maar steeds meer zon . https://t.co/TbuKFTlL4Q
824124237111771137	ArjanSpaans	RT @richardspronsen: Hier groeit een schitterend rozengewas #vrijvanplagen voor #ValentinesDay,dankzij Dyna-Mite system @ScholtesRoses…	RT @richardspronsen : Hier groeit een schitterend rozengewas #vrijvanplagen voor #ValentinesDay , dankzij Dyna-Mite system @ScholtesRoses …
824124241306091521	PoliticalJake	Na een week in Amerika is één ding wel duidelijk; Nederland heeft een @FoxNews zender nodig! https://t.co/Ne0J5XFMe7	Na een week in Amerika is één ding wel duidelijk ; Nederland heeft een @FoxNews zender nodig ! https://t.co/Ne0J5XFMe7
824124243508137984	ynke_peersman	RT @SilkeCreus: Dat je elke week mag uitleggen op school hoe het komt dat je 3 lessen op een rij je boek niet mee hebt 'het ligt no…	RT @SilkeCreus : Dat je elke week mag uitleggen op school hoe het komt dat je 3 lessen op een rij je boek niet mee hebt ' het ligt no …
824124244829372417	marcel_hgl1970	@henkvanderzwaan goedemorgen vriend en een fijne dag vandaag	@henkvanderzwaan goedemorgen vriend en een fijne dag vandaag
824124254463684610	pvbprive	RT @haw19681: Ploumen heeft een onuitputtelijke pot met geld voor heel de wereld, behalve voor de Nederlanders, wij zouden ons mo…	RT @haw19681 : Ploumen heeft een onuitputtelijke pot met geld voor heel de wereld , behalve voor de Nederlanders , wij zouden ons mo …
824124257261199366	annakeizerx	Ik wil mn bed echt niet uit	Ik wil mn bed echt niet uit
824124258636984321	CataCocci	Morgen.	Morgen .
824124259652014081	HansExterkate	@BoswachterFrans Dag Frans. Mooie woensdag gewenst.	@BoswachterFrans Dag Frans . Mooie woensdag gewenst .
824124260977414145	Gezondheid_Info	Kweepeervodka https://t.co/xNLzXshnan #gezondheidsinfo #nieuws #gezondheid	Kweepeervodka https://t.co/xNLzXshnan #gezondheidsinfo #nieuws #gezondheid
824124262667681792	rsca_online_nl	Tielemans op de bank https://t.co/XkGopfSJbO #rsca #AndOnline #rscl	Tielemans op de bank https://t.co/XkGopfSJbO #rsca #AndOnline #rscl
824124266388000769	DailyGP	Gaat #Honda in 2017 het gat met #Mercedes dichten? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/zkMPEGJg3A	Gaat #Honda in 2017 het gat met #Mercedes dichten ? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/zkMPEGJg3A
824124266312560641	MSZ_NL	Gaat #Honda in 2017 het gat met #Mercedes dichten? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/E26lEPG3DP	Gaat #Honda in 2017 het gat met #Mercedes dichten ? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/E26lEPG3DP
824124266685853698	olafmol	Gaat #Honda in 2017 het gat met #Mercedes dichten? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/Sv5RFpLUc8	Gaat #Honda in 2017 het gat met #Mercedes dichten ? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/Sv5RFpLUc8
824124266404843521	dutchbum	Gaat #Honda in 2017 het gat met #Mercedes dichten? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/B5sLD4NA1y	Gaat #Honda in 2017 het gat met #Mercedes dichten ? -> Ook Honda bereikt mogelijk de 1000 pk grens -… https://t.co/B5sLD4NA1y
824124270162939908	telegraaf	Leider Maltezer Orde stapt op https://t.co/8CykBAr7ve #vaticaan https://t.co/bo45MR7g4p	Leider Maltezer Orde stapt op https://t.co/8CykBAr7ve #vaticaan https://t.co/bo45MR7g4p
824124271249293313	CaroMaenhout	RT @kdejonck: Ma dees heb ik serieus ni gelezen?!?! https://t.co/oMU8RdcoUr	RT @kdejonck : Ma dees heb ik serieus ni gelezen ?!?! https://t.co/oMU8RdcoUr
824124273950396418	Beurs_Headlines	Negen maanden voor in GHB handelende Bredanaar https://t.co/1EJ00M3NP7 #info #vandaag #beurzen	Negen maanden voor in GHB handelende Bredanaar https://t.co/1EJ00M3NP7 #info #vandaag #beurzen
824124275036745728	Zakelijk_Info	Negen maanden voor in GHB handelende Bredanaar https://t.co/T0IT61U3eU #zaken #zakelijk #artikel	Negen maanden voor in GHB handelende Bredanaar https://t.co/T0IT61U3eU #zaken #zakelijk #artikel
824124278664790016	vakmangezocht	#vacature Administratief Medewerk(st)er (20 uur per week): Organisatie: Elke onderneming wil een schone, fijne…… https://t.co/lHJLB4zTZW	#vacature Administratief Medewerk ( st ) er (20 uur per week ): Organisatie : Elke onderneming wil een schone , fijne …… https://t.co/lHJLB4zTZW
824124286097063936	faridasharifx	@Yassycisse @KBerahino heb jij ook alle uren van de klok gezien	@Yassycisse @KBerahino heb jij ook alle uren van de klok gezien
824124289079250946	AlwaysBieber02	onze #BestFanArmy #Beliebers #iHeartAwards	onze #BestFanArmy #Beliebers #iHeartAwards
824124294225653762	CaroMaenhout	RT @ChelseaMerckx: Kotsbeu om altijd voor iedereen te springen en niemand die hetzelfde doet 🙃	RT @ChelseaMerckx : Kotsbeu om altijd voor iedereen te springen en niemand die hetzelfde doet 🙃
