824044110554267648	PR0MISEEE_	Die chickie zit gewoon bij Jandino in die shoe lol #LRT	Die chickie zit gewoon bij Jandino in die shoe lol #LRT
824044606346133507	FreyaBuelens	RT @Kos_: Onze tijden. Wanneer een 10-jarige in de krant verstandiger is dan miljoenen stemgerechtigden. https://t.co/PYqS8tlNDK	RT @Kos_ : Onze tijden . Wanneer een 10- jarige in de krant verstandiger is dan miljoenen stemgerechtigden . https://t.co/PYqS8tlNDK
824044606346166272	HolyGroundhoppr	@ChrisSibon echt he leek geen einde aan te komen in de kou hahaha https://t.co/Uz8ITH66Cq	@ChrisSibon echt he leek geen einde aan te komen in de kou hahaha https://t.co/Uz8ITH66Cq
824044607369519104	roestenburg	RT @WRNoordwest: Teken ook deze petitie als je je zorgen maakt over de verkeersveiligheid Lv Chartroise #ondiep #noordwest https://t.co/Fz…	RT @WRNoordwest : Teken ook deze petitie als je je zorgen maakt over de verkeersveiligheid Lv Chartroise #ondiep #noordwest https://t.co/Fz …
824044609730973702	rivliv	#WimvanRooy stelt nl.dat wij ons westers cult. denken projecteren en daarom niet kunnen zien/geloven hoe #Islam fun… https://t.co/YkEywUn2QR	#WimvanRooy stelt nl . dat wij ons westers cult . denken projecteren en daarom niet kunnen zien / geloven hoe #Islam fun … https://t.co/YkEywUn2QR
824044610372702208	Michelle_vanl	Nogsteeds kapot veel hoofd- en buikpijn.😐	Nogsteeds kapot veel hoofd - en buikpijn .😐
824044612595675137	Ilseee_interest	RT @KoenHahn: Dit is vreselijk! Ik moet hier oprecht van janken. DIT KAN TOCH NIET! https://t.co/ogqLvUv9tv	RT @KoenHahn : Dit is vreselijk ! Ik moet hier oprecht van janken . DIT KAN TOCH NIET ! https://t.co/ogqLvUv9tv
824044613468033024	naambetekenis	Betekenis naam Patric: https://t.co/kV1sabSYMp #patric Kijk ook op: https://t.co/QA5CpFkNOz #naambetekenis	Betekenis naam Patric : https://t.co/kV1sabSYMp #patric Kijk ook op : https://t.co/QA5CpFkNOz #naambetekenis
824044614667669504	HurwenenWiki	De #waterstand van de #Waal bij #Hurwenen om 00.30 uur: 74cm +N.A.P. Meer waterstanden: https://t.co/f77oCOth01	De #waterstand van de #Waal bij #Hurwenen om 00.30 uur : 74 cm +N.A.P. Meer waterstanden : https://t.co/f77oCOth01
824044620032208897	ImJustineexx	RT @justinevdv: Mijn hoofd heeft zijn limiet bereikt #tganiemeer	RT @justinevdv : Mijn hoofd heeft zijn limiet bereikt #tganiemeer
824044619574939648	Pubbiedus	@holden1957 @robhoogendoorn wat kost een kameel https://t.co/wFxxO1gT12	@holden1957 @robhoogendoorn wat kost een kameel https://t.co/wFxxO1gT12
824044620644569091	loveinground	Zij die het opgeven weten nooit hoe dicht ze bij hun doel waren. #loveinground	Zij die het opgeven weten nooit hoe dicht ze bij hun doel waren . #loveinground
824044623832248325	Overijssel_	Wie wordt de 18e Oppersleper van de Hènige Slepvèènt??? https://t.co/1CK06lPoDp #overijssel #provincie #nieuwsoverijssel	Wie wordt de 18e Oppersleper van de Hènige Slepvèènt ??? https://t.co/1CK06lPoDp #overijssel #provincie #nieuwsoverijssel
824044625811927040	BXRadio_	Nieuw op https://t.co/HGCViKvmw7 : Vandaag woensdag 25 januari 2017 https://t.co/LHNSt8LI9w	Nieuw op https://t.co/HGCViKvmw7 : Vandaag woensdag 25 januari 2017 https://t.co/LHNSt8LI9w
824044626155868160	GerardKrolNL	@AntiLinksFasc Rapport van SCP uit 2012. Getallen die ik noem zijn wel de grootste verbeteringen. https://t.co/3tOOHElaTX	@AntiLinksFasc Rapport van SCP uit 2012. Getallen die ik noem zijn wel de grootste verbeteringen . https://t.co/3tOOHElaTX
824044630954180608	shakiravekens	RT @Martijnvilijn: Ben alles en iedereen beu, ik wil op reis	RT @Martijnvilijn : Ben alles en iedereen beu , ik wil op reis
824044627934244864	stroopzwaffel	@racekak @jadzyah kom niet bemoeien broer	@racekak @jadzyah kom niet bemoeien broer
824044632455712768	jolanda1253	@DeFriesland @ZilverenKruis @Zorgautoriteit @MinVWS eerste kamer is donor we gaan naar maatschappij je bent een geboren donor of geboren	@DeFriesland @ZilverenKruis @Zorgautoriteit @MinVWS eerste kamer is donor we gaan naar maatschappij je bent een geboren donor of geboren
824044635844739072	alainkahn	@VogelvrijeHArts ja dat is veel meer stank #goededeal Waarom buiten #belastingdienstom Lijkt op Ivo O het was niks het is niks en wordt niks	@VogelvrijeHArts ja dat is veel meer stank #goededeal Waarom buiten #belastingdienstom Lijkt op Ivo O het was niks het is niks en wordt niks
824044638596169728	RobVergeer	@KlodderPosters @ADnl Met bewijzen komen Jos en dan snel krant bellen, want dan heb je nieuws...Over dat schieten hoor ik je niet..#bewijs	@KlodderPosters @ADnl Met bewijzen komen Jos en dan snel krant bellen , want dan heb je nieuws ... Over dat schieten hoor ik je niet .. #bewijs
824044641204994048	weyerwin	RT @jangajentaan: Toen we verhuisden moest mijn uit Suriname afkomstige partner naar inburgeringcommissie. Dame met hoofddoek checkte haar…	RT @jangajentaan : Toen we verhuisden moest mijn uit Suriname afkomstige partner naar inburgeringcommissie . Dame met hoofddoek checkte haar …
824044642169712645	MiekeDeBruycker	Mieke heeft zojuist een Dexter-minikoe grootgebracht! https://t.co/Ar964wzmIS	Mieke heeft zojuist een Dexter-minikoe grootgebracht ! https://t.co/Ar964wzmIS
824044642933018624	TheN00bpower	Ik vind een @YouTube-video van @mikediva leuk: https://t.co/5UI89klrjy Kazoo Kid - Trap Remix	Ik vind een @YouTube - video van @mikediva leuk : https://t.co/5UI89klrjy Kazoo Kid - Trap Remix
824044644119908352	bobollenstreek	Workshop toneelspelen bij Toneelvereniging ODI. https://t.co/Z5saroSo42	Workshop toneelspelen bij Toneelvereniging ODI . https://t.co/Z5saroSo42
824044643901968385	AriePaap	@Pritt @1_Vagabond @Percolator_HNJ Rood Politiek. gekleurde rechters hebben hier maling aan zie ShowProces Wilders!	@Pritt @1_Vagabond @Percolator_HNJ Rood Politiek . gekleurde rechters hebben hier maling aan zie ShowProces Wilders !
824044644929589248	nathaliekok	@veracamilla huhu later in de video vind ik het prima maar meteen is echt irritant	@veracamilla huhu later in de video vind ik het prima maar meteen is echt irritant
824044645172781057	FerryvWijnen	@RobbinvPelt Ga jij nu ook al iedereen over 1 kam scheren?! 👍😀@VVD @JOVD @volkskrant @toineheijmans	@RobbinvPelt Ga jij nu ook al iedereen over 1 kam scheren ?! 👍😀 @VVD @JOVD @volkskrant @toineheijmans
824044645734678529	N1ntendo	Nieuws: 30% Korting op alle Zelda-titels tijdens The Legend of Zelda-weeks 2017 https://t.co/FoyDdCjX3I	Nieuws : 30% Korting op alle Zelda-titels tijdens The Legend of Zelda-weeks 2017 https://t.co/FoyDdCjX3I
824044647941111811	rijschool_nl	Op zoek naar een rijschool in Amsterdam? Rijlessen volg je bij Rijschool Amsterdam.Nl. Kijk op https://t.co/TemoOBvpIa	Op zoek naar een rijschool in Amsterdam ? Rijlessen volg je bij Rijschool Amsterdam . Nl . Kijk op https://t.co/TemoOBvpIa
824044650847670276	Bijan63	RT @Bijan63: T.a.v. journalisten die zeiden: 'we moeten #Trump niet snel beoordelen, geeft hem nog n kans'. Les: maak nu niet de…	RT @Bijan63 : T.a.v. journalisten die zeiden : ' we moeten #Trump niet snel beoordelen , geeft hem nog n kans '. Les : maak nu niet de …
824044652550615044	jandeboeruk33	RT @Blondemevrouw1: Donderdag gaat de #PvdA het kabinet laten vallen om net voor de verkiezingen los te koppelen van #VVD in hoop kiezers t…	RT @Blondemevrouw1 : Donderdag gaat de #PvdA het kabinet laten vallen om net voor de verkiezingen los te koppelen van #VVD in hoop kiezers t…
824044653288849410	jeannemarian	RT @EWdeVlieger: Geachte @PieterOmtzigt Ik stel je nu twee vragen. Klopt dit en sta je hier achter? https://t.co/81wFBWFF04 dank voor antwo…	RT @EWdeVlieger : Geachte @PieterOmtzigt Ik stel je nu twee vragen . Klopt dit en sta je hier achter ? https://t.co/81wFBWFF04 dank voor antwo …
824044654085558272	newsjsNL	Fillon drukt rumoer rond salaris echtgenote snel de kop in - AD.nl https://t.co/0nk9PFI1Hn #Artikelen https://t.co/8LGiT7GaIN	Fillon drukt rumoer rond salaris echtgenote snel de kop in - AD . nl https://t.co/0nk9PFI1Hn #Artikelen https://t.co/8LGiT7GaIN
824044654597382145	KapiteinKip	@ElektroNekoTabi @semilevel Mag ik bitchslappen met mijn neppe kipfilets?	@ElektroNekoTabi @semilevel Mag ik bitchslappen met mijn neppe kipfilets ?
824044655331446788	POL_Volendam	RT @POL_HJansen: Vanavond een bloemetje uitgereikt aan de familie Groot, Edam. Zij hebben erger voorkomen, tijdens een mishandeling.…	RT @POL_HJansen : Vanavond een bloemetje uitgereikt aan de familie Groot , Edam . Zij hebben erger voorkomen , tijdens een mishandeling .…
824044657256566784	messi24021986	@Yaskeay @Aboujahjah 3/2 Niemand gaat je anders serieus nemen.	@Yaskeay @Aboujahjah 3/2 Niemand gaat je anders serieus nemen .
824044659186012161	ImJustineexx	RT @Robbevsb: Moest ik een zinsdeel zijn was 'k momenteel echt een lijdend voorwerp	RT @Robbevsb : Moest ik een zinsdeel zijn was 'k momenteel echt een lijdend voorwerp
824044659349463040	newsjsnlbe	1977-2017: Termont zit 40 jaar in het stadhuis van Gent - Het Nieuwsblad https://t.co/ZNXzi6AKO1 #Artikelen https://t.co/RZfflDP83G	1977-2017: Termont zit 40 jaar in het stadhuis van Gent - Het Nieuwsblad https://t.co/ZNXzi6AKO1 #Artikelen https://t.co/RZfflDP83G
824044662688055297	newsjsNL	SPD zet nieuwe man in tegen Merkel - NRC https://t.co/KRkZQKX26k #Artikelen https://t.co/iQ7Aa56o8m	SPD zet nieuwe man in tegen Merkel - NRC https://t.co/KRkZQKX26k #Artikelen https://t.co/iQ7Aa56o8m
824044662822420482	Rokkiejager	@dennisvanbergen Prachtig voor Sparta. Nu ook maar winnen dan die beker.	@dennisvanbergen Prachtig voor Sparta . Nu ook maar winnen dan die beker .
824044663476731904	Ginarodine_	@JWMUSICOFFICIAL Eigenlijk heb je best wel grote tepels.	@JWMUSICOFFICIAL Eigenlijk heb je best wel grote tepels .
824044664353329153	NicoSchraag	RT @PierreSpaninks: Voor de niet-vakbonders onder u: de #ZZP-bond van de FNV gaat dus op in de FNV https://t.co/wkdq5ETre3	RT @PierreSpaninks : Voor de niet-vakbonders onder u: de #ZZP - bond van de FNV gaat dus op in de FNV https://t.co/wkdq5ETre3
824044664521191424	DonPetrocelli	RT @JetseBol: Ik ben al meerdere keren door scooterrijders aangehouden of ik achter ze wil trainen! Colombia 🇨🇴👌🏻	RT @JetseBol : Ik ben al meerdere keren door scooterrijders aangehouden of ik achter ze wil trainen ! Colombia 🇨🇴👌🏻
824044668115648512	Jaspolitiek	En hier de #VVD ers die wel betrouwbaar zijn: https://t.co/ER8Y9xbKp1	En hier de #VVD ers die wel betrouwbaar zijn : https://t.co/ER8Y9xbKp1
824044669659185153	RadioVlNationaa	Karen Ferreira Ek wil by jou wees https://t.co/24RkUn1lBI	Karen Ferreira Ek wil by jou wees https://t.co/24RkUn1lBI
824044669256372224	newsjsnlbe	Tom Boonen kan het nog: op zijn 36ste geeft hij iedereen het nakijken in San Juan - Het Laatste Nieuws… https://t.co/5TNjQa3qZP	Tom Boonen kan het nog : op zijn 36 ste geeft hij iedereen het nakijken in San Juan - Het Laatste Nieuws … https://t.co/5TNjQa3qZP
824044673933201408	TweetNafi	RT @sanderphilipse: Zeventig jaar lang onderwijs over de shoah, maar etnische zuivering is gewoon een onderwerp om te bespreken. Niets gele…	RT @sanderphilipse : Zeventig jaar lang onderwijs over de shoah , maar etnische zuivering is gewoon een onderwerp om te bespreken . Niets gele …
824044676005134336	FilarskiKristin	RT @LennartvN: We zijn in de fase na 'minder minder minder', er wordt nu concreet in 'debatten' gesproken over oplossingen. Angstaanjagend.	RT @LennartvN : We zijn in de fase na ' minder minder minder ', er wordt nu concreet in ' debatten ' gesproken over oplossingen . Angstaanjagend .
824044675753451520	abmbvba	RT @ArmandVervaeck: #Trump zal normaal nu donderdag een heleboel bevelen over #immigratie ondertekenen. Verwachting: intrekken #Visa ui…	RT @ArmandVervaeck : #Trump zal normaal nu donderdag een heleboel bevelen over #immigratie ondertekenen . Verwachting : intrekken #Visa ui …
824044676378456065	radio501	e kunt ook naar #Radio501 luisteren via 'Radio501 Smartphone app' Ga naar: https://t.co/QZNGFvtr7s	e kunt ook naar #Radio501 luisteren via ' Radio 501 Smartphone app ' Ga naar : https://t.co/QZNGFvtr7s
824044677129240580	thaliastuerr	RT @RobineVerwilt: Gast ma als uw mama slechtgezind thuiskomt, wette gewoon da heel uwen avond verpest is	RT @RobineVerwilt : Gast ma als uw mama slechtgezind thuiskomt , wette gewoon da heel uwen avond verpest is
824044678819483653	xmgbss	@Sofietjjee wat heeft vlees hiermee te maken? Y'all wildin	@Sofietjjee wat heeft vlees hiermee te maken ? Y'all wildin
824044680862121984	Add_Promotions	Even voorstellen aan Trump - Zondag met Lubach (S06) https://t.co/3JtTSHOH4o	Even voorstellen aan Trump - Zondag met Lubach (S06) https://t.co/3JtTSHOH4o
824044682032332800	kayotickitchen	@ome_haam Wel erg benieuwd naar de hele uitzending. Zal vast genuanceerder geweest zijn.	@ome_haam Wel erg benieuwd naar de hele uitzending . Zal vast genuanceerder geweest zijn .
824044679406768128	JouwradioMuziek	Free Souffriau - Held - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Free Souffriau - Held - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
824044682464395266	thaliastuerr	RT @NoaDeRidder: Ik vind u zó knap	RT @NoaDeRidder : Ik vind u zó knap
824044682565009408	Cath_1957	@Marios020 koelen ze wel lekker af en ontnuchteren in de tent.	@Marios020 koelen ze wel lekker af en ontnuchteren in de tent .
824044682871083010	newsjsNL	Sparta na zenuwslopende penaltyreeks naar halve finale - AD.nl https://t.co/xpMdRyH7xt #Artikelen https://t.co/pGk8XWLnhp	Sparta na zenuwslopende penaltyreeks naar halve finale - AD . nl https://t.co/xpMdRyH7xt #Artikelen https://t.co/pGk8XWLnhp
824044685501009920	slagzetcom	De slagzet van de dag is https://t.co/zBGY2myupV	De slagzet van de dag is https://t.co/zBGY2myupV
824044686847393793	RealDutchRoots	RT @misterdoom1: @Martinbosma_pvv @RealDutchRoots wordt hoog tijd om keuzes te maken ! zero tolerance en keiharde aanpak of situatie verder…	RT @misterdoom1 : @Martinbosma_pvv @RealDutchRoots wordt hoog tijd om keuzes te maken ! zero tolerance en keiharde aanpak of situatie verder …
824044690110550016	JulesDeBruycker	RT @bleonaqorrolli: Mijn dag is echt naar de klote als mijn avondeten vies is	RT @bleonaqorrolli : Mijn dag is echt naar de klote als mijn avondeten vies is
824044690928533504	bestshopdealsnl	€49,95 ipv €84,95 - Babyfoon met camera: Voor een zorgeloze nachtrust van uw baby #aanbieding voor: EUR 49,95 https://t.co/gPuaTEvolI	€49,95 ipv €84,95 - Babyfoon met camera : Voor een zorgeloze nachtrust van uw baby #aanbieding voor : EUR 49,95 https://t.co/gPuaTEvolI
824044695621955585	Rovalo57	@Bijan63 @marijkedentz Uw logica ontgaat me volledig. Onveilig gebied voor Fransen (bijv ex-kolonie) kan voor eigen volk tóch veilig zijn.	@Bijan63 @marijkedentz Uw logica ontgaat me volledig . Onveilig gebied voor Fransen ( bijv ex-kolonie ) kan voor eigen volk tóch veilig zijn .
824044695705817088	WorldCouponSpot	Kortingscode Webprint.nl / Actiecode Webprint.nl – 30% korting op 40×60 wanddecoratie https://t.co/eoHOCxlx6v	Kortingscode Webprint . nl / Actiecode Webprint . nl – 30% korting op 40×60 wanddecoratie https://t.co/eoHOCxlx6v
824044697819742208	bestshopdealsnl	Norlander laptoptas #aanbieding voor: EUR 19,95 https://t.co/iqaFNfveNe	Norlander laptoptas #aanbieding voor : EUR 19,95 https://t.co/iqaFNfveNe
824044706439041025	_pvdg	RT @haw19681: Nepnieuws is het probleem niet. Staatspropaganda is het werkelijke probleem. https://t.co/exxR6RzgxG	RT @haw19681 : Nepnieuws is het probleem niet . Staatspropaganda is het werkelijke probleem . https://t.co/exxR6RzgxG
824044708011851780	StingerAtWork	Mark Rutte z'n vrouw: "ik denk niet, dus ik besta niet".	Mark Rutte z'n vrouw : " ik denk niet , dus ik besta niet ".
824044710360649728	thaliastuerr	RT @justinevdv: Mijn hoofd heeft zijn limiet bereikt #tganiemeer	RT @justinevdv : Mijn hoofd heeft zijn limiet bereikt #tganiemeer
824044716727664641	jelenasfight	@celinetrudy ik kan niet slapen :(	@celinetrudy ik kan niet slapen :(
824044718300471297	KTyshchenko9	RT @mieke_198: Doe jij ook mee aan de gratis #photochallenge #kijkjerijk? https://t.co/ztQOAfwHN4 #kijkjerijk	RT @mieke_198 : Doe jij ook mee aan de gratis #photochallenge #kijkjerijk ? https://t.co/ztQOAfwHN4 #kijkjerijk
824044722129924096	BeveiligingAlg_	volgens uitspraak op hand en huid is besloten de uitspraak . dat ik of is opgelost. de uitspraak kan ik laten zien, van proces dood/leven	volgens uitspraak op hand en huid is besloten de uitspraak . dat ik of is opgelost . de uitspraak kan ik laten zien , van proces dood / leven
824044722280923136	ShanghaiBeat	'Ook Alves kan naar China: club doet Braziliaanse routinier aanbieding' - https://t.co/DiwmmbJ11p #Shanghai #China #上海	' Ook Alves kan naar China : club doet Braziliaanse routinier aanbieding ' - https://t.co/DiwmmbJ11p #Shanghai #China #上海
824044723295887360	jpdechery	RT @fvdemocratie: De dubbele tong van @MinPres Rutte. In NL stoere advertenties in de kranten, in Davos een heel ander verhaal. Stem…	RT @fvdemocratie : De dubbele tong van @MinPres Rutte . In NL stoere advertenties in de kranten , in Davos een heel ander verhaal . Stem …
824044723904118786	Salafiyya	@ronalduitgouda @JohanWeeber @GoudaPositief overigens kwam er duidelijk naar voren dat vvd'er als bemiddelaar was gekomen voor new moskee.	@ronalduitgouda @JohanWeeber @GoudaPositief overigens kwam er duidelijk naar voren dat vvd'er als bemiddelaar was gekomen voor new moskee .
824044727708319745	atietwiet	@AriePaap @jannyzeeland @pd4ejp @Grannny63 Een zus van mijn vader heet ook Sijtje!	@AriePaap @jannyzeeland @pd4ejp @Grannny63 Een zus van mijn vader heet ook Sijtje !
824044728752734212	AintNoSaintx	Onze #SaveIris	Onze #SaveIris
824044732439523328	LouvinAnpane	dus transgender boys 😒bestaat ook ? 😲😱😱 #ikwisthetniet 💔 — feeling confused	dus transgender boys 😒 bestaat ook ? 😲😱😱 #ikwisthetniet 💔 — feeling confused
824044734100475904	deweijerdesign	@hmvandenbrink @wierdduk @detafelvantijs @maartenhuygen @nrc > eens met reactie van zelfde mensen op antropologisch broddelwerk UvA. 4/4	@hmvandenbrink @wierdduk @detafelvantijs @maartenhuygen @nrc > eens met reactie van zelfde mensen op antropologisch broddelwerk UvA . 4/4
824044735270526976	Zonnetje1987	Ik doe mee met de #10jaariCulture #winactie voor de FitBit Charge 2 fitnessarmband https://t.co/yI6MiWF7bY /via @iCulture	Ik doe mee met de #10jaariCulture #winactie voor de FitBit Charge 2 fitnessarmband https://t.co/yI6MiWF7bY / via @iCulture
824044737221033988	Schemerwoude	@Moira_Mona Er is wel een redelijk midden maar dat betekend vooral dat je je muil opentrekt tegen nazi's.	@Moira_Mona Er is wel een redelijk midden maar dat betekend vooral dat je je muil opentrekt tegen nazi's .
824044739028721665	carinreinders	RT @CODAapeldoorn: De Boek-O-matic robot vond het fijn bij jullie op school. Plezierige voorleesdagen gewenst. https://t.co/D1V5YUbwuP	RT @CODAapeldoorn : De Boek-O-matic robot vond het fijn bij jullie op school . Plezierige voorleesdagen gewenst . https://t.co/D1V5YUbwuP
