820858115419766785	SalafPrince	RT @Krapuul: Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE	RT @Krapuul : Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE
820863966624808960	Sandra_Stork	RT @jndkgrf: Je doorziet hun spelletje. En je wilt het anders doen. Eerlijker, democratischer, fatsoenlijker. Daarom:…	RT @jndkgrf : Je doorziet hun spelletje . En je wilt het anders doen . Eerlijker , democratischer , fatsoenlijker . Daarom :…
820863971171467270	maele_luz	Mama ga niet lachen dermee	Mama ga niet lachen dermee
820863971448225792	P2000GldMid	a2 edendreef ede 6716HE 4707 | Ambulance met gepaste spoed naar Edendreef in Ede | https://t.co/iV5kLstqIy	a2 edendreef ede 6716 HE 4707 | Ambulance met gepaste spoed naar Edendreef in Ede | https://t.co/iV5kLstqIy
820863972689793024	Marieke_th	@remysteijger @Freshgadgets Wat ontroerend om te zien.	@remysteijger @Freshgadgets Wat ontroerend om te zien .
820863976930033665	OONs5QYe7Vbe8Hp	RT @Hetverlorenboek: Maar......,?, https://t.co/CzDPu4qVfL	RT @Hetverlorenboek : Maar ......,?, https://t.co/CzDPu4qVfL
820863984458829824	sameerahk_	RT @OliviaLMoger: "zon't zo it"	RT @OliviaLMoger : " zon't zo it "
820863987181035520	laura63dijkman	RT @ADnl: Turks vrachtvliegtuig stort neer op woonhuizen in Kirgizië: minstens zestien doden https://t.co/4pf5f3Dr2d	RT @ADnl : Turks vrachtvliegtuig stort neer op woonhuizen in Kirgizië : minstens zestien doden https://t.co/4pf5f3Dr2d
820863987709603842	karlijnluijpen	RT @nelissen_ingrid: @keesvangeffen Wij zijn ongelooflijk blij met d warme betrokkenheid v @lionscluboss. Samen t verschil maken voor de ki…	RT @nelissen_ingrid : @keesvangeffen Wij zijn ongelooflijk blij met d warme betrokkenheid v @lionscluboss . Samen t verschil maken voor de ki …
820863988187758594	festivalnieuws	Altran Netherlands - Nederland - en Model Based Testen * De kans om het podium te pakken als specialist in onze… https://t.co/U6Pb8IAqnt	Altran Netherlands - Nederland - en Model Based Testen * De kans om het podium te pakken als specialist in onze … https://t.co/U6Pb8IAqnt
820863992923037696	festivalnieuws	VGZ - Eindhoven, Noord-Brabant - die je met enthousiasme over weet te brengen. Sensitief als je bent, weet je ook… https://t.co/U6Pb8IAqnt	VGZ - Eindhoven , Noord-Brabant - die je met enthousiasme over weet te brengen . Sensitief als je bent , weet je ook … https://t.co/U6Pb8IAqnt
820863993803927552	BoelenJoyce_	Hoe genant was het zelfs om u te zien vandaag #awkward	Hoe genant was het zelfs om u te zien vandaag #awkward
820863993749315585	_Veluwe	VSCO´61 bekert tegen Sportclub #Bemmel https://t.co/JMslPD5W6j In de vierde ronde van de #KNVB-Beker speelt VSCO´61 op zaterdag 25 februar…	VSCO ´61 bekert tegen Sportclub #Bemmel https://t.co/JMslPD5W6j In de vierde ronde van de #KNVB - Beker speelt VSCO ´61 op zaterdag 25 februar …
820863996161036288	Maasduinen	"Peter Lourensen nieuwe prins van Bombakkes" https://t.co/BYQB6c9p7c	" Peter Lourensen nieuwe prins van Bombakkes " https://t.co/BYQB6c9p7c
820863998216306688	ffl641	RT @ErikWassenaar: Goedemorgen, vandaag staan er 3004 karren #roses op #floraholland Aalsmeer. Incl 'Jumilia'. Fijne bloemendag! https://t.…	RT @ErikWassenaar : Goedemorgen , vandaag staan er 3004 karren #roses op #floraholland Aalsmeer . Incl ' Jumilia '. Fijne bloemendag ! https://t. …
820863998421770240	atennapel	Iedereen veel sterkte toegewenst voor vandaag https://t.co/EDpFIGFYiU	Iedereen veel sterkte toegewenst voor vandaag https://t.co/EDpFIGFYiU
820863999214518272	NoraGeldhof	RT @Deopiniemaker: Ik zou toch eens in de les gaan bij @DanielTermont.Visie van deze eeuw en niet van 1950 Vraag eens aan de jeugd zon…	RT @Deopiniemaker : Ik zou toch eens in de les gaan bij @DanielTermont . Visie van deze eeuw en niet van 1950 Vraag eens aan de jeugd zon …
820864003706679297	wijzijnhierNL	RT @TonMeurs: VERHINDERD? WRITERS RESIST EVENT 15 Jan. 18.30u. voor @wijzijnhierNL BUTCHERS TEARS Karperweg 45 A'dam Doneer!…	RT @TonMeurs : VERHINDERD ? WRITERS RESIST EVENT 15 Jan . 18.30u. voor @wijzijnhierNL BUTCHERS TEARS Karperweg 45 A'dam Doneer !…
820864004704927744	BenvanderMolen2	Unilever wil afbreekbaar plastic voor alle verpakkingen in 2025 https://t.co/oYUo2deDjV	Unilever wil afbreekbaar plastic voor alle verpakkingen in 2025 https://t.co/oYUo2deDjV
820864009838743554	tackaru	Ik vind een @YouTube-video leuk: https://t.co/n37GhTCrZ7 fat bitches fighting	Ik vind een @YouTube - video leuk : https://t.co/n37GhTCrZ7 fat bitches fighting
820864010186878976	BoswachterFrans	@MarianneCramer goedemorgen, mooie vrolijke maandag en een mooie start van een nieuwe week. Geniet ze	@MarianneCramer goedemorgen , mooie vrolijke maandag en een mooie start van een nieuwe week . Geniet ze
820864011789070336	GgGulen	RT @tijd: Duits rapport: 'Dader aanslag kerstmarkt reisde veel naar België' https://t.co/6JNe99ekgr	RT @tijd : Duits rapport : ' Dader aanslag kerstmarkt reisde veel naar België ' https://t.co/6JNe99ekgr
820864011973566464	Romazzzing	RT @Martijnvilijn: Ik ga niet liegen ik kan sommige mensen op twitter echt niet uitstaan. Ook al gaat het tegen mijn eigen "niet oordelen"…	RT @Martijnvilijn : Ik ga niet liegen ik kan sommige mensen op twitter echt niet uitstaan . Ook al gaat het tegen mijn eigen " niet oordelen "…
820864013802307584	LotteKoendering	RT @_G_L_E_N_N_: Het enige waar ik Facebook nog voor gebruik is om vrienden te taggen in die grappige foto's en video's. 😛	RT @_G_L_E_N_N_ : Het enige waar ik Facebook nog voor gebruik is om vrienden te taggen in die grappige foto's en video's . 😛
820864014385352704	homeFCDordt	As donderdag is het home van @fcdordrechtnl geopend. Dit voor een drankje, potje darts. Tevens inschrijving voor Sc Cambuur uit van 28 jan.	As donderdag is het home van @fcdordrechtnl geopend . Dit voor een drankje , potje darts . Tevens inschrijving voor Sc Cambuur uit van 28 jan .
820864017199726592	pvbprive	RT @Matthijs85: Rutte op 16 maart: "Met deze uitslag kunnen we niet anders dan regeren met de PVV" https://t.co/UFwnBmDf3F Mark my…	RT @Matthijs85 : Rutte op 16 maart : " Met deze uitslag kunnen we niet anders dan regeren met de PVV " https://t.co/UFwnBmDf3F Mark my …
820864017379930113	Olleke_in_TH	DEZE BRUTALE DIEF HEEFT SCHIJT AAN HEEL PATTAYA | DE POLITIE ZIT ZWAAR IN DE MAAG MET DIT STINKEND ZAAKJE! -… https://t.co/LHUo8Hi8H0	DEZE BRUTALE DIEF HEEFT SCHIJT AAN HEEL PATTAYA | DE POLITIE ZIT ZWAAR IN DE MAAG MET DIT STINKEND ZAAKJE ! -… https://t.co/LHUo8Hi8H0
820864019103879173	carolinegss6	Hoe knap je ook bent, u karakter maakt da helemaal kapot.	Hoe knap je ook bent , u karakter maakt da helemaal kapot .
820864020819431424	Bootburg	Mijn absolute favoriet van afgelopen weekend.... In opperste concentratie haar uiterste best willen doen..... De... https://t.co/SwqJeVtkwa	Mijn absolute favoriet van afgelopen weekend .... In opperste concentratie haar uiterste best willen doen ..... De ... https://t.co/SwqJeVtkwa
820864024648749056	_BrabantNieuws	Militair voor rechter vanwege dood Kaatsheuvelse Dollie Hanssen https://t.co/FTH97wiORb	Militair voor rechter vanwege dood Kaatsheuvelse Dollie Hanssen https://t.co/FTH97wiORb
820864028201418752	K_J_v_S	@Tantebonga dat wist ik nie! Maar ge zijt gewaarschuwd als je een zot door België ziet rijden ben ik dat 😊	@Tantebonga dat wist ik nie ! Maar ge zijt gewaarschuwd als je een zot door België ziet rijden ben ik dat 😊
820864029476474880	_Rotterdam	Meer Bedrijvigheid Overburen #Schiedam https://t.co/d90DTupzun De nieuwe gebruikers zijn bekend van de voormalige Grofsmederij op het terr…	Meer Bedrijvigheid Overburen #Schiedam https://t.co/d90DTupzun De nieuwe gebruikers zijn bekend van de voormalige Grofsmederij op het terr …
820864032236249089	_Rotterdam	Oud Actiemiddel Vliegtuighinder #Vlaardingen https://t.co/Etm11BWO4V Een nieuwe poster van GroenLinks uit #Vlaardingen, tegen de uitbreidi…	Oud Actiemiddel Vliegtuighinder #Vlaardingen https://t.co/Etm11BWO4V Een nieuwe poster van GroenLinks uit #Vlaardingen , tegen de uitbreidi …
820864033884606464	_rijnmondoost	[podcast] Donaties van WOP´s nu uitsluitend via MaakCapelle https://t.co/TWCDbeudhn Het geven van donaties aan initiatieven vanuit de wijk…	[ podcast ] Donaties van WOP ´s nu uitsluitend via MaakCapelle https://t.co/TWCDbeudhn Het geven van donaties aan initiatieven vanuit de wijk …
820864034404761600	_Delfzijl	Koninklijke onderscheiding voor brandweerman Pieter Ketting. Koninklijke onderscheiding voor brandweerman Pieter K… https://t.co/YLklXzENoj	Koninklijke onderscheiding voor brandweerman Pieter Ketting . Koninklijke onderscheiding voor brandweerman Pieter K… https://t.co/YLklXzENoj
820864036137013248	_Delfzijl	Expeditie Grunnen bij nieuwjaarswandeling Ewsum. Expeditie Grunnen bij nieuwjaarswandeling Ewsum. Gistermiddag von… https://t.co/dVhj0FgLt9	Expeditie Grunnen bij nieuwjaarswandeling Ewsum . Expeditie Grunnen bij nieuwjaarswandeling Ewsum . Gistermiddag von … https://t.co/dVhj0FgLt9
820864038125060096	cute_t_ful	RT @RobertKnijff: Stel je voor dat een willekeurige rechtse partij in Nederland én deze leuzen én deze kleuren zou gebruiken.…	RT @RobertKnijff : Stel je voor dat een willekeurige rechtse partij in Nederland én deze leuzen én deze kleuren zou gebruiken .…
820864044022333441	openomroep	#news Trump wil kernwapendeal met Rusland - De Gelderlander: De Gelderlander Trump wil… https://t.co/uzyahaWWs0	#news Trump wil kernwapendeal met Rusland - De Gelderlander : De Gelderlander Trump wil … https://t.co/uzyahaWWs0
820864044768886784	LotBouman	Het wordt mijn wekker op max. zetten of m'n buurvrouw vragen of ze mij over een uur in #020 wakker maakt..… https://t.co/t3ks3DPLvs	Het wordt mijn wekker op max . zetten of m'n buurvrouw vragen of ze mij over een uur in #020 wakker maakt ..… https://t.co/t3ks3DPLvs
820864048094912513	MARJOLEINmend	RT @VerkinderenA: De zondagavond keken we met z'n allen naar Kulderzipken https://t.co/xTe8cO4VxL	RT @VerkinderenA : De zondagavond keken we met z'n allen naar Kulderzipken https://t.co/xTe8cO4VxL
820864049177133056	Annyca05	@minetteh @flevogirl goedemorgen, werk en vergader ze.	@minetteh @flevogirl goedemorgen , werk en vergader ze .
820864054982021121	pvbprive	RT @sonja_vink: Wat een gelul van al die #fractieleden en aanhang, hoe kan je een partij uitsluiten, Wij het VOLK #stemmen #15maart…	RT @sonja_vink : Wat een gelul van al die #fractieleden en aanhang , hoe kan je een partij uitsluiten , Wij het VOLK #stemmen #15maart …
820864059813851137	HermanHulzen	@wenpennie @loopmaatjes @hardloopmoeders Ging jij niet eerst @CPCLoopDenHaag doen met @mooijalice ? Veel trainingssucces!!	@wenpennie @loopmaatjes @hardloopmoeders Ging jij niet eerst @CPCLoopDenHaag doen met @mooijalice ? Veel trainingssucces !!
820864058723356672	fireondemand1	trump vertelt accurate dingen @de_NVA hoe zouden wij inspelen op een instorten van de #euro ? https://t.co/1IZ0UEugp3	trump vertelt accurate dingen @de_NVA hoe zouden wij inspelen op een instorten van de #euro ? https://t.co/1IZ0UEugp3
820864061558718465	marcel_hgl1970	@MiriamMartina2 goedemorgen Miriam en een fijne dag vandaag.	@MiriamMartina2 goedemorgen Miriam en een fijne dag vandaag .
820864062338764801	frankhenzen	RT @XandervdWulp: Rutte verbaasd dat Roemer de VVD uitsluit voor samenwerking: "Ik dacht dat de Socialistische Partij zichzelf al had uitge…	RT @XandervdWulp : Rutte verbaasd dat Roemer de VVD uitsluit voor samenwerking : " Ik dacht dat de Socialistische Partij zichzelf al had uitge …
820864060237418499	LESTERHARMONY	Wow wat een bizarre oproep! 😂 #metro #treinleven https://t.co/kIcRPI4izf	Wow wat een bizarre oproep ! 😂 #metro #treinleven https://t.co/kIcRPI4izf
820864063030915073	Elisevastiau	RT @linabenmoh: hoezo gij stuurt mij dezelfde snaps als op uw verhaal; ga weggg	RT @linabenmoh : hoezo gij stuurt mij dezelfde snaps als op uw verhaal ; ga weggg
820864065887158272	MrJ_SINclair	@M64Mr dat valt mee.. de auto staat lekker warm in de parkeergarage..	@M64Mr dat valt mee .. de auto staat lekker warm in de parkeergarage ..
820864067611004930	31e440b39013495	Een Reiki sessie verwarmt hart en ziel. info@energyhigh.nl / 0651630805 https://t.co/4Ibu5e2d6x	Een Reiki sessie verwarmt hart en ziel . info @energyhigh . nl / 0651630805 https://t.co/4Ibu5e2d6x
820864068630302720	VMBOSpindel	Vandaag zijn Cheyenne Jager en Zoë Küpers jarig. Beiden van harte gefeliciteerd met jullie verjaardag.	Vandaag zijn Cheyenne Jager en Zoë Küpers jarig . Beiden van harte gefeliciteerd met jullie verjaardag .
820864072757415936	FlippoLife	@shaunintendo Voelen mensen zich wel beter als ze automatisch de dt-regel toepassen. Onterecht 😛	@shaunintendo Voelen mensen zich wel beter als ze automatisch de dt-regel toepassen . Onterecht 😛
820864074829492225	Mama_Kimm	Dankzij mijn collega mag ik op #blueMonday nog een uurtje langer op bed liggen. 💙	Dankzij mijn collega mag ik op #blueMonday nog een uurtje langer op bed liggen . 💙
820864076217729024	Tighza_Taza	@HommeKorstanje ik heb die onderbuik wens van @janeikelboom inhoudelijk van commentaar voor zien. Hoezo welles/nietes :)	@HommeKorstanje ik heb die onderbuik wens van @janeikelboom inhoudelijk van commentaar voor zien . Hoezo welles / nietes :)
820864079967436800	mavallie	RT @NTvG_actueel: Stevig wandelen net zo goed als hardlopen bij niet-alcoholische steatosis hepatis https://t.co/Ua4w1UgtOC	RT @NTvG_actueel : Stevig wandelen net zo goed als hardlopen bij niet-alcoholische steatosis hepatis https://t.co/Ua4w1UgtOC
820864081406099456	pvbprive	RT @joffrey25: Bijna alle partijen omarmen de islam en haar cultuur. Het zijn gevaarlijke idealisten. Bedenk dat als je straks in…	RT @joffrey25 : Bijna alle partijen omarmen de islam en haar cultuur . Het zijn gevaarlijke idealisten . Bedenk dat als je straks in …
820864083121569792	bertaglia_daria	RT @medusapapii: Kan niet blijven geven als ik niks ontvang	RT @medusapapii : Kan niet blijven geven als ik niks ontvang
820864082920218624	ADSportwereld	Bertens na uitschakeling met rode ogen: 'Uitvoering was gewoon belabberd' https://t.co/lmdcndqmjv https://t.co/1kUt0VfwsD	Bertens na uitschakeling met rode ogen : ' Uitvoering was gewoon belabberd ' https://t.co/lmdcndqmjv https://t.co/1kUt0VfwsD
820864085919223808	Pincessbiker13	Jy kan vis en chips in die mooiste kerspapier toe draai maar een of ander tyd slaan die vetkol deur! — feeling thoughtful	Jy kan vis en chips in die mooiste kerspapier toe draai maar een of ander tyd slaan die vetkol deur ! — feeling thoughtful
820864089664716801	sietseklinkhame	@frankweeink @RTLGP Dank voor de beelden en het verslag! Heb er van genoten!	@frankweeink @RTLGP Dank voor de beelden en het verslag ! Heb er van genoten !
820864092806193152	Zakkenrollen	RT @JoostNiemoller: Obama speelde met lucifers. Trump moet nu de brand blussen. https://t.co/Nyy4UzhmR4 via @volkskrant	RT @JoostNiemoller : Obama speelde met lucifers . Trump moet nu de brand blussen . https://t.co/Nyy4UzhmR4 via @volkskrant
820864093443751936	LaniTorfs	RT @LieslOst: Echt demotiverend als ge supergoed leert en uw examens nie gaan als gepland	RT @LieslOst : Echt demotiverend als ge supergoed leert en uw examens nie gaan als gepland
820864093850636289	RegioDate	Ginna 28j. ik zoek een toffe man die het alleen zijn ook beu is https://t.co/kyZSnCfWm6	Ginna 28j. ik zoek een toffe man die het alleen zijn ook beu is https://t.co/kyZSnCfWm6
820864096287522817	sambamyy	RT @ArtieBlue_: Mijn schoolritme is echt omzeep. Ik geraak niet in slaap 's avonds en ik geraak niet uit mijn bed 's ochtends.	RT @ArtieBlue_ : Mijn schoolritme is echt omzeep . Ik geraak niet in slaap 's avonds en ik geraak niet uit mijn bed 's ochtends .
820864099101851648	LopesBeck	@carolkisten ooi ? aan ? que ?	@carolkisten ooi ? aan ? que ?
820864099428999168	frankhenzen	RT @itcoolnl: Nationaal Zorgfonds Sluit je aan >>> https://t.co/2ySPY63BRd https://t.co/X1XFF9vDTH #SPnlMaart2017 #239000mensen	RT @itcoolnl : Nationaal Zorgfonds Sluit je aan >>> https://t.co/2ySPY63BRd https://t.co/X1XFF9vDTH #SPnlMaart2017 #239000mensen
820864106953670657	mavallie	RT @NTvG_actueel: Oudere krijgt tablet niet goed uit de strip https://t.co/uBFAjUAkGb	RT @NTvG_actueel : Oudere krijgt tablet niet goed uit de strip https://t.co/uBFAjUAkGb
820864106580348928	hans_koevoet	@Japked Ja. Ik heb er weer een voor je: 'correctie'. Op de beurs. Betekent daar ALTIJD 'wordt minder waard'. Is 'minder waard' correcter?	@Japked Ja . Ik heb er weer een voor je : ' correctie '. Op de beurs . Betekent daar ALTIJD ' wordt minder waard '. Is ' minder waard ' correcter ?
820864110200033281	ANWBverkeer	In het oosten en zuidoosten van het land komt dichte M I S T voor	In het oosten en zuidoosten van het land komt dichte M I S T voor
820864111483506688	ookkato	@Arriva_NL even ter jullie info: nog steeds niets opgelost: app zegt spoor 2a, trein komt op spoor 20 binnen. Verwarrend!	@Arriva_NL even ter jullie info : nog steeds niets opgelost : app zegt spoor 2a, trein komt op spoor 20 binnen . Verwarrend !
820864113589030913	adriaennsensf02	RT @Selena_servaes: Veel te veel moeite gedaan voor de verkeerde personen	RT @Selena_servaes : Veel te veel moeite gedaan voor de verkeerde personen
820864113857490945	Jazzbluestour	@BoswachterFrans mogge Frans 👍 dankje jij ook geweldige dag	@BoswachterFrans mogge Frans 👍 dankje jij ook geweldige dag
820864118425055233	RobbieVelders	Gewonden bij trambotsing Rotterdam Centraal https://t.co/Iknr6rAeZF	Gewonden bij trambotsing Rotterdam Centraal https://t.co/Iknr6rAeZF
820864121382047748	BNR	Er zijn in totaal 1,8 miljoen bedrijven in Nederland. Een record, volgens de @KvK_NL https://t.co/EZFgQHhrQi https://t.co/94brgkTLZe	Er zijn in totaal 1,8 miljoen bedrijven in Nederland . Een record , volgens de @KvK_NL https://t.co/EZFgQHhrQi https://t.co/94brgkTLZe
820864122476724224	haroldus	RT @homeFCDordt: As donderdag is het home van @fcdordrechtnl geopend. Dit voor een drankje, potje darts. Tevens inschrijving voor Sc Cambuu…	RT @homeFCDordt : As donderdag is het home van @fcdordrechtnl geopend . Dit voor een drankje , potje darts . Tevens inschrijving voor Sc Cambuu …
820864122778746880	ErnstJanBos	@vdvtweets Goedemorgen Arjan, ik zou bijna zeggen.... bewijs? Een energieke dag gewenst dan maar!	@vdvtweets Goedemorgen Arjan , ik zou bijna zeggen .... bewijs ? Een energieke dag gewenst dan maar !
820864124578123777	Rabellamaria	Van zorgstaat naar 'zoek het maar uit met je zooitje staat'! Nieuw dieptepunt in Nederland! Triest! https://t.co/KsF1u0OesY	Van zorgstaat naar ' zoek het maar uit met je zooitje staat '! Nieuw dieptepunt in Nederland ! Triest ! https://t.co/KsF1u0OesY
820864126469730304	pvbprive	RT @JohanvanKlavere: Nou, journalisten en opinie schrijvers...kan allemaal wel hé😬 @telegraaf @volkskrant @RTLnieuws @Elsevier @nrc @NOS…	RT @JohanvanKlavere : Nou , journalisten en opinie schrijvers ... kan allemaal wel hé 😬 @telegraaf @volkskrant @RTLnieuws @Elsevier @nrc @NOS …
