824844383262433284	DecockDounia	Laatste ki dak hier zit wi zeg (voorlopig toch) (@ bureau 📚📚📚) https://t.co/YIMxRxqtPR	Laatste ki dak hier zit wi zeg ( voorlopig toch ) (@ bureau 📚📚📚) https://t.co/YIMxRxqtPR
824848717266120704	ErafoneSun	RT @Bery_M: Go #indonesia voor #MissUniverse Kezia is good, vote her.. Indonesia on top	RT @Bery_M : Go #indonesia voor #MissUniverse Kezia is good , vote her .. Indonesia on top
824848716884357120	I_am_mvrolijk	@bhogeweg @zwnv @KETEL1 als ik maar niet hoef te proeven 😨	@bhogeweg @zwnv @KETEL1 als ik maar niet hoef te proeven 😨
824848719690362880	Erwin_Ruyter	@marcel_hgl1970 @ricksmam werk ze	@marcel_hgl1970 @ricksmam werk ze
824848725856047104	josephsneyers	@EddyVerkeste @noordzeeradiobe @LucVervloet @krannoot @paulpauwels @InnPeeters @ErnaDKeulenaere En koud.... was rap terug met woefke..	@EddyVerkeste @noordzeeradiobe @LucVervloet @krannoot @paulpauwels @InnPeeters @ErnaDKeulenaere En koud .... was rap terug met woefke ..
824848734861168642	JfromtheBlog	Doeiii Oahu, op naar Maui! https://t.co/e5B80PPftr	Doeiii Oahu , op naar Maui ! https://t.co/e5B80PPftr
824848741861449729	marcel_hgl1970	@Dnielle7603 goedemorgen Daniëlle en een fijne vrijdag	@Dnielle7603 goedemorgen Daniëlle en een fijne vrijdag
824848745732857857	HuyckeKaat	RT @irmadrkvc: PFFFFF kwil altijd zoveeeeeel tweeten maar dan denk ik "nah be the bigger person" 💆🏽💆🏽💆🏽	RT @irmadrkvc : PFFFFF kwil altijd zoveeeeeel tweeten maar dan denk ik " nah be the bigger person " 💆🏽💆🏽💆🏽
824848765697658880	irmatennapel	Altijd verse tussendoortjes onderweg https://t.co/Ko6QKk81BR https://t.co/wLW6paj3p4	Altijd verse tussendoortjes onderweg https://t.co/Ko6QKk81BR https://t.co/wLW6paj3p4
824848766968606723	Overheidscijfer	RT @KNMI: Verwachting vandaag en morgen: Koude ochtend, eerst veel zon, later meer sluierbewolking. https://t.co/TbuKFT49Gg	RT @KNMI : Verwachting vandaag en morgen : Koude ochtend , eerst veel zon , later meer sluierbewolking . https://t.co/TbuKFT49Gg
824848769346703360	Overheidscijfer	RT @statistiekcbs: Welke consumentengoederen stegen vorig jaar het hardst in prijs? https://t.co/0wNYGTtdJI https://t.co/p5N4p4m0PE	RT @statistiekcbs : Welke consumentengoederen stegen vorig jaar het hardst in prijs ? https://t.co/0wNYGTtdJI https://t.co/p5N4p4m0PE
824848769883607041	PBruynen	RT @Al_Capsones: Als je na het #steurdebat nog steeds op de @VVD gaat stemmen ben je allang niet meer een naieve pannekoek maar gewoon staa…	RT @Al_Capsones : Als je na het #steurdebat nog steeds op de @VVD gaat stemmen ben je allang niet meer een naieve pannekoek maar gewoon staa …
824848770936381443	IcebobaGaming	Ik vind een @YouTube-video van @baronvongamez leuk: https://t.co/90tDRcK5mf TABS NEW PHYSICS = Totally Drunk Simulator - Totally	Ik vind een @YouTube - video van @baronvongamez leuk : https://t.co/90tDRcK5mf TABS NEW PHYSICS = Totally Drunk Simulator - Totally
824848772358303744	elzet_fourie	RT @ek_verteller: Wie jy sê jy is beteken vir my niks. Wys vir my wie jy is.	RT @ek_verteller : Wie jy sê jy is beteken vir my niks . Wys vir my wie jy is .
824848772735737856	covara	@lucia271 Maar toch!	@lucia271 Maar toch !
824848773121597440	MordSith73	Goedemorgen twitter wereld. https://t.co/4SEKd6Tp0J	Goedemorgen twitter wereld . https://t.co/4SEKd6Tp0J
824848777831800832	DemocraEurope	Be HLN: Kwart van werklozen hoeft geen werk te zoeken - Een kwart van de werklozen die een uitkering krijgen va... https://t.co/FONExv8Lq0	Be HLN : Kwart van werklozen hoeft geen werk te zoeken - Een kwart van de werklozen die een uitkering krijgen va ... https://t.co/FONExv8Lq0
824848778121195520	DeCarriereBuddy	Men begint het te begrijpen: https://t.co/i5YNubx7dj	Men begint het te begrijpen : https://t.co/i5YNubx7dj
824848779547287552	ADshownieuws	Als ik even iets berichten mag, vandaag is het Gedichtendag https://t.co/v2ADNHNT2Z	Als ik even iets berichten mag , vandaag is het Gedichtendag https://t.co/v2ADNHNT2Z
824848780927266816	Kranten_en_RTV	AD | Koorts bij kind: waar let je op? https://t.co/belsFYRgfy	AD | Koorts bij kind : waar let je op ? https://t.co/belsFYRgfy
824848782206447617	justlisette	@jbartelds Ach Jaap, wat een verdrietig nieuws. Sterkte.	@jbartelds Ach Jaap , wat een verdrietig nieuws . Sterkte .
824848783435395077	Kranten_en_RTV	AD | Sport vandaag: Eredivisie, Australian Open, World Cup Berlijn https://t.co/x3x0FDj262	AD | Sport vandaag : Eredivisie , Australian Open , World Cup Berlijn https://t.co/x3x0FDj262
824848786266607616	KNoconiJ	Vrijdag, de dag, voor het weekend!	Vrijdag , de dag , voor het weekend !
824848789408096256	dun_peter	RT @lucienengelen: Zullen we binnenkort ál die voorbeelden uit de #ehw17 #ehealthweek binnenkort eens vragen waarom het hún wél lukt? -#ond…	RT @lucienengelen : Zullen we binnenkort ál die voorbeelden uit de #ehw17 #ehealthweek binnenkort eens vragen waarom het hún wél lukt ? - #ond …
824848789785583617	GerlofLeistra	RT @ChrisFloks: Goed bezig, amice. https://t.co/C2neZ1KnwA	RT @ChrisFloks : Goed bezig , amice . https://t.co/C2neZ1KnwA
824848794831294464	Norse_Ninja	VALLOWING EEN EES GANDFADDA'S VOOTSHTAPS. #YoungFrankenstein #nz1701d #NewZealand #BayOfIslands #latergram… https://t.co/PKFKyWZTJA	VALLOWING EEN EES GANDFADDA'S VOOTSHTAPS . #YoungFrankenstein #nz1701d #NewZealand #BayOfIslands #latergram … https://t.co/PKFKyWZTJA
824848799067541504	NederlinBedrijf	VOF Bunschoten Herenmode Herenkleding Huizen - Herenkleding bedrijf VOF Bunschoten Herenmode uit Huizen. Contac... https://t.co/DcNLhf8ABC	VOF Bunschoten Herenmode Herenkleding Huizen - Herenkleding bedrijf VOF Bunschoten Herenmode uit Huizen . Contac ... https://t.co/DcNLhf8ABC
824848799600238592	RotterdamAlarm	a2 directe inzet: dia ambu 17177 maldenburgkg rotterdam rottdm bon 9732 Ambulance met gepaste spoed naar Maldenburg in Rotterdam	a2 directe inzet : dia ambu 17177 maldenburgkg rotterdam rottdm bon 9732 Ambulance met gepaste spoed naar Maldenburg in Rotterdam
824848802523729920	toscana_veiling	RT @maritmarit9: @xOrangeStrqfe_ 666 RT's changed Ie zijn naam naar Dyloen❤️😂 #RTislief https://t.co/J975atXqIz	RT @maritmarit9 : @xOrangeStrqfe_ 666 RT's changed Ie zijn naam naar Dyloen ❤️😂 #RTislief https://t.co/J975atXqIz
824848805191258113	pvbprive	Er zijn wel erg veel Pinokkio's maar er IS maar een hoofd Pinokkio dat is @MinPres. Hij wil Rutte 3 kabinet.Is nu a… https://t.co/Dp9ZdSmhU7	Er zijn wel erg veel Pinokkio's maar er IS maar een hoofd Pinokkio dat is @MinPres . Hij wil Rutte 3 kabinet . Is nu a… https://t.co/Dp9ZdSmhU7
824848805593960449	marcel_hgl1970	@singleMamaChris goedemorgen Chris en een fijne vrijdag	@singleMamaChris goedemorgen Chris en een fijne vrijdag
824848807544262656	marketingonline	[Nieuws] Jumbo zakt naar plek 7 in Merken Top 40 https://t.co/HzIvWC9vK9	[ Nieuws ] Jumbo zakt naar plek 7 in Merken Top 40 https://t.co/HzIvWC9vK9
824848809347788801	_Leeuwarden	Ontbijtshake: volle bak vrijdagavondvoetbal; droomfinale op Australian Open' https://t.co/w6v8a5cIce Goedemorgen! Wat een heerlijke stunt …	Ontbijtshake : volle bak vrijdagavondvoetbal ; droomfinale op Australian Open ' https://t.co/w6v8a5cIce Goedemorgen ! Wat een heerlijke stunt …
824848811449208832	ADnl	RT @RDStad: Het Sophia Kinderziekenhuis wil ouders betere instructies geven als hun kind koorts heeft https://t.co/zx97aBkQMv	RT @RDStad : Het Sophia Kinderziekenhuis wil ouders betere instructies geven als hun kind koorts heeft https://t.co/zx97aBkQMv
824848811684093952	IAmPsyko	@Narouvv heb 12u geslapen en ik wil gewoon 1 game kijken	@Narouvv heb 12u geslapen en ik wil gewoon 1 game kijken
824848812782952448	HenriettePE	RT @rtvnoord: SP wil met actieavond Refaja-ziekenhuis behouden https://t.co/CEx9C2ZWuK	RT @rtvnoord : SP wil met actieavond Refaja-ziekenhuis behouden https://t.co/CEx9C2ZWuK
824848812879474689	VI_nl	Feyenoorder Eljero Elia is openhartig in een uitgebreid interview met VI. https://t.co/E4JWJHuML4	Feyenoorder Eljero Elia is openhartig in een uitgebreid interview met VI . https://t.co/E4JWJHuML4
824848813969977345	TheCelestine	https://t.co/j8ISeOyD5L: Hoe worden chips gemaakt? Miljardenindustrie onder de loep https://t.co/plI74EFBlg #Celestine	https://t.co/j8ISeOyD5L: Hoe worden chips gemaakt ? Miljardenindustrie onder de loep https://t.co/plI74EFBlg #Celestine
824848813697282049	HSutterland	Jumbo zakt naar plek 7 in Merken Top 40 https://t.co/DjknASy8Ox https://t.co/z2SBOQZ3rt	Jumbo zakt naar plek 7 in Merken Top 40 https://t.co/DjknASy8Ox https://t.co/z2SBOQZ3rt
824848815828062214	MissWitPraline	@vvanneste ai, ge had er beter een paar schoenen mee gekocht, goeiemorgen 😉 @ErnaDKeulenaere	@vvanneste ai , ge had er beter een paar schoenen mee gekocht , goeiemorgen 😉 @ErnaDKeulenaere
824848815823794176	surifatu	Surifatu TV seizoen 2 afleverling 1 nu ook online! https://t.co/ECteGxa1LL	Surifatu TV seizoen 2 afleverling 1 nu ook online ! https://t.co/ECteGxa1LL
824848816847216642	Frans1965	@DirkViveen ik heb nu niets gedaan met de brug hoor, ook niet op afstand	@DirkViveen ik heb nu niets gedaan met de brug hoor , ook niet op afstand
824848817430294529	Sanzie1982	@MilesandMore_NL Nee dat geeft haar enorme stress. Gaat niet om mij, is niet goed voor haar. Heeft ze weken last van.	@MilesandMore_NL Nee dat geeft haar enorme stress . Gaat niet om mij , is niet goed voor haar . Heeft ze weken last van .
824848818831110144	frederickaahme1	Geloof in talent van jongeren en investeer in deze talenten	Geloof in talent van jongeren en investeer in deze talenten
824848824258613248	hansgldnl	Tot het echt niet meer kan wordt er geschaatst dus! https://t.co/yR9pWCzYwq	Tot het echt niet meer kan wordt er geschaatst dus ! https://t.co/yR9pWCzYwq
824848824568909826	Femke_23	Eindelijk! https://t.co/4IxtcwzI3c	Eindelijk ! https://t.co/4IxtcwzI3c
824848828188680194	Tilburg_Nieuws	Paul Cornelissen van Jan van Besouw naar Theaters #Tilburg https://t.co/LOm5EDLAFI Paul Cornelissen (54) is de nieuwe manager programma bi…	Paul Cornelissen van Jan van Besouw naar Theaters #Tilburg https://t.co/LOm5EDLAFI Paul Cornelissen (54) is de nieuwe manager programma bi …
824848829459501056	kevinsVDV	IMDubai70.3 volgen is toch altijd leuk om te doen zo op een vrijdagochtend. @danielaryf… https://t.co/uuHVetNIIC	IMDubai 70.3 volgen is toch altijd leuk om te doen zo op een vrijdagochtend . @danielaryf … https://t.co/uuHVetNIIC
824848832080908288	Tilburg_Nieuws	De sport van vrijdag bij de NOS https://t.co/He6AjZxC1F Het belooft vandaag weer een dag vol mooie sport te worden. Van tennis in Melbourn…	De sport van vrijdag bij de NOS https://t.co/He6AjZxC1F Het belooft vandaag weer een dag vol mooie sport te worden . Van tennis in Melbourn …
824848832974331904	MirandavanBoeij	@jndkgrf Goedemorgen Jan, lekker koud buiten😄	@jndkgrf Goedemorgen Jan , lekker koud buiten 😄
824848834077405184	janverhaar	RT @dvhn_nl: "The best ponypark in the world" zag een verdubbeling van het aantal boekingen na het optreden in Zondag met Lubach. https://t…	RT @dvhn_nl : " The best ponypark in the world " zag een verdubbeling van het aantal boekingen na het optreden in Zondag met Lubach . https://t …
824848843904684033	FClaesen	RT @luytenlara: Zin in zomeravonden xxxx	RT @luytenlara : Zin in zomeravonden xxxx
824848849982230528	Escovan	Ik heb nog geen koffie gehad dus jullie zijn allemaal DOOD voor mij. Behalve @Domien die is jarig! \o/ . . Ah daar komt de koffie al *woei*	Ik heb nog geen koffie gehad dus jullie zijn allemaal DOOD voor mij . Behalve @Domien die is jarig ! \o/ . . Ah daar komt de koffie al * woei *
824848850477207553	IEvers	@woukevscherrenb @BIpartij @volkskrant Het zal een keer niet zo zijn. Zij weer........	@woukevscherrenb @BIpartij @volkskrant Het zal een keer niet zo zijn . Zij weer ........
824848859302023168	robyndaluz828	18 Januari 2013 starten wij weer met een 10-weeks programma samen met , meldt u nu alvast bij ons aan.	18 Januari 2013 starten wij weer met een 10- weeks programma samen met , meldt u nu alvast bij ons aan .
824848861118083072	Aquarius100262	RT @perdokrene: Het is vandaag "drup aan de neus" weer. 🤔 https://t.co/lmbOQkvxmr	RT @perdokrene : Het is vandaag " drup aan de neus " weer . 🤔 https://t.co/lmbOQkvxmr
824848862309347328	marcel_hgl1970	@Anikaaalalala goedemorgen Anika en een fijne vrijdag	@Anikaaalalala goedemorgen Anika en een fijne vrijdag
824848869422796803	NS_online	@jramsanjhal Dat is vervelend. De temperatuur wordt geregeld met climate control. Het kan even duuren voordat de coupé op 1/2	@jramsanjhal Dat is vervelend . De temperatuur wordt geregeld met climate control . Het kan even duuren voordat de coupé op 1/2
824848873696829440	covara	@AnnekeVisser1 Genietmomentje hoor!	@AnnekeVisser1 Genietmomentje hoor !
824848877719212034	Meisje_Maaike	Nieuwe blog (DIY: mid-century ladekastje (ikea hack)) op Miss Maaike https://t.co/pQcDnqPEvU	Nieuwe blog ( DIY : mid-century ladekastje ( ikea hack )) op Miss Maaike https://t.co/pQcDnqPEvU
824848878373531649	NS_online	@jramsanjhal temperatuur is. Wss is deze trein nog maar net begonnen :) ^KS 2/2	@jramsanjhal temperatuur is . Wss is deze trein nog maar net begonnen :) ^ KS 2/2
824848879929548800	dwaalhaas	citaat #Rutte "ik zou steur weer op die post zetten" https://t.co/gfDqHr8BJy	citaat #Rutte " ik zou steur weer op die post zetten " https://t.co/gfDqHr8BJy
824848885499650054	ikbenbliksem	Elke dag een leuke nieuwe kunst dagaanbieding! #tdd https://t.co/gjBuj353bq #zwaarleven	Elke dag een leuke nieuwe kunst dagaanbieding ! #tdd https://t.co/gjBuj353bq #zwaarleven
824848888737566720	Sanderazzi	@Mirii2 @MLwden kom maar op met die beker....	@Mirii2 @MLwden kom maar op met die beker ....
824848898128637956	Beurs_Today	Bank Degroof geeft houdadvies voor Unilever Cert. https://t.co/ixNwUiqDlU	Bank Degroof geeft houdadvies voor Unilever Cert . https://t.co/ixNwUiqDlU
824848915916730369	marcel_hgl1970	@HealingRenkum goedemorgen Jackie en een fijne vrijdag	@HealingRenkum goedemorgen Jackie en een fijne vrijdag
824848915564359681	elzet_fourie	RT @ek_verteller: "Jy lyk anders" Ja, daar staan nie meer dom fok op my voorkop nie.	RT @ek_verteller : " Jy lyk anders " Ja , daar staan nie meer dom fok op my voorkop nie .
824848916252209152	hesselburen	RT @lc_nl: Achter het orgel van de kerk in Burgwerd dook onlangs een bijzondere schat op uit de Tweede Wereldoorlog https://t.co/vOo3UPDgrV	RT @lc_nl : Achter het orgel van de kerk in Burgwerd dook onlangs een bijzondere schat op uit de Tweede Wereldoorlog https://t.co/vOo3UPDgrV
824848916864659456	NOSschaatsen	Het gaat in Berlijn nu al om de WK afstanden https://t.co/W0zVykyLm2	Het gaat in Berlijn nu al om de WK afstanden https://t.co/W0zVykyLm2
824848915962814468	xinco	Locadia: ’Moeilijke periode geweest’ https://t.co/31iT3ZCPiF https://t.co/Cba7H4HUUy	Locadia : ’ Moeilijke periode geweest ’ https://t.co/31iT3ZCPiF https://t.co/Cba7H4HUUy
824848918051590144	kwast66	RT @ADnl: De Europese Unie kan radicaal veranderd worden, schrijft Bert Koenders vandaag in een open brief in het AD https://t.co/Bigp3wGdlp	RT @ADnl : De Europese Unie kan radicaal veranderd worden , schrijft Bert Koenders vandaag in een open brief in het AD https://t.co/Bigp3wGdlp
824848918034870272	CaptOVNL	@smokey_goodness bedankt voor aandacht brengen van de uitzending. Mooi interview 👍🏻. Eind resultaat wereld van verschil tov "gekookte zooi"	@smokey_goodness bedankt voor aandacht brengen van de uitzending . Mooi interview 👍🏻. Eind resultaat wereld van verschil tov " gekookte zooi "
824848918290718720	loveinground	Een republikein die de koning te rijk is, is nooit grappig #loveinground	Een republikein die de koning te rijk is , is nooit grappig #loveinground
824848920178159616	NieuwsinHelmond	Verwarde man en kind (9) zijn weer gevonden na grote zoektocht #politie https://t.co/kj4oG3Ba8U #helmond	Verwarde man en kind (9) zijn weer gevonden na grote zoektocht #politie https://t.co/kj4oG3Ba8U #helmond
824848918747836416	stepstone_banen	#werk #zoektwerk Zelfstandige ondernemende hypotheekadviseurs https://t.co/38byGJWoFC	#werk #zoektwerk Zelfstandige ondernemende hypotheekadviseurs https://t.co/38byGJWoFC
824848920354312193	nieuws_haarlem	'Mischa Barton op psychiatrische afdeling' https://t.co/I5zjkp66zm #haarlem	' Mischa Barton op psychiatrische afdeling ' https://t.co/I5zjkp66zm #haarlem
824848920886915072	newsFMCG	Jumbo zakt naar plek 7 in Merken Top 40 #Fmcg https://t.co/FRJUwJnD8D	Jumbo zakt naar plek 7 in Merken Top 40 #Fmcg https://t.co/FRJUwJnD8D
824848920660439042	DagbladVoorburg	Delta Team wil statushouders in @GemeenteLV aan baan helpen. https://t.co/t6L3D2Bnoi https://t.co/4qvH9vCwwp	Delta Team wil statushouders in @GemeenteLV aan baan helpen . https://t.co/t6L3D2Bnoi https://t.co/4qvH9vCwwp
824848921272819714	Radio_Powermix	Locadia: ’Moeilijke periode geweest’ https://t.co/VI3j7dAb7n #Telegraaf https://t.co/ycDes8jPlZ	Locadia : ’ Moeilijke periode geweest ’ https://t.co/VI3j7dAb7n #Telegraaf https://t.co/ycDes8jPlZ
824848926289203200	AdzunaVacatures	#zoektwerk #jouwbaan Snel aan de slag? Adzuna heeft werk voor jou! Check het actuele aanbod. https://t.co/AlQJuyqOG3 https://t.co/R7MIR0x8iF	#zoektwerk #jouwbaan Snel aan de slag ? Adzuna heeft werk voor jou ! Check het actuele aanbod . https://t.co/AlQJuyqOG3 https://t.co/R7MIR0x8iF
824848930022174720	JeanetteCroezen	@MarjanKoekoek Daarom ben ik zo blij dat ik in Nederland woon 😆	@MarjanKoekoek Daarom ben ik zo blij dat ik in Nederland woon 😆
824848929673981952	micheldebruijn	@PMDelefre je hebt het toch niet over E. Wittebol, dichter des moederlands?	@PMDelefre je hebt het toch niet over E. Wittebol , dichter des moederlands ?
824848936368119808	musicitynl	Night of the Problems | 10-05-2017 20:30 | Night of the Problems Circus Treurdier Deze voorstelling speelt op een..… https://t.co/DkrscN5rMm	Night of the Problems | 10-05-2017 20:30 | Night of the Problems Circus Treurdier Deze voorstelling speelt op een ..… https://t.co/DkrscN5rMm
824848944152748034	We_Love_Teske	Ik probeer sinds kort zo vaak mogelijk op te schrijven wat me gelukkig maakte op een dag. 25 januari was een leuke… https://t.co/RZo9J7pJbx	Ik probeer sinds kort zo vaak mogelijk op te schrijven wat me gelukkig maakte op een dag . 25 januari was een leuke … https://t.co/RZo9J7pJbx
824848952201605121	NMBS	@cloooooeeetje Da's balen. :-/ Meld je dit via https://t.co/hr9c4kEENW ? ^tl	@cloooooeeetje Da's balen . :-/ Meld je dit via https://t.co/hr9c4kEENW ? ^ tl
824848960258859009	Manisjw	RT @Aniquemelissa: Ik voel me echt rot als ik tegen mensen moet zeggen dat ik niet kan komen en ik ze gwn echt ontzettend erg mis	RT @Aniquemelissa : Ik voel me echt rot als ik tegen mensen moet zeggen dat ik niet kan komen en ik ze gwn echt ontzettend erg mis
824848960237948928	Neerlandistiek	RT @ronnieboley: Niks op tegen. https://t.co/fIq6GBnOI0	RT @ronnieboley : Niks op tegen . https://t.co/fIq6GBnOI0
824848961303220224	_Nieuwegein	College #IJsselstein door het stof vanwege kostbare samenwerking #Montfoort https://t.co/vWo696AyQT Het college van B&W van IJsselstein he…	College #IJsselstein door het stof vanwege kostbare samenwerking #Montfoort https://t.co/vWo696AyQT Het college van B&W van IJsselstein he …
824848962926424066	counterXdave	Ben al sinds 5 uur wakker, wat is dit	Ben al sinds 5 uur wakker , wat is dit
